time/time_elapsed,time/total_timesteps,time/iterations,time/fps,train/clip_fraction,train/n_updates,train/std,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/loss,train/value_loss,train/explained_variance,train/clip_range,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean
0,512,1,4110,,,,,,,,,,,,,
0,1024,2,2484,0.23291015625,16,0.9995779395103455,-0.03077114003826864,0.016891686,-43.98513424396515,-0.03946571797132492,0.19588926395226736,-0.41857659816741943,0.2,0.0004092704424510632,,
0,1536,3,2205,0.2310791015625,32,0.9982600808143616,-0.02482778232661076,0.014509479,-43.95355224609375,-0.02236613631248474,0.00435755836952012,-0.0518413782119751,0.2,0.0004092704424510632,-2.619764,1257.0
0,2048,4,2088,0.2852783203125,48,0.999461829662323,-0.028682595133432187,0.02258928,-43.9413161277771,-0.03866931423544884,0.011192184581886977,0.01711571216583252,0.2,0.0004092704424510632,-2.619764,1257.0
1,2560,5,2024,0.1942138671875,64,0.9990170001983643,-0.02033945996663533,0.014061775,-43.96617329120636,-0.0137020880356431,0.003839040728053078,-0.0015568733215332031,0.2,0.0004092704424510632,-2.6054234999999997,1257.0
1,3072,6,1980,0.2640380859375,80,0.999323308467865,-0.025951469491701573,0.018963626,-43.9535768032074,-0.027977311983704567,0.002851997789548477,-0.0020508766174316406,0.2,0.0004092704424510632,-2.6054234999999997,1257.0
1,3584,7,1949,0.29345703125,96,0.9981854557991028,-0.03298771264235256,0.0164519,-43.949806332588196,-0.038110606372356415,0.0020105987387069035,0.010657131671905518,0.2,0.0004092704424510632,-2.6054234999999997,1257.0
2,4096,8,1927,0.2186279296875,112,0.9960328340530396,-0.024207080277847126,0.014001552,-43.89380633831024,-0.022935034707188606,0.003040239138499601,-0.003910064697265625,0.2,0.0004092704424510632,-2.624549333333333,1257.0
2,4608,9,1910,0.336181640625,128,0.9959079623222351,-0.030079925461905077,0.024819631,-43.85260474681854,-0.039578523486852646,0.0057802906521828845,0.00953984260559082,0.2,0.0004092704424510632,-2.624549333333333,1257.0
2,5120,10,1901,0.2734375,144,0.9951528906822205,-0.02517232287209481,0.015429223,-43.84232473373413,-0.030390547588467598,0.004281793357222341,0.0013141632080078125,0.2,0.0004092704424510632,-2.5879464999999997,1257.0
2,5632,11,1891,0.275390625,160,0.9934383034706116,-0.024394615364144556,0.018056706,-43.80205273628235,-0.022028591483831406,0.008615454164100811,0.005220293998718262,0.2,0.0004092704424510632,-2.5879464999999997,1257.0
3,6144,12,1885,0.2816162109375,176,0.9941323399543762,-0.02949408211861737,0.017268077,-43.775832414627075,-0.03828234598040581,0.0027267899058642797,0.005047738552093506,0.2,0.0004092704424510632,-2.5879464999999997,1257.0
3,6656,13,1879,0.2672119140625,192,0.9940886497497559,-0.024126545118633658,0.017542288,-43.80027961730957,-0.0273404810577631,0.0025334551028208807,-0.0075910091400146484,0.2,0.0004092704424510632,-2.5983709999999998,1257.0
3,7168,14,1874,0.296630859375,208,0.9935997724533081,-0.027559017180465162,0.021240048,-43.78704762458801,-0.02669478952884674,0.01732237864052877,0.0013668537139892578,0.2,0.0004092704424510632,-2.5983709999999998,1257.0
4,7680,15,1870,0.251708984375,224,0.9924362897872925,-0.028387844882672653,0.014049299,-43.7617529630661,-0.051348429173231125,0.004303272326069418,0.0008857846260070801,0.2,0.0004092704424510632,-2.5860958333333333,1257.0
