time/time_elapsed,time/total_timesteps,time/iterations,time/fps,train/clip_fraction,train/n_updates,train/std,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/loss,train/value_loss,train/explained_variance,train/clip_range,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean
0,512,1,4126,,,,,,,,,,,,,
0,1024,2,2484,0.2596435546875,16,0.999854564666748,-0.030337228352436796,0.018452685,-43.98886704444885,-0.04436608776450157,0.12439076966256835,-0.8247460126876831,0.2,0.0004092704424510632,,
0,1536,3,2178,0.244140625,32,0.996718168258667,-0.02479807785130106,0.017574674,-43.94032335281372,-0.043141622096300125,0.004829007069929503,0.007091403007507324,0.2,0.0004092704424510632,-2.627568,1257.0
0,2048,4,2065,0.28955078125,48,0.9955708980560303,-0.03178134158952162,0.018886568,-43.85737609863281,-0.0339534692466259,0.00592410315584857,-0.010892152786254883,0.2,0.0004092704424510632,-2.627568,1257.0
1,2560,5,2006,0.2130126953125,64,0.9955108165740967,-0.023766863392665982,0.014306739,-43.84632444381714,-0.033472370356321335,0.0037255557399475947,0.0012350678443908691,0.2,0.0004092704424510632,-2.6339945,1257.0
1,3072,6,1977,0.2591552734375,80,0.9955528974533081,-0.025533928448567167,0.016262747,-43.84596872329712,-0.038422685116529465,0.0058984159550163895,-0.0023453235626220703,0.2,0.0004092704424510632,-2.6339945,1257.0
1,3584,7,1955,0.3160400390625,96,0.9961367845535278,-0.03510239017487038,0.01603016,-43.851094365119934,-0.043774429708719254,0.0021206364363024477,0.016904592514038086,0.2,0.0004092704424510632,-2.6339945,1257.0
2,4096,8,1939,0.2022705078125,112,0.9965518116950989,-0.021226386161288247,0.012336501,-43.867796659469604,-0.013377831317484379,0.0042402227481943555,-0.004930257797241211,0.2,0.0004092704424510632,-2.6408753333333332,1257.0
2,4608,9,1924,0.3673095703125,128,0.9960103034973145,-0.030212031488190405,0.027674392,-43.868462324142456,-0.03783658146858215,0.01973501266911626,-0.0017489194869995117,0.2,0.0004092704424510632,-2.6408753333333332,1257.0
2,5120,10,1915,0.2628173828125,144,0.9977980256080627,-0.02719412074657157,0.01581585,-43.87154769897461,-0.03435485064983368,0.003736394770385232,-0.0009337663650512695,0.2,0.0004092704424510632,-2.66061425,1257.0
