rollout/ep_len_mean,time/time_elapsed,train/critic_loss,train/actor_loss,train/learning_rate,train/ent_coef_loss,time/fps,rollout/ep_rew_mean,train/n_updates,train/ent_coef,time/total_timesteps,time/episodes
1258.0,417,1.8291902542114258,-121.39618682861328,0.0008459126528049375,-162.74032592773438,12,-4.43398975,4931,0.017159199342131615,5032,4
1258.0,839,0.7238668203353882,-127.10590362548828,0.0008459126528049375,138.32095336914062,11,-3.384106125,9963,0.0010444035287946463,10064,8
1258.0,1255,5.928310871124268,-130.7069091796875,0.0008459126528049375,17.96603775024414,12,-2.8036646666666667,14995,0.0007503394153900445,15096,12
