time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/clip_fraction,train/approx_kl,train/entropy_loss,train/explained_variance,train/std,train/clip_range,train/policy_gradient_loss,train/n_updates,train/value_loss,train/learning_rate,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
1,512,0,3561,,,,,,,,,,,,,
2,1024,0,1668,0.2059326171875,0.015705362,-43.9977422952652,-1.723578929901123,1.0003756284713745,0.2,-0.027821504307212308,16,0.1834028217017476,0.0004092704424510632,-0.03356055170297623,,
3,1536,1,1424,0.2213134765625,0.013729974,-44.01056432723999,-0.04905855655670166,1.0013550519943237,0.2,-0.02475434930966003,32,0.0026716557040344924,0.0004092704424510632,-0.0349523164331913,1258.0,-2.175097
4,2048,1,1363,0.3018798828125,0.022663906,-44.02581870555878,0.004714071750640869,1.0008798837661743,0.2,-0.02550248702755198,48,0.01528073666850105,0.0004092704424510632,-0.031020205467939377,1258.0,-2.175097
5,2560,1,1336,0.2259521484375,0.015012602,-44.005643248558044,-0.04453694820404053,1.000656247138977,0.2,-0.020778580306796357,64,0.00224844924377976,0.0004092704424510632,-0.032139167189598083,1258.0,-2.0990225000000002
6,3072,2,1242,0.2706298828125,0.018536385,-44.0046443939209,0.011724233627319336,1.0005396604537964,0.2,-0.026264235071721487,80,0.02163552539423108,0.0004092704424510632,-0.02771472930908203,1258.0,-2.0990225000000002
7,3584,2,1210,0.2005615234375,0.015771426,-43.990941524505615,0.09794145822525024,0.9999279975891113,0.2,-0.02538536010251846,96,0.0012444640506146243,0.0004092704424510632,-0.04901283606886864,1258.0,-2.0990225000000002
8,4096,3,1194,0.2781982421875,0.01677163,-43.99593007564545,0.04882228374481201,1.0012773275375366,0.2,-0.028561408413224854,112,0.0039238771933014505,0.0004092704424510632,-0.03507275506854057,1258.0,-2.1078683333333337
9,4608,3,1185,0.3262939453125,0.023644663,-44.0609165430069,0.013654947280883789,1.0037078857421875,0.2,-0.028514255536720157,128,0.027803321892861277,0.0004092704424510632,-0.0280524343252182,1258.0,-2.1078683333333337
10,5120,4,1166,0.2506103515625,0.017563768,-44.08710062503815,-0.031010031700134277,1.002366304397583,0.2,-0.023367388203041628,144,0.0026264205334882718,0.0004092704424510632,-0.0384647399187088,1258.0,-2.1103925
11,5632,4,1155,0.2020263671875,0.015719714,-44.00833821296692,0.047708332538604736,0.9992237687110901,0.2,-0.018430554919177666,160,0.03384414513129741,0.0004092704424510632,-0.0011960184201598167,1258.0,-2.1103925
12,6144,5,1156,0.1956787109375,0.012675203,-43.94378054141998,-0.38117170333862305,0.9992803931236267,0.2,-0.02528679749229923,176,0.003037096652406035,0.0004092704424510632,-0.031914710998535156,1258.0,-2.1103925
13,6656,5,1160,0.2635498046875,0.019634994,-43.962605237960815,0.15871310234069824,0.9997645616531372,0.2,-0.02554920851252973,192,0.004408032247738447,0.0004092704424510632,-0.03654888644814491,1258.0,-2.1452212000000004
14,7168,6,1160,0.296142578125,0.030410338,-43.96752166748047,0.11724483966827393,0.9994226098060608,0.2,-0.030019546538824216,208,0.04018502699909732,0.0004092704424510632,-0.0305009875446558,1258.0,-2.1452212000000004
15,7680,6,1155,0.20166015625,0.014129283,-43.93337321281433,-0.49790048599243164,0.9975031614303589,0.2,-0.025446561543503776,224,0.0020249698754923884,0.0004092704424510632,-0.044155303388834,1258.0,-2.109575
16,8192,7,1154,0.2169189453125,0.018196872,-43.8506098985672,0.16083645820617676,0.9943629503250122,0.2,-0.022968479031987954,240,0.03462677949573845,0.0004092704424510632,-0.026934288442134857,1258.0,-2.109575
17,8704,7,1148,0.222900390625,0.018418625,-43.794623136520386,-1.9932539463043213,0.9945984482765198,0.2,-0.020829699642490596,256,0.001625723594770534,0.0004092704424510632,-0.03539842367172241,1258.0,-2.109575
18,9216,8,1141,0.2381591796875,0.021073643,-43.80927801132202,0.4100229740142822,0.9944539070129395,0.2,-0.024457309249555692,272,0.004808277641132008,0.0004092704424510632,-0.022904083132743835,1258.0,-2.1132337142857147
19,9728,8,1139,0.23583984375,0.018155979,-43.82205390930176,0.2602774500846863,0.995935320854187,0.2,-0.02394264828035375,288,0.04373848275281489,0.0004092704424510632,-0.025382010266184807,1258.0,-2.1132337142857147
20,10240,9,1137,0.2490234375,0.019468032,-43.8441481590271,-0.4310389757156372,0.9954054355621338,0.2,-0.02921992418123409,304,0.008302266680402681,0.0004092704424510632,-0.041627123951911926,1258.0,-2.13466925
21,10752,9,1134,0.255615234375,0.019990513,-43.79717814922333,0.08733290433883667,0.9928734302520752,0.2,-0.02672300387348514,320,0.06400784128345549,0.0004092704424510632,-0.005909668281674385,1258.0,-2.13466925
22,11264,9,1134,0.2615966796875,0.020760193,-43.725813150405884,-2.924445152282715,0.9914311170578003,0.2,-0.02913758039358072,336,0.0038010726821084972,0.0004092704424510632,-0.030161447823047638,1258.0,-2.13466925
23,11776,10,1134,0.229248046875,0.018148601,-43.6971709728241,0.2001403570175171,0.9907910823822021,0.2,-0.024318098556250334,352,0.004830254940316081,0.0004092704424510632,-0.032906051725149155,1258.0,-2.1324863333333335
24,12288,10,1133,0.2662353515625,0.03221119,-43.69605827331543,0.19009333848953247,0.9917423725128174,0.2,-0.028793568431865424,368,0.055794191313907504,0.0004092704424510632,-0.024445969611406326,1258.0,-2.1324863333333335
25,12800,11,1135,0.199951171875,0.013476345,-43.73070681095123,-1.3795158863067627,0.9931124448776245,0.2,-0.02198029836290516,384,0.008238505295594223,0.0004092704424510632,-0.03804272413253784,1258.0,-2.1449333
26,13312,11,1136,0.294677734375,0.02742165,-43.75481688976288,0.027576327323913574,0.9928218126296997,0.2,-0.026081614923896268,400,0.08436638629063964,0.0004092704424510632,-0.0022794008255004883,1258.0,-2.1449333
27,13824,12,1138,0.228515625,0.019842908,-43.74797296524048,-1.9553673267364502,0.993485689163208,0.2,-0.02672328081098385,416,0.0037488963280338794,0.0004092704424510632,-0.0463336817920208,1258.0,-2.1449333
28,14336,12,1140,0.2508544921875,0.015132446,-43.78301656246185,0.2814866900444031,0.9945314526557922,0.2,-0.02758248391910456,432,0.003851141307677608,0.0004092704424510632,-0.03491250425577164,1258.0,-2.1285896363636363
29,14848,13,1136,0.24609375,0.022042602,-43.800601840019226,0.15967732667922974,0.9946246147155762,0.2,-0.022081988165155053,448,0.03935659251874313,0.0004092704424510632,-0.01286856085062027,1258.0,-2.1285896363636363
30,15360,13,1137,0.2664794921875,0.019246008,-43.778746485710144,-1.826735258102417,0.9931663274765015,0.2,-0.0308082036790438,464,0.006282666727202013,0.0004092704424510632,-0.03170881047844887,1258.0,-2.114983
