time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/clip_fraction,train/approx_kl,train/entropy_loss,train/explained_variance,train/std,train/clip_range,train/policy_gradient_loss,train/n_updates,train/value_loss,train/learning_rate,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
1,512,0,3835,,,,,,,,,,,,,
2,1024,0,1816,0.2716064453125,0.01916792,-43.99081826210022,-1.5636532306671143,1.0003193616867065,0.2,-0.03335055104980711,16,0.1016239280179434,0.0004092704424510632,-0.03272555023431778,,
3,1536,0,1553,0.238525390625,0.01820536,-43.976120829582214,0.0031383633613586426,0.9987695813179016,0.2,-0.026597420655889437,32,0.002144218349712901,0.0004092704424510632,-0.028031572699546814,1258.0,-2.060921
4,2048,1,1440,0.296142578125,0.023443354,-43.90661311149597,0.005685031414031982,0.9959967136383057,0.2,-0.03177164666703902,48,0.007626056831213646,0.0004092704424510632,-0.034772977232933044,1258.0,-2.060921
5,2560,1,1386,0.2977294921875,0.017052855,-43.863937854766846,0.007951319217681885,0.9970012903213501,0.2,-0.03009032955742441,64,0.0022046054691600148,0.0004092704424510632,-0.04374714568257332,1258.0,-2.0566665
6,3072,2,1348,0.270263671875,0.01989054,-43.8965699672699,0.011916100978851318,0.9972269535064697,0.2,-0.026679805043386295,80,0.012377632985590026,0.0004092704424510632,-0.02673652395606041,1258.0,-2.0566665
7,3584,2,1321,0.2869873046875,0.017135162,-43.87774205207825,-0.006361722946166992,0.995879054069519,0.2,-0.027755257877288386,96,0.0013387164999585366,0.0004092704424510632,-0.03382338955998421,1258.0,-2.0566665
8,4096,3,1297,0.216064453125,0.015753308,-43.83752417564392,0.028389036655426025,0.9949714541435242,0.2,-0.021454623056342825,112,0.004430542634509038,0.0004092704424510632,-0.022814635187387466,1258.0,-2.1025483333333335
9,4608,3,1285,0.2725830078125,0.017167412,-43.82731807231903,0.005107581615447998,0.9951199293136597,0.2,-0.029072502482449636,128,0.019469920662231743,0.0004092704424510632,-0.03427109494805336,1258.0,-2.1025483333333335
10,5120,4,1273,0.2918701171875,0.021996956,-43.822269439697266,0.007535457611083984,0.9944497346878052,0.2,-0.028633211164560635,144,0.0021657288998540025,0.0004092704424510632,-0.04355740547180176,1258.0,-2.1594682499999998
11,5632,4,1264,0.2398681640625,0.017336553,-43.777963161468506,0.007491052150726318,0.9923709034919739,0.2,-0.024857250769855455,160,0.030766264302656054,0.0004092704424510632,-0.02762412279844284,1258.0,-2.1594682499999998
12,6144,4,1257,0.25146484375,0.017106405,-43.73491108417511,0.07386499643325806,0.9922932982444763,0.2,-0.02514453331241384,176,0.001220873793499777,0.0004092704424510632,-0.0286601223051548,1258.0,-2.1594682499999998
13,6656,5,1252,0.2449951171875,0.017532408,-43.70658576488495,0.05482149124145508,0.9899099469184875,0.2,-0.027034643077058718,192,0.004321769971284084,0.0004092704424510632,-0.04272076115012169,1258.0,-2.1790929999999995
14,7168,5,1246,0.227294921875,0.013341205,-43.63608503341675,0.015651404857635498,0.9885385632514954,0.2,-0.025004818773595616,208,0.03439956757938489,0.0004092704424510632,-0.024277610704302788,1258.0,-2.1790929999999995
15,7680,6,1243,0.3109130859375,0.017514609,-43.598065972328186,-0.16784703731536865,0.9875466227531433,0.2,-0.03285945029347204,224,0.0021916623609286034,0.0004092704424510632,-0.027325836941599846,1258.0,-2.1546549999999995
16,8192,6,1238,0.2674560546875,0.023496972,-43.578137278556824,0.10430550575256348,0.9870790839195251,0.2,-0.02633376989979297,240,0.036725353624206036,0.0004092704424510632,-0.0049903374165296555,1258.0,-2.1546549999999995
17,8704,7,1235,0.22314453125,0.018120933,-43.600733399391174,-0.34097206592559814,0.989448070526123,0.2,-0.022186768357641995,256,0.007912620676506776,0.0004092704424510632,-0.04453293979167938,1258.0,-2.1546549999999995
18,9216,7,1233,0.2344970703125,0.018972646,-43.65788412094116,0.02163618803024292,0.989998459815979,0.2,-0.026656020112568513,272,0.004962281527696177,0.0004092704424510632,-0.03561678156256676,1258.0,-2.1454502857142854
19,9728,7,1231,0.25146484375,0.020856142,-43.63361346721649,0.006901860237121582,0.9879960417747498,0.2,-0.024193340053898282,288,0.0663634886732325,0.0004092704424510632,-0.004058625549077988,1258.0,-2.1454502857142854
20,10240,8,1228,0.18896484375,0.012833649,-43.5829496383667,-0.0291445255279541,0.987647294998169,0.2,-0.02112723326717969,304,0.0026435799372848123,0.0004092704424510632,-0.031140446662902832,1258.0,-2.148964
21,10752,8,1228,0.21240234375,0.015104728,-43.57098162174225,0.1821621060371399,0.9864128232002258,0.2,-0.024698124601854943,320,0.060616433853283525,0.0004092704424510632,-0.008508019149303436,1258.0,-2.148964
22,11264,9,1227,0.2177734375,0.017022654,-43.5419340133667,-0.9438679218292236,0.9862898588180542,0.2,-0.024613549729110673,336,0.0019340079452376813,0.0004092704424510632,-0.03331254422664642,1258.0,-2.148964
23,11776,9,1225,0.2523193359375,0.01664358,-43.5198837518692,0.5164711475372314,0.9845771789550781,0.2,-0.02985675382660702,352,0.00350207848532591,0.0004092704424510632,-0.04753217473626137,1258.0,-2.133171
24,12288,10,1224,0.265869140625,0.030192217,-43.446853280067444,0.2787449359893799,0.9821946620941162,0.2,-0.02877554744191002,368,0.0550421210937202,0.0004092704424510632,-0.026637651026248932,1258.0,-2.133171
25,12800,10,1223,0.2156982421875,0.017082572,-43.392531633377075,-3.6727356910705566,0.9813973307609558,0.2,-0.02498417065362446,384,0.0051266970913275145,0.0004092704424510632,-0.050543367862701416,1258.0,-2.1209157000000003
26,13312,10,1221,0.267333984375,0.026076838,-43.39689528942108,0.16397732496261597,0.9819322228431702,0.2,-0.03029297031753231,400,0.05797845567576587,0.0004092704424510632,-0.020530302077531815,1258.0,-2.1209157000000003
27,13824,11,1220,0.17919921875,0.020289646,-43.39242100715637,-1.18440580368042,0.9809896945953369,0.2,-0.02020577626535669,416,0.005305384496750776,0.0004092704424510632,-0.032701585441827774,1258.0,-2.1209157000000003
28,14336,11,1218,0.175537109375,0.013715028,-43.35372698307037,0.5203127861022949,0.9797335267066956,0.2,-0.022033647226635367,432,0.0033592449472052976,0.0004092704424510632,-0.02458685077726841,1258.0,-2.112372090909091
29,14848,12,1217,0.3463134765625,0.04997483,-43.30537462234497,0.172387957572937,0.9779598116874695,0.2,-0.025532062994898297,448,0.054611280269455165,0.0004092704424510632,-0.007120100781321526,1258.0,-2.112372090909091
30,15360,12,1216,0.1680908203125,0.013579994,-43.26368260383606,-1.3964169025421143,0.9768102169036865,0.2,-0.02238944626878947,464,0.00886857839213917,0.0004092704424510632,-0.03457453474402428,1258.0,-2.103266
31,15872,13,1214,0.244384765625,0.020224733,-43.23054504394531,0.0033585429191589355,0.9760016202926636,0.2,-0.025947940099285915,480,0.1374709028750658,0.0004092704424510632,0.021565929055213928,1258.0,-2.103266
