train/ent_coef,train/critic_loss,time/fps,train/actor_loss,rollout/ep_rew_mean,time/episodes,train/ent_coef_loss,rollout/ep_len_mean,time/total_timesteps,train/n_updates,time/time_elapsed,train/learning_rate
0.01938682608306408,1.7296650409698486,24,-122.41730499267578,-4.18308075,4,-158.06515502929688,1223.0,4892,4791,200,0.0008459126528049375
0.0014580207644030452,50.360801696777344,24,-128.15249633789062,-3.131234875,8,-5.08590030670166,1223.0,9784,9683,395,0.0008459126528049375
0.0008148127817548811,51.76144790649414,24,-134.0371551513672,-2.478881916666667,12,0.4266955852508545,1223.0,14676,14575,605,0.0008459126528049375
0.0016275133239105344,30.787368774414062,24,-129.03662109375,-2.1841049999999997,16,34.31025695800781,1223.0,19568,19467,814,0.0008459126528049375
0.0014518192037940025,7.04803466796875,24,-117.90637969970703,-1.9803788999999998,20,-70.93885040283203,1223.0,24460,24359,1004,0.0008459126528049375
0.0008049590396694839,19.377727508544922,29,-113.46492004394531,-1.8964277083333332,24,-59.21751022338867,1223.0,29352,29251,147,0.0008459126528049375
0.0008971129427663982,2.4463882446289062,30,-108.31538391113281,-1.8236405,28,-87.01226806640625,1223.0,34244,34143,304,0.0008459126528049375
0.0014229193329811096,1.8587677478790283,29,-96.1889877319336,-1.7492861249999998,32,-85.21236419677734,1223.0,39136,39035,477,0.0008459126528049375
0.0019283279543742537,13.047798156738281,30,-77.97114562988281,-1.688145333333333,36,323.7427062988281,1223.0,44028,43927,631,0.0008459126528049375
0.0006059354054741561,1.169737458229065,30,-78.89723205566406,-1.6618846,40,-36.273887634277344,1223.0,48920,48819,783,0.0008459126528049375
0.0009000428253784776,4.319595813751221,32,-74.68589782714844,-1.5861608863636365,44,46.03820037841797,1223.0,53812,53711,117,0.0008459126528049375
0.001089617027901113,2.0171890258789062,31,-68.33126068115234,-1.5479553125,48,20.46344757080078,1223.0,58704,58603,277,0.0008459126528049375
0.000565074326004833,19.426067352294922,29,-67.40846252441406,-1.517678153846154,52,57.57960510253906,1223.0,63596,63495,467,0.0008459126528049375
0.0012188616674393415,12.549280166625977,28,-60.82415771484375,-1.4836431964285715,56,6.224090576171875,1223.0,68488,68387,653,0.0008459126528049375
0.0019408164080232382,6.90151309967041,28,-53.754573822021484,-1.4487052666666667,60,-30.771568298339844,1223.0,73380,73279,821,0.0008459126528049375
0.0010052761062979698,10.923274993896484,25,-50.440269470214844,-1.4145042343749998,64,-1.3985462188720703,1223.0,78272,78171,129,0.0008459126528049375
0.0016008408274501562,55.702362060546875,27,-42.67851257324219,-1.3903140588235292,68,9.21638298034668,1223.0,83164,83063,291,0.0008459126528049375
0.0010792843531817198,43.75069808959961,28,-37.998756408691406,-1.3736879583333332,72,36.70057678222656,1223.0,88056,87955,452,0.0008459126528049375
0.0027854773215949535,66.78882598876953,29,-35.56938934326172,-1.3677127763157895,76,-38.47970199584961,1223.0,92948,92847,613,0.0008459126528049375
0.004005011636763811,12.47722053527832,29,-16.37923812866211,-1.352113025,80,-9.78150749206543,1223.0,97840,97739,775,0.0008459126528049375
