time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/std,train/learning_rate,train/n_updates,train/value_loss,train/entropy_loss,train/clip_fraction,train/explained_variance,train/policy_gradient_loss,train/clip_range,train/approx_kl,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean
4161,0,1,512,,,,,,,,,,,,,
2813,0,2,1024,0.9981399178504944,0.0004092704424510632,16,0.12245401570908143,-43.96281611919403,0.23779296875,-0.308907151222229,-0.028853322874056175,0.2,0.01776404,-0.03513428196310997,,
2624,0,3,1536,0.9970067739486694,0.0004092704424510632,32,0.0064252253650920466,-43.907657623291016,0.3009033203125,0.0340648889541626,-0.030352295740158297,0.2,0.020249464,-0.04283568263053894,-2.452199,1258.0
2586,0,4,2048,0.9971301555633545,0.0004092704424510632,48,0.0032921517777140252,-43.89091205596924,0.26513671875,0.019456028938293457,-0.02615254079864826,0.2,0.018008139,-0.040116336196660995,-2.452199,1258.0
2547,1,5,2560,0.9986675381660461,0.0004092704424510632,64,0.002110077266479493,-43.915855050086975,0.2762451171875,0.010013461112976074,-0.0237049618299352,0.2,0.018393688,-0.0343906544148922,-2.4480164999999996,1258.0
2398,1,6,3072,0.9984882473945618,0.0004092704424510632,80,0.009134262916631997,-43.9489426612854,0.2490234375,0.0047196149826049805,-0.02623259022948332,0.2,0.01634534,-0.031646352261304855,-2.4480164999999996,1258.0
2300,1,7,3584,0.9961931109428406,0.0004092704424510632,96,0.0026016104784503113,-43.90276610851288,0.259765625,0.0035802125930786133,-0.02745845187746454,0.2,0.016960477,-0.0383828729391098,-2.4480164999999996,1258.0
2235,1,8,4096,0.9948763847351074,0.0004092704424510632,112,0.0073049128986895084,-43.84148573875427,0.24755859375,0.010198652744293213,-0.02629875423735939,0.2,0.020612925,-0.03503435105085373,-2.3913879999999996,1258.0
2193,2,9,4608,0.9943492412567139,0.0004092704424510632,128,0.016663051501382142,-43.815370082855225,0.259033203125,0.006809055805206299,-0.022692153288517147,0.2,0.019187002,-0.02947342023253441,-2.3913879999999996,1258.0
2162,2,10,5120,0.994099497795105,0.0004092704424510632,144,0.005084570751932915,-43.79675602912903,0.219970703125,0.06679368019104004,-0.025058480037841946,0.2,0.016653216,-0.036675259470939636,-2.36372575,1258.0
2137,2,11,5632,0.9941619634628296,0.0004092704424510632,160,0.022955608263146132,-43.79473698139191,0.2469482421875,0.003493368625640869,-0.02412272384390235,0.2,0.019835489,-0.03338627517223358,-2.36372575,1258.0
2116,2,12,6144,0.9951096177101135,0.0004092704424510632,176,0.001657540473388508,-43.80643630027771,0.278076171875,0.03453564643859863,-0.03313042804074939,0.2,0.022516854,-0.03320141136646271,-2.36372575,1258.0
2099,3,13,6656,0.9955386519432068,0.0004092704424510632,192,0.006852893260656856,-43.837642788887024,0.223876953125,0.01289278268814087,-0.025951535717467777,0.2,0.0206248,-0.0443219393491745,-2.326355,1258.0
2082,3,14,7168,0.9920063614845276,0.0004092704424510632,208,0.03245219972450286,-43.7915096282959,0.2392578125,0.0058977603912353516,-0.026449153636349365,0.2,0.020426678,-0.02416268363595009,-2.326355,1258.0
2068,3,15,7680,0.991284191608429,0.0004092704424510632,224,0.004575212340569124,-43.71227204799652,0.1807861328125,0.2512362599372864,-0.02040984746417962,0.2,0.014317458,-0.014082327485084534,-2.3261958333333332,1258.0
2058,3,16,8192,0.9910210967063904,0.0004092704424510632,240,0.034664267557673156,-43.703068137168884,0.2774658203125,0.004717886447906494,-0.025631140058976598,0.2,0.022166114,-0.022212551906704903,-2.3261958333333332,1258.0
2049,4,17,8704,0.9889461398124695,0.0004092704424510632,256,0.0022761940490454435,-43.66732037067413,0.278076171875,-0.017663240432739258,-0.031094938909518532,0.2,0.024399128,-0.03824229910969734,-2.3261958333333332,1258.0
2041,4,18,9216,0.9879830479621887,0.0004092704424510632,272,0.004076602133864071,-43.61062741279602,0.2764892578125,0.11603009700775146,-0.031025405711261556,0.2,0.021351755,-0.03481432422995567,-2.314848285714286,1258.0
2029,4,19,9728,0.9886603355407715,0.0004092704424510632,288,0.05013507837429643,-43.60424792766571,0.294189453125,0.03764110803604126,-0.029482416372047737,0.2,0.02701632,-0.005613768473267555,-2.314848285714286,1258.0
2020,5,20,10240,0.9881018996238708,0.0004092704424510632,304,0.005329086940037087,-43.61353242397308,0.2294921875,0.5511807203292847,-0.02485551241261419,0.2,0.01930705,-0.04629999399185181,-2.320223375,1258.0
2014,5,21,10752,0.9893069267272949,0.0004092704424510632,320,0.04870950407348573,-43.61398148536682,0.2520751953125,0.06682932376861572,-0.02771385207597632,0.2,0.017549831,-0.011470448225736618,-2.320223375,1258.0
2008,5,22,11264,0.9882226586341858,0.0004092704424510632,336,0.002050513598078396,-43.62882173061371,0.2059326171875,0.09986615180969238,-0.024841321806889027,0.2,0.014405975,-0.03043348714709282,-2.320223375,1258.0
2001,5,23,11776,0.9893555045127869,0.0004092704424510632,352,0.002061468687315937,-43.611411452293396,0.2230224609375,0.5016669034957886,-0.024121777241816744,0.2,0.02020099,-0.03618733957409859,-2.323374333333333,1258.0
1992,6,24,12288,0.9890062808990479,0.0004092704424510632,368,0.059921737760305405,-43.64214789867401,0.18798828125,0.045676589012145996,-0.023625204572454095,0.2,0.017903622,-0.0015870705246925354,-2.323374333333333,1258.0
