time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/std,train/learning_rate,train/n_updates,train/value_loss,train/entropy_loss,train/clip_fraction,train/explained_variance,train/policy_gradient_loss,train/clip_range,train/approx_kl,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean
4016,0,1,512,,,,,,,,,,,,,
2813,0,2,1024,1.000017762184143,0.0004092704424510632,16,0.14680357645556796,-43.98802042007446,0.2940673828125,-0.7214077711105347,-0.033886203076690435,0.2,0.022535508,-0.03651982545852661,,
2393,0,3,1536,0.9993525147438049,0.0004092704424510632,32,0.009643898738431744,-43.97732353210449,0.2611083984375,-0.0657048225402832,-0.024997976870508865,0.2,0.017480474,-0.026057617738842964,-2.420506,1258.0
2185,0,4,2048,0.9979533553123474,0.0004092704424510632,48,0.0017802005058911163,-43.944445848464966,0.3438720703125,-0.002244710922241211,-0.040044911758741364,0.2,0.024917692,-0.03654887154698372,-2.420506,1258.0
2181,1,5,2560,0.9964776039123535,0.0004092704424510632,64,0.0030557743230019696,-43.90101230144501,0.3173828125,-0.004766106605529785,-0.029506161983590573,0.2,0.025068138,-0.028125708922743797,-2.435997,1258.0
2187,1,6,3072,0.9952504634857178,0.0004092704424510632,80,0.005226553701504599,-43.852832078933716,0.304443359375,-0.0020798444747924805,-0.02649730769917369,0.2,0.021292508,-0.03515420854091644,-2.435997,1258.0
2170,1,7,3584,0.9940858483314514,0.0004092704424510632,96,0.0025102350336965173,-43.81981933116913,0.2459716796875,0.007566094398498535,-0.02356923231855035,0.2,0.019686338,-0.03153086081147194,-2.435997,1258.0
2152,1,8,4096,0.9955000281333923,0.0004092704424510632,112,0.005222399653575849,-43.808600664138794,0.24560546875,-0.007447957992553711,-0.025924407847924158,0.2,0.01729986,-0.03797467052936554,-2.3643893333333335,1258.0
2143,2,9,4608,0.996634304523468,0.0004092704424510632,128,0.013475632615154609,-43.86169898509979,0.235107421875,0.0004361867904663086,-0.025386278197402135,0.2,0.017288726,-0.030778080224990845,-2.3643893333333335,1258.0
2149,2,10,5120,0.9975059628486633,0.0004092704424510632,144,0.005993377089907881,-43.88639175891876,0.2313232421875,0.01036059856414795,-0.025046901253517717,0.2,0.015499975,-0.03382479026913643,-2.369234,1258.0
2109,2,11,5632,0.9957916736602783,0.0004092704424510632,160,0.01944760693004355,-43.881028175354004,0.25244140625,-0.0008900165557861328,-0.025769258645595983,0.2,0.01719654,-0.022026274353265762,-2.369234,1258.0
2073,2,12,6144,0.9948567748069763,0.0004092704424510632,176,0.002525310639612144,-43.827789187431335,0.249267578125,-0.004278779029846191,-0.02396343027066905,0.2,0.017116442,-0.0360204242169857,-2.369234,1258.0
2038,3,13,6656,0.9940760135650635,0.0004092704424510632,192,0.005936808840488084,-43.803237199783325,0.28515625,-0.0009579658508300781,-0.02727789047639817,0.2,0.027513456,-0.026732631027698517,-2.3587042,1258.0
2013,3,14,7168,0.9950524568557739,0.0004092704424510632,208,0.030300597776658833,-43.800740122795105,0.225341796875,0.0013434290885925293,-0.020546294763335027,0.2,0.017905686,-0.012348963879048824,-2.3587042,1258.0
1994,3,15,7680,0.9964944124221802,0.0004092704424510632,224,0.005356397632567678,-43.84582233428955,0.2220458984375,0.04075586795806885,-0.023447793209925294,0.2,0.018598955,-0.029222313314676285,-2.3600396666666668,1258.0
1981,4,16,8192,0.9962248206138611,0.0004092704424510632,240,0.036435747460927814,-43.86929178237915,0.2677001953125,0.00016945600509643555,-0.025356084399390966,0.2,0.020765223,-0.019449470564723015,-2.3600396666666668,1258.0
1990,4,17,8704,0.9941310286521912,0.0004092704424510632,256,0.00328706686195801,-43.83041858673096,0.244140625,0.005983948707580566,-0.020247426960850134,0.2,0.01579448,-0.01860468089580536,-2.3600396666666668,1258.0
2000,4,18,9216,0.994833767414093,0.0004092704424510632,272,0.00558597658528015,-43.79594171047211,0.2528076171875,0.009273946285247803,-0.02658988314215094,0.2,0.020834781,-0.040706340223550797,-2.350645,1258.0
2011,4,19,9728,0.9948204159736633,0.0004092704424510632,288,0.05542200920172036,-43.82112264633179,0.2440185546875,0.001369476318359375,-0.022599396703299135,0.2,0.02039127,-0.004518825560808182,-2.350645,1258.0
2017,5,20,10240,0.9953529834747314,0.0004092704424510632,304,0.007753166355541907,-43.81764304637909,0.25927734375,0.04763507843017578,-0.02500948400120251,0.2,0.018841058,-0.019779149442911148,-2.34619175,1258.0
2027,5,21,10752,0.993986189365387,0.0004092704424510632,320,0.05634958017617464,-43.817020773887634,0.2557373046875,0.0016309618949890137,-0.024884198559448123,0.2,0.026162982,-0.00950860045850277,-2.34619175,1258.0
2035,5,22,11264,0.9917972087860107,0.0004092704424510632,336,0.0028119254602643196,-43.757036089897156,0.2410888671875,0.013149499893188477,-0.02642530936282128,0.2,0.020815678,-0.04739447683095932,-2.34619175,1258.0
2043,5,23,11776,0.9913622140884399,0.0004092704424510632,352,0.006153882801299915,-43.70616161823273,0.3275146484375,0.0063697099685668945,-0.03518436927697621,0.2,0.033450954,-0.05414780229330063,-2.3555026666666667,1258.0
2050,5,24,12288,0.991136908531189,0.0004092704424510632,368,0.07499906932935119,-43.70170617103577,0.25244140625,0.0040934085845947266,-0.025899215223034844,0.2,0.022340916,-0.0037621818482875824,-2.3555026666666667,1258.0
2033,6,25,12800,0.9903035163879395,0.0004092704424510632,384,0.004898330123978667,-43.6819064617157,0.2823486328125,0.15728282928466797,-0.02819409429503139,0.2,0.025759216,-0.04727654904127121,-2.3462365,1258.0
2018,6,26,13312,0.9897918701171875,0.0004092704424510632,400,0.0822062281658873,-43.65892243385315,0.2313232421875,0.0006069540977478027,-0.02417395878728712,0.2,0.022124391,0.014114905148744583,-2.3462365,1258.0
2017,6,27,13824,0.9895836114883423,0.0004092704424510632,416,0.002497539113392122,-43.6466463804245,0.2435302734375,0.015387117862701416,-0.026860534184379503,0.2,0.01863065,-0.04341953620314598,-2.3462365,1258.0
2004,7,28,14336,0.9903507828712463,0.0004092704424510632,432,0.005303380959958304,-43.657782316207886,0.2464599609375,0.011172235012054443,-0.02450704613875132,0.2,0.020410374,-0.03597281128168106,-2.346094,1258.0
1992,7,29,14848,0.9885289072990417,0.0004092704424510632,448,0.05165492388186976,-43.642757296562195,0.3199462890625,0.001925051212310791,-0.022734365513315424,0.2,0.03668004,0.0018690526485443115,-2.346094,1258.0
1981,7,30,15360,0.989288330078125,0.0004092704424510632,464,0.007333180736168288,-43.61681771278381,0.2420654296875,0.09681880474090576,-0.024634885936393403,0.2,0.018587712,-0.03460313007235527,-2.3496931666666665,1258.0
1972,8,31,15872,0.9887620210647583,0.0004092704424510632,480,0.1114205380436033,-43.62908709049225,0.229736328125,0.012466728687286377,-0.024332122833584435,0.2,0.020850874,0.025766413658857346,-2.3496931666666665,1258.0
1960,8,32,16384,0.9891451001167297,0.0004092704424510632,496,0.0023139194418035913,-43.614245772361755,0.185546875,0.13829076290130615,-0.019763478689128533,0.2,0.012059001,-0.03291184827685356,-2.3384583846153846,1258.0
1953,8,33,16896,0.9897062182426453,0.0004092704424510632,512,0.11561803100630641,-43.63468360900879,0.2672119140625,-0.0023649930953979492,-0.029351181554375216,0.2,0.023006443,0.015266526490449905,-2.3384583846153846,1258.0
1947,8,34,17408,0.9883983135223389,0.0004092704424510632,528,0.002914604148827493,-43.6256308555603,0.2333984375,0.0003489255905151367,-0.023833865096094087,0.2,0.019017175,-0.03960677608847618,-2.3384583846153846,1258.0
1941,9,35,17920,0.9886479377746582,0.0004092704424510632,544,0.005374117026804015,-43.600876212120056,0.26904296875,0.0031865835189819336,-0.02668385325523559,0.2,0.023444392,-0.03531987592577934,-2.327007642857143,1258.0
1929,9,36,18432,0.9880826473236084,0.0004092704424510632,560,0.12457966827787459,-43.60446393489838,0.2210693359375,0.0003306269645690918,-0.02137042346294038,0.2,0.019190181,0.030323954299092293,-2.327007642857143,1258.0
1923,9,37,18944,0.9876270890235901,0.0004092704424510632,576,0.005610427149804309,-43.57954120635986,0.22607421875,0.006734311580657959,-0.024494294157193508,0.2,0.017039951,-0.036535926163196564,-2.3270116,1258.0
1919,10,38,19456,0.9885666370391846,0.0004092704424510632,592,0.12091701268218458,-43.586387634277344,0.2445068359375,-1.8477439880371094e-05,-0.024959235815913416,0.2,0.018826827,0.01607147976756096,-2.3270116,1258.0
1913,10,39,19968,0.9881696105003357,0.0004092704424510632,608,0.0023829712736187503,-43.60484504699707,0.2843017578125,-4.291534423828125e-05,-0.030709810154803563,0.2,0.02571197,-0.04640549048781395,-2.3270116,1258.0
1908,10,40,20480,0.987638533115387,0.0004092704424510632,624,0.007734434460871853,-43.58002245426178,0.2427978515625,0.002743661403656006,-0.02536449885519687,0.2,0.020366877,-0.04545942321419716,-2.323185125,1258.0
1903,11,41,20992,0.987052857875824,0.0004092704424510632,640,0.1416593713220209,-43.56838309764862,0.178955078125,0.0005289912223815918,-0.018947066244436428,0.2,0.018011432,0.03929189592599869,-2.323185125,1258.0
