time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/std,train/learning_rate,train/n_updates,train/value_loss,train/entropy_loss,train/clip_fraction,train/explained_variance,train/policy_gradient_loss,train/clip_range,train/approx_kl,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean
4042,0,1,512,,,,,,,,,,,,,
2934,0,2,1024,1.0013976097106934,0.0004092704424510632,16,0.21347948415132123,-44.009809494018555,0.2637939453125,-0.8668272495269775,-0.027814543893327937,0.2,0.018583182,-0.03432697802782059,,
2691,0,3,1536,1.0012118816375732,0.0004092704424510632,32,0.006926994916284457,-44.02741301059723,0.2994384765625,-0.0479130744934082,-0.030784857633989304,0.2,0.025742047,-0.03806357830762863,-2.283484,1258.0
2564,0,4,2048,1.0025932788848877,0.0004092704424510632,48,0.026953386870445684,-44.03865671157837,0.328369140625,0.004907965660095215,-0.02813667949521914,0.2,0.029032506,-0.03029562532901764,-2.283484,1258.0
2486,1,5,2560,1.0037720203399658,0.0004092704424510632,64,0.0029477087446139194,-44.085593700408936,0.199462890625,-0.006892204284667969,-0.01921734563075006,0.2,0.012681692,-0.02976391650736332,-2.363015,1258.0
2424,1,6,3072,1.005003809928894,0.0004092704424510632,80,0.01598730043042451,-44.11548852920532,0.2752685546875,-0.0017834901809692383,-0.026619721378665417,0.2,0.018611059,-0.021077608689665794,-2.363015,1258.0
2308,1,7,3584,1.0066379308700562,0.0004092704424510632,96,0.002925467983004637,-44.158708333969116,0.2623291015625,-0.0014743804931640625,-0.027086262678494677,0.2,0.019369818,-0.045921146869659424,-2.363015,1258.0
2207,1,8,4096,1.0067006349563599,0.0004092704424510632,112,0.006295418526860885,-44.19088864326477,0.2587890625,0.005406737327575684,-0.02440943638794124,0.2,0.01813515,-0.025018353015184402,-2.3653226666666662,1258.0
2145,2,9,4608,1.0076124668121338,0.0004092704424510632,128,0.0035780463731498457,-44.19407415390015,0.2647705078125,-0.01121211051940918,-0.02812904876191169,0.2,0.020612784,-0.037795502692461014,-2.3653226666666662,1258.0
2099,2,10,5120,1.0079295635223389,0.0004092704424510632,144,0.005597565264906734,-44.225497245788574,0.2745361328125,0.005036771297454834,-0.025087758476729505,0.2,0.024069669,-0.029369937255978584,-2.3707884999999997,1258.0
2065,2,11,5632,1.0064550638198853,0.0004092704424510632,160,0.001813535194742144,-44.20441234111786,0.2459716796875,0.003249049186706543,-0.025682308551040478,0.2,0.016974896,-0.03776015341281891,-2.3707884999999997,1258.0
2037,3,12,6144,1.007080078125,0.0004092704424510632,176,0.0026158971049881075,-44.183385610580444,0.200439453125,-0.0015982389450073242,-0.02232573356013745,0.2,0.014682727,-0.03240468353033066,-2.3707884999999997,1258.0
2044,3,13,6656,1.0065926313400269,0.0004092704424510632,192,0.006742719633621164,-44.19691872596741,0.27294921875,0.002404928207397461,-0.02874142021755688,0.2,0.026704293,-0.04275386035442352,-2.3732219999999997,1258.0
2052,3,14,7168,1.0066545009613037,0.0004092704424510632,208,0.004712535213911906,-44.176509380340576,0.315185546875,0.010266363620758057,-0.03214803175069392,0.2,0.024091452,-0.045030951499938965,-2.3732219999999997,1258.0
2034,3,15,7680,1.0060575008392334,0.0004092704424510632,224,0.007101809329469688,-44.18018615245819,0.23095703125,0.0556337833404541,-0.022046697966288775,0.2,0.015398733,-0.027018414810299873,-2.384128666666667,1258.0
2019,4,16,8192,1.0070832967758179,0.0004092704424510632,240,0.009197894760291092,-44.17465019226074,0.2547607421875,0.0008175373077392578,-0.020628288577427156,0.2,0.017830428,-0.008272667415440083,-2.384128666666667,1258.0
2014,4,17,8704,1.008540391921997,0.0004092704424510632,256,0.0032083561600302346,-44.21456742286682,0.23828125,0.001150369644165039,-0.026841535145649686,0.2,0.017916393,-0.04117581248283386,-2.384128666666667,1258.0
2025,4,18,9216,1.008726954460144,0.0004092704424510632,272,0.004963112820405513,-44.24330925941467,0.2056884765625,0.0063430070877075195,-0.020444705776753835,0.2,0.017311368,-0.03260928764939308,-2.3692445714285713,1258.0
2011,4,19,9728,1.009238600730896,0.0004092704424510632,288,0.021297869039699435,-44.251136779785156,0.271484375,0.0022215843200683594,-0.027212575456360355,0.2,0.021925377,-0.02703646570444107,-2.3692445714285713,1258.0
1996,5,20,10240,1.0100382566452026,0.0004092704424510632,304,0.006161300902022049,-44.271257281303406,0.2467041015625,0.1215362548828125,-0.02434148546308279,0.2,0.01968282,-0.02370968647301197,-2.368144875,1258.0
2008,5,21,10752,1.0101752281188965,0.0004092704424510632,320,0.024140309280483052,-44.28526556491852,0.3101806640625,0.0015845894813537598,-0.029016806016443297,0.2,0.027037611,-0.0299532413482666,-2.368144875,1258.0
2015,5,22,11264,1.0119637250900269,0.0004092704424510632,336,0.0018949907171190716,-44.31246495246887,0.1956787109375,0.016359686851501465,-0.021501270472072065,0.2,0.0140520185,-0.04053936153650284,-2.368144875,1258.0
2007,5,23,11776,1.0107227563858032,0.0004092704424510632,352,0.007209070463431999,-44.3300017118454,0.2735595703125,0.002848207950592041,-0.028627408013562672,0.2,0.028751545,-0.026588914915919304,-2.3642308888888888,1258.0
1995,6,24,12288,1.0127326250076294,0.0004092704424510632,368,0.04063456901349127,-44.325843334198,0.22802734375,0.0005558133125305176,-0.023381731938570738,0.2,0.02149104,-0.007146378979086876,-2.3642308888888888,1258.0
1987,6,25,12800,1.0136916637420654,0.0004092704424510632,384,0.0064337388321291655,-44.38045918941498,0.2503662109375,0.02482891082763672,-0.024194131590775214,0.2,0.02249001,-0.029157286509871483,-2.3787770000000004,1258.0
1981,6,26,13312,1.012259840965271,0.0004092704424510632,400,0.046552125830203295,-44.375991225242615,0.2406005859375,0.012570381164550781,-0.025911871780408546,0.2,0.019031627,-0.011459890753030777,-2.3787770000000004,1258.0
1975,6,27,13824,1.0125060081481934,0.0004092704424510632,416,0.0025562345508660655,-44.3411408662796,0.2113037109375,0.10656827688217163,-0.022682938069920056,0.2,0.018791072,-0.041853636503219604,-2.3787770000000004,1258.0
1963,7,28,14336,1.0111503601074219,0.0004092704424510632,432,0.006014171987771988,-44.340569257736206,0.236572265625,0.02874124050140381,-0.02414169969415525,0.2,0.027019933,-0.0352705679833889,-2.371580090909091,1258.0
1975,7,29,14848,1.010709524154663,0.0004092704424510632,448,0.030158883979311213,-44.29613530635834,0.272705078125,0.021263062953948975,-0.024554756717407145,0.2,0.025695652,-0.022767573595046997,-2.371580090909091,1258.0
1986,7,30,15360,1.0108698606491089,0.0004092704424510632,464,0.004026961971248966,-44.2985554933548,0.2100830078125,0.3952697515487671,-0.02252918347949162,0.2,0.016986053,-0.03313381224870682,-2.3608335833333336,1258.0
1988,7,31,15872,1.0088602304458618,0.0004092704424510632,480,0.06477533094584942,-44.277161836624146,0.2080078125,0.053899526596069336,-0.02344852258102037,0.2,0.018245235,-0.007984280586242676,-2.3608335833333336,1258.0
1995,8,32,16384,1.0085586309432983,0.0004092704424510632,496,0.0026512809199630283,-44.22725319862366,0.2576904296875,-0.14427590370178223,-0.02901110351376701,0.2,0.021189604,-0.037388067692518234,-2.3642164615384615,1258.0
2003,8,33,16896,1.0087599754333496,0.0004092704424510632,512,0.07836262509226799,-44.23040246963501,0.177978515625,-0.0058307647705078125,-0.019918196732760407,0.2,0.017262768,0.0005114972591400146,-2.3642164615384615,1258.0
2004,8,34,17408,1.0081034898757935,0.0004092704424510632,528,0.0023751318658469245,-44.22120463848114,0.179931640625,0.002173185348510742,-0.020063542513526045,0.2,0.013649648,-0.033365074545145035,-2.3642164615384615,1258.0
2012,8,35,17920,1.0061795711517334,0.0004092704424510632,544,0.004729006992420182,-44.18235206604004,0.2283935546875,0.009386956691741943,-0.02605750414659269,0.2,0.016800825,-0.034303076565265656,-2.3672290714285715,1258.0
2005,9,36,18432,1.0052911043167114,0.0004092704424510632,560,0.08262041106354445,-44.12728953361511,0.2926025390625,0.0006746053695678711,-0.027743724931497127,0.2,0.030194126,-0.0021223872900009155,-2.3672290714285715,1258.0
1997,9,37,18944,1.0037014484405518,0.0004092704424510632,576,0.005532080846023746,-44.103835344314575,0.2587890625,0.03192102909088135,-0.02748944870836567,0.2,0.026127852,-0.042025431990623474,-2.3557171333333335,1258.0
1990,9,38,19456,1.0030732154846191,0.0004092704424510632,592,0.08915878715924919,-44.05769670009613,0.2205810546875,-0.00047779083251953125,-0.021402357408078387,0.2,0.017401129,0.004359174519777298,-2.3557171333333335,1258.0
1983,10,39,19968,1.0031715631484985,0.0004092704424510632,608,0.0024878271942725405,-44.05304682254791,0.2205810546875,0.0008949041366577148,-0.024635232373839244,0.2,0.018239222,-0.028064407408237457,-2.3557171333333335,1258.0
1977,10,40,20480,1.0028873682022095,0.0004092704424510632,624,0.005353877757443115,-44.049339294433594,0.265869140625,0.03090149164199829,-0.029156383534427732,0.2,0.025003418,-0.04052148759365082,-2.3558056875,1258.0
1972,10,41,20992,1.0041290521621704,0.0004092704424510632,640,0.1008562354836613,-44.05929350852966,0.204345703125,0.0035824179649353027,-0.02228778589051217,0.2,0.018854639,0.012968648225069046,-2.3558056875,1258.0
1967,10,42,21504,1.0049630403518677,0.0004092704424510632,656,0.004449590815056581,-44.10088396072388,0.1944580078125,0.5522160530090332,-0.018782804982038215,0.2,0.016361292,-0.02710854820907116,-2.353732,1258.0
1963,11,43,22016,1.0049693584442139,0.0004092704424510632,672,0.09595785802230239,-44.115283608436584,0.261962890625,0.01875627040863037,-0.027838699767016806,0.2,0.028676413,0.009508006274700165,-2.353732,1258.0
1958,11,44,22528,1.004573941230774,0.0004092704424510632,688,0.002209210164437536,-44.105340361595154,0.2203369140625,-0.0831369161605835,-0.025298076012404636,0.2,0.01622984,-0.040113892406225204,-2.353732,1258.0
1953,11,45,23040,1.0040674209594727,0.0004092704424510632,704,0.003259405442804564,-44.08388936519623,0.2657470703125,0.3359220027923584,-0.029301463073352352,0.2,0.026619552,-0.04829711094498634,-2.346424777777778,1258.0
1948,12,46,23552,1.002170205116272,0.0004092704424510632,720,0.10715736309066415,-44.05537414550781,0.264404296875,0.015188872814178467,-0.028888632165035233,0.2,0.02447971,0.00011974573135375977,-2.346424777777778,1258.0
1943,12,47,24064,1.0028194189071655,0.0004092704424510632,736,0.003913835607818328,-44.019858837127686,0.2066650390625,0.682626485824585,-0.0214555674319854,0.2,0.017260479,-0.034719765186309814,-2.3480206842105265,1258.0
1939,12,48,24576,1.0034446716308594,0.0004092704424510632,752,0.10498075978830457,-44.04558229446411,0.2828369140625,0.032055675983428955,-0.02890651990310289,0.2,0.026611526,0.012580428272485733,-2.3480206842105265,1258.0
1935,12,49,25088,1.0040396451950073,0.0004092704424510632,768,0.0030655847695015837,-44.06177461147308,0.1583251953125,-0.7396970987319946,-0.020297008435591124,0.2,0.012733787,-0.023638678714632988,-2.3480206842105265,1258.0
1932,13,50,25600,1.0058149099349976,0.0004092704424510632,784,0.0019002895442099543,-44.094377279281616,0.2672119140625,0.5567502975463867,-0.02955621652654372,0.2,0.022729918,-0.04707649350166321,-2.3522484,1258.0
1929,13,51,26112,1.006093144416809,0.0004092704424510632,800,0.10394741827622056,-44.13381767272949,0.2568359375,0.047133803367614746,-0.02595222383388318,0.2,0.031027192,0.028778616338968277,-2.3522484,1258.0
1925,13,52,26624,1.0057857036590576,0.0004092704424510632,816,0.005640333089104388,-44.12186872959137,0.2320556640625,0.6328024864196777,-0.023210644721984863,0.2,0.01735871,-0.027621537446975708,-2.345966,1258.0
1923,14,53,27136,1.0047197341918945,0.0004092704424510632,832,0.10559643222950399,-44.10193383693695,0.2386474609375,0.1302565336227417,-0.026243934873491526,0.2,0.021645352,0.013334035873413086,-2.345966,1258.0
1920,14,54,27648,1.0043224096298218,0.0004092704424510632,848,0.0027834986158268293,-44.07585370540619,0.2344970703125,-3.4941225051879883,-0.025969511159928516,0.2,0.0183786,-0.052963051944971085,-2.345966,1258.0
1914,14,55,28160,1.0018410682678223,0.0004092704424510632,864,0.004000740860647056,-44.03958594799042,0.263427734375,-0.09902167320251465,-0.025207797982147895,0.2,0.024075609,-0.02914421260356903,-2.3404803181818186,1258.0
1912,14,56,28672,1.0000513792037964,0.0004092704424510632,880,0.09929751371964812,-43.96550643444061,0.305419921875,0.00260317325592041,-0.02566636828123592,0.2,0.0292833,0.0011954307556152344,-2.3404803181818186,1258.0
1910,15,57,29184,0.9991679787635803,0.0004092704424510632,896,0.004823520801437553,-43.920172691345215,0.2562255859375,0.5173759460449219,-0.028815625264542177,0.2,0.022553224,-0.04188204184174538,-2.3452932608695654,1258.0
1905,15,58,29696,0.9989443421363831,0.0004092704424510632,912,0.11658664862625301,-43.90228295326233,0.240966796875,0.18112295866012573,-0.029116662168235052,0.2,0.022792017,0.015413593500852585,-2.3452932608695654,1258.0
1902,15,59,30208,0.9988054037094116,0.0004092704424510632,928,0.0034529936738181277,-43.895376086235046,0.220703125,-4.460458278656006,-0.028299841593252495,0.2,0.017690348,-0.037015803158283234,-2.345826833333333,1258.0
1900,16,60,30720,0.9980830550193787,0.0004092704424510632,944,0.13190365256741643,-43.883602261543274,0.225341796875,-0.09968554973602295,-0.02698882351978682,0.2,0.021740537,0.009794607758522034,-2.345826833333333,1258.0
1898,16,61,31232,0.9962981343269348,0.0004092704424510632,960,0.0023686497697781306,-43.8454784154892,0.2596435546875,-0.0018175840377807617,-0.02880586426181253,0.2,0.023964807,-0.026964286342263222,-2.345826833333333,1258.0
1893,16,62,31744,0.9974779486656189,0.0004092704424510632,976,0.006190862812218256,-43.82297170162201,0.208251953125,0.0031248927116394043,-0.02267943773767911,0.2,0.015512473,-0.024778839200735092,-2.3456114799999996,1258.0
1891,17,63,32256,0.9974399209022522,0.0004092704424510632,992,0.13804751122370362,-43.85508668422699,0.23681640625,0.0003209114074707031,-0.024415018066065386,0.2,0.022672756,0.025313004851341248,-2.3456114799999996,1258.0
1893,17,64,32768,0.9961963891983032,0.0004092704424510632,1008,0.0034093118010787293,-43.82659590244293,0.2025146484375,0.005498290061950684,-0.02504203015996609,0.2,0.01889092,-0.03677435964345932,-2.341446,1258.0
1890,17,65,33280,0.996130645275116,0.0004092704424510632,1024,0.13786282064393163,-43.80156862735748,0.210205078125,5.602836608886719e-05,-0.021831737700267695,0.2,0.015994467,0.04065021127462387,-2.341446,1258.0
1893,17,66,33792,0.9949946999549866,0.0004092704424510632,1040,0.003076748122111894,-43.78819227218628,0.22705078125,0.0004985332489013672,-0.02580508598475717,0.2,0.019124974,-0.03554953634738922,-2.341446,1258.0
1891,18,67,34304,0.9931033849716187,0.0004092704424510632,1056,0.007478199331671931,-43.743282198905945,0.2017822265625,0.0015175938606262207,-0.020877569579170085,0.2,0.020370983,-0.03745239973068237,-2.35038837037037,1258.0
1896,18,68,34816,0.9921408891677856,0.0004092704424510632,1072,0.15207763179205358,-43.69210243225098,0.2376708984375,0.00030517578125,-0.026754535676445812,0.2,0.020061221,0.04335895553231239,-2.35038837037037,1258.0
1899,18,69,35328,0.993034839630127,0.0004092704424510632,1088,0.004397022959892638,-43.687726736068726,0.251708984375,0.011650681495666504,-0.028412684943759814,0.2,0.02071641,-0.022010335698723793,-2.3507960714285714,1258.0
1903,18,70,35840,0.9940143823623657,0.0004092704424510632,1104,0.14529527979902923,-43.72014009952545,0.20361328125,0.00018274784088134766,-0.021521585789741948,0.2,0.016744997,0.04876567795872688,-2.3507960714285714,1258.0
1907,19,71,36352,0.993140459060669,0.0004092704424510632,1120,0.002214986892795423,-43.735100865364075,0.2322998046875,-0.00010192394256591797,-0.0274742417386733,0.2,0.022551646,-0.03190488740801811,-2.3507960714285714,1258.0
1906,19,72,36864,0.992870032787323,0.0004092704424510632,1136,0.005654410619172268,-43.70578944683075,0.2169189453125,0.0028496384620666504,-0.022935449582291767,0.2,0.018289158,-0.03250014781951904,-2.3452183793103445,1258.0
