time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/explained_variance,train/learning_rate,train/loss,train/clip_fraction,train/approx_kl,train/entropy_loss,train/clip_range,train/std,train/n_updates,train/policy_gradient_loss,train/value_loss,rollout/ep_len_mean,rollout/ep_rew_mean
512,0,4038,1,,,,,,,,,,,,,
1024,0,2616,2,-1.1439697742462158,0.0004092704424510632,-0.03775190934538841,0.20947265625,0.01162871,-43.989628076553345,0.2,1.0000780820846558,16,-0.025987046072259545,0.19260504834528547,,
1536,0,2333,3,-0.08292043209075928,0.0004092704424510632,-0.04517234116792679,0.302490234375,0.01961454,-43.98732542991638,0.2,1.0001230239868164,32,-0.028045587343513034,0.005354938359232619,1258.0,-2.302424
2048,0,2239,4,-0.009233832359313965,0.0004092704424510632,-0.035147812217473984,0.235595703125,0.015334733,-44.00185441970825,0.2,1.0010696649551392,48,-0.025237454916350543,0.008029009550227784,1258.0,-2.302424
2560,1,2145,5,-0.0052089691162109375,0.0004092704424510632,-0.03850511088967323,0.2486572265625,0.016315324,-44.0266318321228,0.2,1.0016669034957886,64,-0.027501467600814067,0.001993784591832082,1258.0,-2.183339
3072,1,2117,6,-0.00796806812286377,0.0004092704424510632,-0.03715647757053375,0.29150390625,0.024663882,-44.055619955062866,0.2,1.0030932426452637,80,-0.03010792945860885,0.005147004048922099,1258.0,-2.183339
3584,1,2085,7,-0.0009781122207641602,0.0004092704424510632,-0.04886743798851967,0.3092041015625,0.019014139,-44.10182726383209,0.2,1.004494309425354,96,-0.03399670199723914,0.0020748401002492756,1258.0,-2.183339
4096,1,2072,8,0.003672957420349121,0.0004092704424510632,-0.04216940701007843,0.3038330078125,0.021634847,-44.119369983673096,0.2,1.0041723251342773,112,-0.031089787997188978,0.005636808884446509,1258.0,-2.1838783333333334
4608,2,2053,9,0.007955193519592285,0.0004092704424510632,-0.03294346109032631,0.32177734375,0.020967614,-44.09339261054993,0.2,1.0029171705245972,128,-0.027154458162840456,0.0017236525000043912,1258.0,-2.1838783333333334
5120,2,2038,10,0.03104865550994873,0.0004092704424510632,-0.03799547627568245,0.27685546875,0.02459694,-44.07125914096832,0.2,1.0030614137649536,144,-0.02728656624094583,0.004745452548377216,1258.0,-2.21535775
5632,2,2028,11,0.0008247494697570801,0.0004092704424510632,-0.03923329338431358,0.3155517578125,0.025223866,-44.06129789352417,0.2,1.0018205642700195,160,-0.02739766423474066,0.003434028309129644,1258.0,-2.21535775
6144,3,2019,12,-0.018811702728271484,0.0004092704424510632,-0.03868097439408302,0.2608642578125,0.018563813,-44.013317465782166,0.2,1.0002211332321167,176,-0.027145391853991896,0.0025538487534504384,1258.0,-2.21535775
6656,3,2011,13,0.02190321683883667,0.0004092704424510632,-0.026649465784430504,0.251708984375,0.018479083,-44.01027059555054,0.2,1.0025992393493652,192,-0.02641985728405416,0.006394852010998875,1258.0,-2.2172898
7168,3,2008,14,0.017043650150299072,0.0004092704424510632,-0.03702284023165703,0.270751953125,0.020050298,-44.044344663619995,0.2,1.000355839729309,208,-0.026465462637133896,0.01002802501898259,1258.0,-2.2172898
7680,3,2007,15,0.11765259504318237,0.0004092704424510632,-0.04202064499258995,0.3035888671875,0.022333574,-44.00024688243866,0.2,1.0022358894348145,224,-0.02894643379841,0.0062466861272696406,1258.0,-2.2444778333333333
8192,4,2005,16,0.025624752044677734,0.0004092704424510632,-0.030729949474334717,0.25927734375,0.019244425,-44.0692902803421,0.2,1.003200650215149,240,-0.02655124614830129,0.014402294997125864,1258.0,-2.2444778333333333
8704,4,2001,17,0.13613462448120117,0.0004092704424510632,-0.04060583561658859,0.236328125,0.01713851,-44.08116602897644,0.2,1.0038762092590332,256,-0.025505593162961304,0.0020482396394072566,1258.0,-2.2444778333333333
9216,4,2001,18,0.12772297859191895,0.0004092704424510632,-0.03645661100745201,0.27490234375,0.017954271,-44.09756374359131,0.2,1.0037394762039185,272,-0.027458429569378495,0.003929097605578136,1258.0,-2.2578595714285714
9728,4,1999,19,0.11943644285202026,0.0004092704424510632,-0.029841527342796326,0.2799072265625,0.02123544,-44.08546018600464,0.2,1.003442406654358,288,-0.029346105686272494,0.019858017476508394,1258.0,-2.2578595714285714
10240,5,1999,20,0.5236862897872925,0.0004092704424510632,-0.04610028862953186,0.2919921875,0.020992726,-44.09382724761963,0.2,1.0044026374816895,304,-0.03093211684608832,0.0037026415520813316,1258.0,-2.267350125
10752,5,1998,21,0.34847724437713623,0.0004092704424510632,-0.02003401145339012,0.216796875,0.015078748,-44.13628160953522,0.2,1.0063050985336304,320,-0.020253295951988548,0.018950992583995685,1258.0,-2.267350125
