time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/explained_variance,train/learning_rate,train/loss,train/clip_fraction,train/approx_kl,train/entropy_loss,train/clip_range,train/std,train/n_updates,train/policy_gradient_loss,train/value_loss,rollout/ep_len_mean,rollout/ep_rew_mean
512,0,4024,1,,,,,,,,,,,,,
1024,0,2553,2,-1.2633404731750488,0.0004092704424510632,-0.029529642313718796,0.2601318359375,0.016607054,-43.97939324378967,0.2,0.9995899200439453,16,-0.0277601481648162,0.10293683175041224,,
1536,0,2310,3,0.04265409708023071,0.0004092704424510632,-0.048021599650382996,0.231689453125,0.013642954,-43.963170886039734,0.2,0.9986733198165894,32,-0.031445475353393704,0.005211955030972604,1258.0,-2.448621
2048,0,2194,4,0.05764341354370117,0.0004092704424510632,-0.04201484099030495,0.328857421875,0.0237352,-43.936402678489685,0.2,0.9984803795814514,48,-0.033205195039045066,0.0029280311428010464,1258.0,-2.448621
2560,1,2123,5,0.03239840269088745,0.0004092704424510632,-0.026691094040870667,0.2945556640625,0.023560548,-43.92037761211395,0.2,0.9972731471061707,64,-0.025632383854826912,0.0025795500878302846,1258.0,-2.467732
3072,1,2093,6,0.009165465831756592,0.0004092704424510632,-0.03397990018129349,0.2919921875,0.022745175,-43.90666699409485,0.2,0.9979630708694458,80,-0.027631968987407163,0.007465728544048034,1258.0,-2.467732
3584,1,2067,7,0.011661767959594727,0.0004092704424510632,-0.04914921894669533,0.261962890625,0.020715734,-43.9264041185379,0.2,0.9984344244003296,96,-0.022979760280577466,0.003039533541596029,1258.0,-2.467732
4096,1,2053,8,0.02623152732849121,0.0004092704424510632,-0.0315207913517952,0.255859375,0.017898269,-43.92933988571167,0.2,0.998054027557373,112,-0.025426490305108018,0.005947256169747561,1258.0,-2.4121469999999996
4608,2,2040,9,0.03293311595916748,0.0004092704424510632,-0.03659405559301376,0.3170166015625,0.023067027,-43.91119611263275,0.2,0.9971544146537781,128,-0.029830769839463755,0.014981594285927713,1258.0,-2.4121469999999996
5120,2,2027,10,0.3533605933189392,0.0004092704424510632,-0.026583082973957062,0.21337890625,0.014351632,-43.870885133743286,0.2,0.995642364025116,144,-0.02148102832143195,0.0035108959273202345,1258.0,-2.3499935
5632,2,2018,11,0.08703857660293579,0.0004092704424510632,-0.02367517724633217,0.2398681640625,0.016492058,-43.801698327064514,0.2,0.9927210807800293,160,-0.019605969086114783,0.017415412788977847,1258.0,-2.3499935
6144,3,2009,12,-0.03106236457824707,0.0004092704424510632,-0.040875036269426346,0.2266845703125,0.016038593,-43.756080627441406,0.2,0.9937832951545715,176,-0.02579917218827177,0.0024959992661024444,1258.0,-2.3499935
6656,3,2009,13,0.13272380828857422,0.0004092704424510632,-0.045580748468637466,0.3123779296875,0.02854029,-43.78184461593628,0.2,0.9933057427406311,192,-0.03249456066987477,0.004360717408417258,1258.0,-2.3631074
7168,3,2003,14,0.14421594142913818,0.0004092704424510632,-0.01738259568810463,0.24658203125,0.020265292,-43.75288534164429,0.2,0.9921332001686096,208,-0.023717491945717484,0.025109334324952215,1258.0,-2.3631074
7680,3,1996,15,0.44063860177993774,0.0004092704424510632,-0.03385741636157036,0.2635498046875,0.017821983,-43.73587715625763,0.2,0.9930481314659119,224,-0.026927091443212703,0.0054103228758322075,1258.0,-2.339411
8192,4,1991,16,0.2898004651069641,0.0004092704424510632,-0.014370323158800602,0.2667236328125,0.01659936,-43.755685806274414,0.2,0.9921817183494568,240,-0.02570179646863835,0.023410096997395158,1258.0,-2.339411
8704,4,1988,17,-0.473366379737854,0.0004092704424510632,-0.03714505955576897,0.211181640625,0.015201934,-43.70502722263336,0.2,0.9903055429458618,256,-0.025393465853994712,0.004528869514615508,1258.0,-2.339411
9216,4,1987,18,0.14089500904083252,0.0004092704424510632,-0.047926802188158035,0.2457275390625,0.01898285,-43.66570329666138,0.2,0.990451455116272,272,-0.026873987750150263,0.004638946826162282,1258.0,-2.357287285714286
9728,4,1983,19,0.16634035110473633,0.0004092704424510632,-0.019898150116205215,0.2635498046875,0.018691208,-43.6921511888504,0.2,0.9914135932922363,288,-0.025763281562831253,0.027872950944583863,1258.0,-2.357287285714286
10240,5,1981,20,-0.516067624092102,0.0004092704424510632,-0.03411898389458656,0.2757568359375,0.024702325,-43.7074328660965,0.2,0.9915159940719604,304,-0.02950059433351271,0.005921582549490267,1258.0,-2.35253625
10752,5,1983,21,0.2902146577835083,0.0004092704424510632,-0.0245107039809227,0.2972412109375,0.02510449,-43.737237334251404,0.2,0.9932960867881775,320,-0.027549863982130773,0.030448720150161535,1258.0,-2.35253625
11264,5,1980,22,-0.274849534034729,0.0004092704424510632,-0.04523129388689995,0.223388671875,0.01530757,-43.765610694885254,0.2,0.9928142428398132,336,-0.024692462582606822,0.0025347182781843003,1258.0,-2.35253625
11776,5,1981,23,0.2885700464248657,0.0004092704424510632,-0.03704163059592247,0.3009033203125,0.026618678,-43.75568330287933,0.2,0.9935038685798645,352,-0.028565207117935643,0.0037237018914311193,1258.0,-2.331528666666667
12288,6,1979,24,0.2556006908416748,0.0004092704424510632,-0.020709041506052017,0.256103515625,0.020088494,-43.770875096321106,0.2,0.9929535388946533,368,-0.02545757486950606,0.028804080677218735,1258.0,-2.331528666666667
12800,6,1977,25,-0.06453931331634521,0.0004092704424510632,-0.032953426241874695,0.2152099609375,0.017226424,-43.75345265865326,0.2,0.9930253624916077,384,-0.025201598371495493,0.01143057199078612,1258.0,-2.3448387
13312,6,1975,26,0.47251105308532715,0.0004092704424510632,-0.021634891629219055,0.2196044921875,0.019268876,-43.73836576938629,0.2,0.9914929270744324,400,-0.02255253549083136,0.026980278198607266,1258.0,-2.3448387
13824,7,1972,27,-2.085427761077881,0.0004092704424510632,-0.03898447006940842,0.3028564453125,0.022322945,-43.69348359107971,0.2,0.9907724261283875,416,-0.03323844169790391,0.003152032666548621,1258.0,-2.3448387
14336,7,1973,28,0.3026875853538513,0.0004092704424510632,-0.033047303557395935,0.334228515625,0.023296468,-43.69741225242615,0.2,0.9919098615646362,432,-0.031859507493209094,0.004922981570416596,1258.0,-2.3429153636363638
14848,7,1971,29,0.21797406673431396,0.0004092704424510632,-0.0250642579048872,0.3134765625,0.050111666,-43.70424461364746,0.2,0.9908774495124817,448,-0.02423000952694565,0.02255358238471672,1258.0,-2.3429153636363638
15360,7,1969,30,-0.6796401739120483,0.0004092704424510632,-0.030640389770269394,0.2470703125,0.025346037,-43.67529535293579,0.2,0.9900366067886353,464,-0.023378283774945885,0.007864069353672676,1258.0,-2.3572323333333336
15872,8,1968,31,0.4207019805908203,0.0004092704424510632,-0.01870422437787056,0.238525390625,0.022110619,-43.63416945934296,0.2,0.9882408380508423,480,-0.025209514948073775,0.03632364369696006,1258.0,-2.3572323333333336
16384,8,1967,32,-3.6242752075195312,0.0004092704424510632,-0.036546867340803146,0.2578125,0.01943984,-43.59719109535217,0.2,0.9883974194526672,496,-0.028306252788752317,0.0027153293340234086,1258.0,-2.3526594615384617
16896,8,1965,33,0.1463882327079773,0.0004092704424510632,-0.009163793176412582,0.2462158203125,0.01965494,-43.61825740337372,0.2,0.9887878894805908,512,-0.027611879631876945,0.061698485049419105,1258.0,-2.3526594615384617
17408,8,1963,34,-0.7396221160888672,0.0004092704424510632,-0.04035225510597229,0.2939453125,0.027335865,-43.64034378528595,0.2,0.9905266165733337,528,-0.028895063558593392,0.0027420070073276293,1258.0,-2.3526594615384617
17920,9,1962,35,0.10913676023483276,0.0004092704424510632,-0.044858213514089584,0.314453125,0.029375304,-43.68503165245056,0.2,0.9908637404441833,544,-0.03622214822098613,0.007461231129127555,1258.0,-2.3555324285714287
18432,9,1960,36,0.31741130352020264,0.0004092704424510632,-0.0190883781760931,0.2510986328125,0.029403307,-43.67899441719055,0.2,0.9909235835075378,560,-0.029530369152780622,0.06467447947943583,1258.0,-2.3555324285714287
18944,9,1959,37,-3.344468593597412,0.0004092704424510632,-0.037573445588350296,0.2366943359375,0.01760215,-43.66979110240936,0.2,0.9897739887237549,576,-0.028453098129830323,0.005288122862111777,1258.0,-2.3481487333333333
19456,9,1958,38,0.1305685043334961,0.0004092704424510632,-0.024455217644572258,0.2496337890625,0.026145343,-43.63857293128967,0.2,0.9893260598182678,592,-0.026954784407280385,0.08929060329683125,1258.0,-2.3481487333333333
19968,10,1957,39,-2.352480888366699,0.0004092704424510632,-0.03551885485649109,0.213134765625,0.017733507,-43.64168655872345,0.2,0.9899429082870483,608,-0.02149753854610026,0.003790385613683611,1258.0,-2.3481487333333333
20480,10,1958,40,0.07834982872009277,0.0004092704424510632,-0.027850022539496422,0.2255859375,0.020239603,-43.66270303726196,0.2,0.9907186627388,624,-0.024298495409311727,0.006742027486325242,1258.0,-2.3582227500000004
20992,10,1958,41,0.21367263793945312,0.0004092704424510632,-0.014679048210382462,0.158935546875,0.019004133,-43.67959439754486,0.2,0.9904099106788635,640,-0.020692351477919146,0.09924309770576656,1258.0,-2.3582227500000004
21504,10,1958,42,-0.29676830768585205,0.0004092704424510632,-0.03137889504432678,0.240966796875,0.018505806,-43.632617235183716,0.2,0.9878227710723877,656,-0.024560898324125446,0.016788618318969384,1258.0,-2.353297941176471
