time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/explained_variance,train/learning_rate,train/loss,train/clip_fraction,train/approx_kl,train/entropy_loss,train/clip_range,train/std,train/n_updates,train/policy_gradient_loss,train/value_loss,rollout/ep_len_mean,rollout/ep_rew_mean
512,0,4049,1,,,,,,,,,,,,,
1024,0,2664,2,-0.16463255882263184,0.0004092704424510632,-0.03175849840044975,0.25439453125,0.019202555,-44.002108693122864,0.2,1.0011281967163086,16,-0.02863758016610518,0.1123821082583163,,
1536,0,2395,3,0.045398712158203125,0.0004092704424510632,-0.05480930581688881,0.3055419921875,0.022167884,-44.05409252643585,0.2,1.0036203861236572,32,-0.03684960614191368,0.005069862694654148,1258.0,-2.399015
2048,0,2288,4,0.01801276206970215,0.0004092704424510632,-0.023471692577004433,0.3055419921875,0.020801626,-44.09053635597229,0.2,1.002518653869629,48,-0.027965430199401453,0.019490891485475004,1258.0,-2.399015
2560,1,2219,5,0.09252417087554932,0.0004092704424510632,-0.03462691605091095,0.2249755859375,0.014938553,-44.07841897010803,0.2,1.00411057472229,64,-0.022234264499275014,0.0018565197133284528,1258.0,-2.2302115000000002
3072,1,2178,6,0.023424625396728516,0.0004092704424510632,-0.02761370688676834,0.27880859375,0.020487301,-44.12010836601257,0.2,1.0043243169784546,80,-0.027629345742752776,0.02248062106082216,1258.0,-2.2302115000000002
3584,1,2151,7,0.01828533411026001,0.0004092704424510632,-0.03222228214144707,0.1903076171875,0.013074586,-44.07909286022186,0.2,1.0015993118286133,96,-0.02087033909629099,0.002426623756036861,1258.0,-2.2302115000000002
4096,1,2124,8,0.007908523082733154,0.0004092704424510632,-0.03551311790943146,0.2647705078125,0.016463205,-44.03935205936432,0.2,1.0032011270523071,112,-0.028074835776351392,0.00584213795082178,1258.0,-2.3034353333333333
4608,2,2112,9,0.01605546474456787,0.0004092704424510632,-0.02325223945081234,0.3052978515625,0.024466794,-44.10075891017914,0.2,1.0041028261184692,128,-0.02827000417164527,0.033992214826866984,1258.0,-2.3034353333333333
5120,2,2095,10,0.16316384077072144,0.0004092704424510632,-0.030854959040880203,0.26318359375,0.018604498,-44.12639498710632,0.2,1.005696415901184,144,-0.025678654375951737,0.00414387683122186,1258.0,-2.3469855
5632,2,2083,11,0.09994012117385864,0.0004092704424510632,-0.017904264852404594,0.3062744140625,0.028223336,-44.15681767463684,0.2,1.0052955150604248,160,-0.028356967377476394,0.03443241526838392,1258.0,-2.3469855
