time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/policy_gradient_loss,train/approx_kl,train/loss,train/explained_variance,train/n_updates,train/std,train/clip_range,train/clip_fraction,train/entropy_loss,train/value_loss,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean
0,1,4150,512,,,,,,,,,,,,,
0,2,2488,1024,-0.02919828225276433,0.022482518,-0.04438236355781555,-0.19533133506774902,16,0.9992021322250366,0.2,0.2855224609375,-43.97619426250458,0.1969212836411316,0.0004092704424510632,,
0,3,2199,1536,-0.031733492331113666,0.017261764,-0.03012632206082344,-0.04225564002990723,32,0.9989732503890991,0.2,0.281982421875,-43.95646870136261,0.005687608267180622,0.0004092704424510632,1257.0,-3.041713
0,4,2087,2048,-0.022982730908552185,0.014719655,-0.031655579805374146,0.0007811784744262695,48,0.9999995231628418,0.2,0.216796875,-43.964810609817505,0.0172279374091886,0.0004092704424510632,1257.0,-3.041713
1,5,2013,2560,-0.024875289149349555,0.015231465,-0.03854454308748245,-0.008771419525146484,64,1.0003876686096191,0.2,0.2462158203125,-43.994568943977356,0.004875671707850415,0.0004092704424510632,1257.0,-3.092127
1,6,1965,3072,-0.023783857322996482,0.014591536,-0.03830547258257866,0.001650094985961914,80,1.0011852979660034,0.2,0.2373046875,-44.00543475151062,0.0036645867658080533,0.0004092704424510632,1257.0,-3.092127
1,7,1939,3584,-0.018366934527875856,0.010373782,-0.02734222635626793,-0.008093595504760742,96,1.001747727394104,0.2,0.1790771484375,-44.02903389930725,0.002251047688332619,0.0004092704424510632,1257.0,-3.092127
2,8,1921,4096,-0.03138808169751428,0.016993668,-0.04049862548708916,-0.0025873184204101562,112,1.0004161596298218,0.2,0.2640380859375,-44.01837933063507,0.004693581606261432,0.0004092704424510632,1257.0,-3.03053
2,9,1904,4608,-0.028109531645895913,0.030995276,-0.03139609470963478,0.0015802383422851562,128,1.0011135339736938,0.2,0.337890625,-43.99947392940521,0.012595055653946474,0.0004092704424510632,1257.0,-3.03053
2,10,1892,5120,-0.023779198731062934,0.015473106,-0.0179664995521307,-0.0001195669174194336,144,1.0018649101257324,0.2,0.2298583984375,-44.02741456031799,0.004882772154815029,0.0004092704424510632,1257.0,-3.02122725
2,11,1883,5632,-0.028568261419422925,0.027908135,-0.03151783347129822,0.00041860342025756836,160,1.0025097131729126,0.2,0.2947998046875,-44.04787731170654,0.014795549010159448,0.0004092704424510632,1257.0,-3.02122725
3,12,1878,6144,-0.023931214935146272,0.017312447,-0.022684665396809578,-0.01290273666381836,176,1.0021007061004639,0.2,0.2379150390625,-44.054561138153076,0.0032319233832822647,0.0004092704424510632,1257.0,-3.02122725
3,13,1869,6656,-0.023629682254977524,0.018027494,-0.04674233868718147,-0.0009860992431640625,192,1.0021271705627441,0.2,0.21875,-44.04227924346924,0.002910826908191666,0.0004092704424510632,1257.0,-3.0325976
3,14,1866,7168,-0.027223327444517054,0.02943448,-0.019573939964175224,0.0005766153335571289,208,1.0003160238265991,0.2,0.3077392578125,-44.02279615402222,0.032856086327228695,0.0004092704424510632,1257.0,-3.0325976
4,15,1862,7680,-0.017701391043374315,0.013633739,-0.02519417181611061,0.0002008676528930664,224,0.9990571737289429,0.2,0.1951904296875,-43.964828848838806,0.0058264203544240445,0.0004092704424510632,1257.0,-3.057243833333333
4,16,1852,8192,-0.02796347439289093,0.014276763,-0.021472522988915443,0.0014791488647460938,240,0.9981422424316406,0.2,0.2567138671875,-43.93520939350128,0.04167149018030614,0.0004092704424510632,1257.0,-3.057243833333333
4,17,1851,8704,-0.025041627697646618,0.015053794,-0.03325479477643967,-0.02246272563934326,256,0.9978311657905579,0.2,0.2349853515625,-43.91066062450409,0.0036406825747690164,0.0004092704424510632,1257.0,-3.057243833333333
4,18,1849,9216,-0.03268912999192253,0.020661497,-0.048372648656368256,-0.002843141555786133,272,0.9994148015975952,0.2,0.3118896484375,-43.93034100532532,0.0022601214586757123,0.0004092704424510632,1257.0,-3.039075285714286
5,19,1846,9728,-0.02907857470563613,0.023795828,-0.01139439269900322,0.0012384653091430664,288,1.0015159845352173,0.2,0.30419921875,-43.993191957473755,0.055731925182044506,0.0004092704424510632,1257.0,-3.039075285714286
5,20,1842,10240,-0.028138574547483586,0.01663259,-0.033391326665878296,-0.025580763816833496,304,0.9996241331100464,0.2,0.24951171875,-44.00549936294556,0.0055231544392881915,0.0004092704424510632,1257.0,-3.047082625
5,21,1839,10752,-0.02895154367433861,0.03130454,-0.01111338660120964,0.0018371343612670898,320,0.9980986714363098,0.2,0.3145751953125,-43.93368911743164,0.06539634522050619,0.0004092704424510632,1257.0,-3.047082625
6,22,1834,11264,-0.024524745240341872,0.017200176,-0.0363105870783329,-0.3484688997268677,336,0.9981186389923096,0.2,0.2413330078125,-43.91942000389099,0.0037944092982797883,0.0004092704424510632,1257.0,-3.047082625
6,23,1829,11776,-0.02736970761907287,0.018556984,-0.029423370957374573,0.0010645389556884766,352,0.9971404075622559,0.2,0.24365234375,-43.90763187408447,0.0025264595460612327,0.0004092704424510632,1257.0,-3.0321438888888887
6,24,1825,12288,-0.03064277206431143,0.033009566,0.00803954154253006,0.00022453069686889648,368,0.9960678815841675,0.2,0.3028564453125,-43.87215280532837,0.07541134324856102,0.0004092704424510632,1257.0,-3.0321438888888887
7,25,1820,12800,-0.02822946387459524,0.02231615,-0.030777988955378532,-0.05906224250793457,384,0.9976559281349182,0.2,0.2738037109375,-43.863011837005615,0.004978470737114549,0.0004092704424510632,1257.0,-3.0414996
7,26,1817,13312,-0.02393748765462078,0.018782513,0.019915945827960968,0.0005642175674438477,400,0.9988632798194885,0.2,0.23193359375,-43.92458665370941,0.09812948410399258,0.0004092704424510632,1257.0,-3.0414996
7,27,1814,13824,-0.026875112991547212,0.016042285,-0.026577049866318703,-0.0844646692276001,416,1.0000061988830566,0.2,0.223388671875,-43.95367252826691,0.0049880095102707855,0.0004092704424510632,1257.0,-3.0414996
7,28,1812,14336,-0.021538210770813748,0.014031047,-0.03743043541908264,-0.001125335693359375,432,1.001132607460022,0.2,0.1795654296875,-43.99411606788635,0.0018070394980895799,0.0004092704424510632,1257.0,-3.037699727272727
