time/episodes,time/fps,train/learning_rate,time/total_timesteps,rollout/ep_len_mean,train/n_updates,train/ent_coef_loss,time/time_elapsed,train/actor_loss,train/critic_loss,rollout/ep_rew_mean,train/ent_coef
4,64,0.0008459126528049375,5032,1258.0,4931,-174.5818634033203,77,-122.34366607666016,1.4063585996627808,-4.505777999999999,0.017171386629343033
8,64,0.0008459126528049375,10064,1258.0,9963,0.26527225971221924,157,-123.79871368408203,18.839651107788086,-3.4618923749999997,0.0011131070787087083
12,63,0.0008459126528049375,15096,1258.0,14995,-9.391124725341797,236,-120.0593032836914,31.59675407409668,-2.8668828333333334,0.000817295047454536
16,63,0.0008459126528049375,20128,1258.0,20027,-49.166770935058594,315,-117.42757415771484,7.444682598114014,-2.6062128125,0.0007849912508390844
20,65,0.0008459126528049375,25160,1258.0,25059,-12.352684020996094,2,-115.59346771240234,1.2688093185424805,-2.3766598999999995,0.0005573308444581926
24,65,0.0008459126528049375,30192,1258.0,30091,-30.97592544555664,79,-112.14954376220703,1.2819637060165405,-2.221102666666667,0.0004959506914019585
28,65,0.0008459126528049375,35224,1258.0,35123,-19.729740142822266,156,-108.3006591796875,4.375355243682861,-2.0860406071428574,0.0005931188934482634
32,65,0.0008459126528049375,40256,1258.0,40155,75.56678009033203,233,-105.18099975585938,2.34194278717041,-2.01149071875,0.0003521266917232424
36,65,0.0008459126528049375,45288,1258.0,45187,87.10884857177734,309,-100.69985961914062,2.8862099647521973,-1.945279805555556,0.00041841212077997625
40,68,0.0008459126528049375,50320,1258.0,50219,-69.65798950195312,4,-100.00967407226562,1.7157719135284424,-1.89076975,0.0003506584034767002
44,67,0.0008459126528049375,55352,1258.0,55251,-18.491071701049805,79,-96.71064758300781,6.962506294250488,-1.8485234090909095,0.0004371566465124488
48,67,0.0008459126528049375,60384,1258.0,60283,-25.992345809936523,153,-89.53096008300781,1.7977087497711182,-1.8105603124999998,0.0005089907208457589
52,67,0.0008459126528049375,65416,1258.0,65315,43.245704650878906,228,-84.33523559570312,6.638247489929199,-1.7949373846153842,0.0002292863355251029
56,67,0.0008459126528049375,70448,1258.0,70347,-16.614116668701172,303,-79.3651351928711,2.491457223892212,-1.7764417321428572,0.0003571452689357102
60,65,0.0008459126528049375,75480,1258.0,75379,45.86990737915039,7,-69.77084350585938,3.681748867034912,-1.7498827000000001,0.0009093730477616191
64,64,0.0008459126528049375,80512,1258.0,80411,-54.15623092651367,85,-57.56700134277344,26.529319763183594,-1.7154124687499999,0.0005582974408753216
68,63,0.0008459126528049375,85544,1258.0,85443,-6.012772083282471,165,-57.5333137512207,3.9439470767974854,-1.6953409999999998,0.0007817735313437879
72,63,0.0008459126528049375,90576,1258.0,90475,32.009552001953125,244,-48.21540069580078,3.680213689804077,-1.6805044444444444,0.0005468404269777238
76,63,0.0008459126528049375,95608,1258.0,95507,-16.456016540527344,325,-39.20283508300781,26.81871795654297,-1.6748135657894736,0.0015091190580278635
