train/critic_loss,time/time_elapsed,time/episodes,train/learning_rate,train/ent_coef_loss,time/total_timesteps,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,train/actor_loss,train/n_updates,train/ent_coef
2.760472059249878,474,4,0.0008459126528049375,-167.87100219726562,5028,1257.0,10,-4.6836515,-121.97362518310547,4927,0.016915321350097656
3.13706111907959,951,8,0.0008459126528049375,60.594669342041016,10056,1257.0,10,-3.636153375,-126.18560791015625,9955,0.0009768600575625896
4.007613658905029,1443,12,0.0008459126528049375,-3.3994901180267334,15084,1257.0,10,-2.9725552500000005,-119.60981750488281,14983,0.0011348278494551778
3.952207088470459,1927,16,0.0008459126528049375,27.673675537109375,20112,1257.0,10,-2.640594875,-116.15074920654297,20011,0.0006503150216303766
2.822021007537842,13,20,0.0008459126528049375,-33.879268646240234,25140,1257.0,10,-2.4578225000000002,-109.66578674316406,25039,0.0006276885396800935
3.5869712829589844,497,24,0.0008459126528049375,-18.793582916259766,30168,1257.0,10,-2.3075895833333333,-89.45087432861328,30067,0.0006468771025538445
2.110884666442871,979,28,0.0008459126528049375,73.73871612548828,35196,1257.0,10,-2.193073392857143,-77.09707641601562,35095,0.0003763380809687078
1.1585781574249268,1457,32,0.0008459126528049375,-26.79391860961914,40224,1257.0,10,-2.12995665625,-71.10803985595703,40123,0.0002323632943443954
2.05471134185791,1934,36,0.0008459126528049375,53.96907043457031,45252,1257.0,10,-2.043585333333333,-70.98606872558594,45151,0.0003077159926760942
0.6399253606796265,26,40,0.0008459126528049375,11.28805160522461,50280,1257.0,10,-1.9945755249999997,-69.431640625,50179,0.00016822655743453652
0.797650158405304,515,44,0.0008459126528049375,30.786693572998047,55308,1257.0,10,-1.9448142727272726,-62.706138610839844,55207,0.0002954811789095402
0.5234372615814209,1008,48,0.0008459126528049375,56.745361328125,60336,1257.0,10,-1.8999538750000002,-61.66064453125,60235,0.00043968347017653286
