train/learning_rate,train/ent_coef,rollout/ep_rew_mean,rollout/ep_len_mean,train/actor_loss,time/time_elapsed,train/ent_coef_loss,train/n_updates,time/fps,time/episodes,train/critic_loss,time/total_timesteps
0.0008459126528049375,0.017453311011195183,-4.187257,1257.0,-123.14590454101562,207,-178.0486297607422,4927,24,4,1.825092077255249,5028
0.0008459126528049375,0.001439413521438837,-3.447114,1257.0,-129.34669494628906,418,14.40203857421875,9955,24,8,6.391434669494629,10056
0.0008459126528049375,0.0007662221323698759,-2.795335416666667,1257.0,-126.0108871459961,630,1.5981085300445557,14983,23,12,5.05600643157959,15084
0.0008459126528049375,0.0006559848552569747,-2.5112052499999997,1257.0,-127.04220581054688,846,74.67146301269531,20011,23,16,7.7318949699401855,20112
0.0008459126528049375,0.0008242556359618902,-2.3449841499999997,1257.0,-113.15391540527344,5,-73.68702697753906,25039,23,20,4.474996566772461,25140
0.0008459126528049375,0.0007794256089255214,-2.18185075,1257.0,-101.00267028808594,221,106.31401824951172,30067,23,24,1.8899435997009277,30168
0.0008459126528049375,0.0005058911629021168,-2.1113685357142855,1257.0,-100.46063232421875,427,13.47796630859375,35095,23,28,13.088066101074219,35196
0.0008459126528049375,0.0008836918859742582,-2.03197565625,1257.0,-86.3270263671875,629,-64.0033950805664,40123,24,32,5.51762580871582,40224
0.0008459126528049375,0.0006417818367481232,-1.9752928611111114,1257.0,-80.0744400024414,833,38.020347595214844,45151,24,36,2.102720260620117,45252
0.0008459126528049375,0.0004421983612701297,-1.9240047250000003,1257.0,-78.86410522460938,11,-135.07115173339844,50179,24,40,1.5885813236236572,50280
0.0008459126528049375,0.0002938257821369916,-1.9029671136363637,1257.0,-77.02971649169922,215,-36.59195327758789,55207,24,44,2.9670307636260986,55308
0.0008459126528049375,0.0007951690931804478,-1.8583060833333331,1257.0,-74.55699157714844,418,81.07635498046875,60235,24,48,4.137953758239746,60336
0.0008459126528049375,0.0005334721063263714,-1.826163519230769,1257.0,-69.6375961303711,623,53.88740921020508,65263,24,52,8.626632690429688,65364
0.0008459126528049375,0.0005118080298416317,-1.797386142857143,1257.0,-65.52046203613281,831,-2.91009521484375,70291,24,56,4.4227752685546875,70392
0.0008459126528049375,0.0005025134305469692,-1.7629636666666666,1257.0,-62.57118606567383,22,49.3111572265625,75319,18,60,2.780930995941162,75420
0.0008459126528049375,0.0006487279897555709,-1.748297671875,1257.0,-48.34521484375,334,21.022476196289062,80347,16,64,3.4542760848999023,80448
0.0008459126528049375,0.0013868696987628937,-1.7190983382352942,1257.0,-39.51150894165039,629,-14.478231430053711,85375,16,68,9.148077964782715,85476
