time/time_elapsed,train/actor_loss,rollout/ep_len_mean,train/n_updates,train/ent_coef_loss,rollout/ep_rew_mean,train/ent_coef,time/episodes,time/fps,time/total_timesteps,train/learning_rate,train/critic_loss
119,-117.88152313232422,1257.0,4927,-169.94744873046875,-4.29503075,0.017179740592837334,4,42,5028,0.0008459126528049375,3.2361505031585693
241,-118.20159149169922,1257.0,9955,-17.218740463256836,-3.2042954999999997,0.0014032209292054176,8,41,10056,0.0008459126528049375,20.414518356323242
364,-111.80058288574219,1257.0,14983,-35.7888069152832,-2.572179166666667,0.001250461325980723,12,41,15084,0.0008459126528049375,5.082500457763672
487,-104.20304870605469,1257.0,20011,53.76948547363281,-2.2292001875,0.0006475072586908937,16,41,20112,0.0008459126528049375,3.5214149951934814
3,-90.88846588134766,1257.0,25039,0.7625656723976135,-2.04135505,0.0005183742032386363,20,41,25140,0.0008459126528049375,4.410314559936523
125,-88.697265625,1257.0,30067,-15.493042945861816,-1.8819772083333335,0.0007319697178900242,24,41,30168,0.0008459126528049375,1.229100227355957
248,-73.12955474853516,1257.0,35095,-28.02419090270996,-1.7747553928571431,0.001208487548865378,28,41,35196,0.0008459126528049375,5.230381488800049
369,-57.03297805786133,1257.0,40123,179.35736083984375,-1.6888416875,0.001011609099805355,32,41,40224,0.0008459126528049375,10.50259780883789
518,-43.85735321044922,1257.0,45151,-40.68096160888672,-1.6376745555555556,0.0006308291922323406,36,39,45252,0.0008459126528049375,11.404096603393555
9,-36.085899353027344,1257.0,50179,22.860450744628906,-1.5946895499999998,0.00035882138763554394,40,31,50280,0.0008459126528049375,3.0531530380249023
172,-34.51759719848633,1257.0,55207,-11.118719100952148,-1.5536263636363634,0.000859041465446353,44,30,55308,0.0008459126528049375,2.9474313259124756
335,-30.49750518798828,1257.0,60235,10.607864379882812,-1.5112752708333332,0.0009322601836174726,48,30,60336,0.0008459126528049375,2.6046814918518066
493,-29.640331268310547,1257.0,65263,56.84185028076172,-1.4741216153846155,0.0009208513074554503,52,31,65364,0.0008459126528049375,1.1456507444381714
659,-23.65662384033203,1257.0,70291,-23.49332618713379,-1.434698375,0.0005710388068109751,56,30,70392,0.0008459126528049375,3.8269529342651367
14,-15.736014366149902,1257.0,75319,-20.119525909423828,-1.40798395,0.0009136695298366249,60,29,75420,0.0008459126528049375,5.35233211517334
191,-3.401343822479248,1257.0,80347,-3.705467939376831,-1.382040515625,0.0016364852199330926,64,28,80448,0.0008459126528049375,4.5482378005981445
370,4.8372883796691895,1257.0,85375,11.238171577453613,-1.3636489705882353,0.000906647474039346,68,28,85476,0.0008459126528049375,3.4433484077453613
549,8.722665786743164,1257.0,90403,13.549647331237793,-1.3529813055555553,0.0008570554782636464,72,28,90504,0.0008459126528049375,1.9482190608978271
729,15.301864624023438,1257.0,95431,-30.834362030029297,-1.3344672236842103,0.0008822876843623817,76,28,95532,0.0008459126528049375,3.192227363586426
