train/ent_coef,train/n_updates,time/fps,train/critic_loss,rollout/ep_len_mean,time/episodes,train/actor_loss,train/ent_coef_loss,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,train/learning_rate
0.017351634800434113,4931,28,2.2899060249328613,1258.0,4,-122.93311309814453,-168.80819702148438,5032,175,-4.502534750000001,0.0008459126528049375
0.0014458344085142016,9963,26,3.894245147705078,1258.0,8,-129.7042236328125,-57.60674285888672,10064,383,-3.3377513750000003,0.0008459126528049375
0.0015048320638015866,14995,25,4.783141136169434,1258.0,12,-130.80711364746094,10.483834266662598,15096,600,-2.7157955,0.0008459126528049375
0.0007071881555020809,20027,25,2.723647117614746,1258.0,16,-135.2073211669922,35.44422912597656,20128,794,-2.3323935000000002,0.0008459126528049375
0.0006207583355717361,25059,24,4.046003818511963,1258.0,20,-132.62393188476562,46.30007553100586,25160,6,-2.0896484,0.0008459126528049375
0.0013322299346327782,30091,27,4.077861785888672,1258.0,24,-116.7698745727539,-51.204471588134766,30192,187,-1.9483530416666668,0.0008459126528049375
0.0010483837686479092,35123,26,10.120649337768555,1258.0,28,-113.72139739990234,-39.48710250854492,35224,390,-1.8561375357142857,0.0008459126528049375
0.002052277559414506,40155,25,22.5279483795166,1258.0,32,-81.21565246582031,-82.321044921875,40256,595,-1.76702490625,0.0008459126528049375
0.0014578844420611858,45187,26,10.510747909545898,1258.0,36,-66.75827026367188,-24.522933959960938,45288,774,-1.7199071944444446,0.0008459126528049375
0.0011011319002136588,50219,26,12.426298141479492,1258.0,40,-60.755027770996094,-36.852230072021484,50320,12,-1.659797025,0.0008459126528049375
0.0013827248476445675,55251,25,13.353915214538574,1258.0,44,-55.98368835449219,8.881938934326172,55352,206,-1.6108793181818184,0.0008459126528049375
0.0006353307398967445,60283,27,7.5492753982543945,1258.0,48,-53.74399185180664,1.334903359413147,60384,373,-1.5804111875,0.0008459126528049375
0.0005055508809164166,65315,28,12.228885650634766,1258.0,52,-52.501068115234375,-44.209625244140625,65416,535,-1.5504621730769228,0.0008459126528049375
0.0011836838675662875,70347,29,2.8522534370422363,1258.0,56,-48.96913146972656,20.296586990356445,70448,699,-1.5099382857142858,0.0008459126528049375
0.0011836804915219545,75379,25,4.20808744430542,1258.0,60,-43.727317810058594,38.01289749145508,75480,19,-1.4826656166666665,0.0008459126528049375
0.002698720432817936,80411,28,48.27616882324219,1258.0,64,-26.593372344970703,-48.862449645996094,80512,191,-1.458047703125,0.0008459126528049375
0.0008113687508739531,85443,28,9.583983421325684,1258.0,68,-22.819271087646484,2.5073204040527344,85544,365,-1.4342281764705884,0.0008459126528049375
0.0009133850689977407,90475,28,10.364391326904297,1258.0,72,-8.406599998474121,-38.91704559326172,90576,542,-1.418646111111111,0.0008459126528049375
0.0009323055273853242,95507,27,16.699113845825195,1258.0,76,0.9833788871765137,-9.442277908325195,95608,737,-1.392404684210526,0.0008459126528049375
