train/ent_coef,train/n_updates,time/fps,train/critic_loss,rollout/ep_len_mean,time/episodes,train/actor_loss,train/ent_coef_loss,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,train/learning_rate
0.017481964081525803,4931,33,2.327637195587158,1258.0,4,-123.95619201660156,-165.84640502929688,5032,149,-4.3417595,0.0008459126528049375
0.0013431282714009285,9963,33,4.8836236000061035,1258.0,8,-130.0075225830078,42.63978576660156,10064,302,-3.442192625,0.0008459126528049375
0.0012679856736212969,14995,33,5.190330505371094,1258.0,12,-135.35655212402344,25.782800674438477,15096,456,-2.8498583333333336,0.0008459126528049375
0.0010239602997899055,20027,32,6.234455585479736,1258.0,16,-138.7869415283203,2.7518224716186523,20128,623,-2.4831091875,0.0008459126528049375
0.0009226846159435809,25059,31,7.947020530700684,1258.0,20,-142.11029052734375,0.9271948933601379,25160,5,-2.2813217,0.0008459126528049375
0.0010165558196604252,30091,31,12.43820858001709,1258.0,24,-136.95655822753906,27.959962844848633,30192,167,-2.1509505416666665,0.0008459126528049375
0.0006172435823827982,35123,31,8.102209091186523,1258.0,28,-134.28900146484375,-37.586429595947266,35224,329,-2.0635806428571426,0.0008459126528049375
0.001193646457977593,40155,29,8.071439743041992,1258.0,32,-129.15061950683594,-49.61777114868164,40256,512,-2.00306540625,0.0008459126528049375
0.0004172995104454458,45187,29,1.6485941410064697,1258.0,36,-130.54833984375,-20.632293701171875,45288,695,-1.945940916666667,0.0008459126528049375
0.000892923679202795,50219,26,3.4611878395080566,1258.0,40,-129.36422729492188,97.89801025390625,50320,12,-1.8886591750000001,0.0008459126528049375
0.001078818109817803,55251,26,24.88685417175293,1258.0,44,-121.01760864257812,-6.139628887176514,55352,205,-1.8607321136363633,0.0008459126528049375
0.001096062595024705,60283,25,4.55653190612793,1258.0,48,-115.11190795898438,58.690574645996094,60384,399,-1.8313941875,0.0008459126528049375
0.0012374150101095438,65315,25,8.770976066589355,1258.0,52,-115.48388671875,3.1161727905273438,65416,594,-1.8007815384615387,0.0008459126528049375
0.0009318393422290683,70347,26,41.51564025878906,1258.0,56,-112.09078979492188,-15.75770378112793,70448,774,-1.7729373035714286,0.0008459126528049375
0.001483552623540163,75379,29,12.338409423828125,1258.0,60,-106.94356536865234,-2.0685834884643555,75480,16,-1.7334842833333333,0.0008459126528049375
0.0011377379996702075,80411,29,3.9444713592529297,1258.0,64,-101.83889770507812,36.932716369628906,80512,188,-1.7132559843750002,0.0008459126528049375
0.0022441879846155643,85443,29,9.094964981079102,1258.0,68,-76.44800567626953,-45.908287048339844,85544,362,-1.6815651176470592,0.0008459126528049375
0.002215770771726966,90475,29,18.40069580078125,1258.0,72,-58.848915100097656,-38.7579231262207,90576,536,-1.670601722222222,0.0008459126528049375
0.0033062449656426907,95507,28,6.647904872894287,1258.0,76,-50.67643356323242,-1.895056962966919,95608,711,-1.659465710526316,0.0008459126528049375
