train/learning_rate,train/ent_coef,train/critic_loss,train/ent_coef_loss,time/time_elapsed,train/actor_loss,time/total_timesteps,train/n_updates,time/fps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean
0.0008459126528049375,0.01902281865477562,1.1367216110229492,-163.67300415039062,68,-122.49098205566406,4892,4791,71,4,1223.0,-4.328134250000001
0.0008459126528049375,0.0009016601252369583,4.050521373748779,-53.67877197265625,139,-128.7227783203125,9784,9683,70,8,1223.0,-3.395447375
0.0008459126528049375,0.0004026125534437597,41.286739349365234,250.21058654785156,209,-127.06644439697266,14676,14575,69,12,1223.0,-2.7905901666666666
0.0008459126528049375,0.0008698691381141543,5.874636650085449,114.4135513305664,280,-114.23160552978516,19568,19467,69,16,1223.0,-2.4155081875000004
0.0008459126528049375,0.0004172078042756766,2.3721871376037598,68.33843994140625,350,-110.91424560546875,24460,24359,69,20,1223.0,-2.1836272500000002
0.0008459126528049375,0.00034632135066203773,1.4552557468414307,28.030536651611328,62,-110.91708374023438,29352,29251,69,24,1223.0,-2.0183010416666667
0.0008459126528049375,0.0004121419624425471,3.3288991451263428,51.73044204711914,133,-111.01948547363281,34244,34143,69,28,1223.0,-1.9288909285714284
0.0008459126528049375,0.00032299081794917583,4.849111557006836,2.293379068374634,203,-92.49288940429688,39136,39035,69,32,1223.0,-1.8433644375
0.0008459126528049375,0.0005477488739416003,5.249351501464844,4.564787864685059,274,-69.92913818359375,44028,43927,69,36,1223.0,-1.7647860833333333
0.0008459126528049375,0.00036353140603750944,4.174056053161621,-39.605804443359375,344,-50.187713623046875,48920,48819,69,40,1223.0,-1.70953275
0.0008459126528049375,0.0006381440907716751,9.89439582824707,83.8148422241211,54,-32.577457427978516,53812,53711,69,44,1223.0,-1.666835454545455
0.0008459126528049375,0.0012110827956348658,5.905143737792969,-55.08251953125,125,-22.200149536132812,58704,58603,69,48,1223.0,-1.6308396250000001
0.0008459126528049375,0.0005083755822852254,3.6320929527282715,-81.85797119140625,196,-19.36269760131836,63596,63495,69,52,1223.0,-1.6196175769230772
0.0008459126528049375,0.0003398684784770012,2.520264148712158,-44.816287994384766,266,-14.155020713806152,68488,68387,69,56,1223.0,-1.6009302321428573
0.0008459126528049375,0.0003018787829205394,1.780622959136963,-40.671878814697266,336,-9.059264183044434,73380,73279,69,60,1223.0,-1.5675070500000001
0.0008459126528049375,0.0004214919463265687,2.1898460388183594,-76.6995849609375,49,-8.390355110168457,78272,78171,66,64,1223.0,-1.5425299375000001
0.0008459126528049375,0.0006138783064670861,2.07084321975708,-37.37588119506836,123,-5.668884754180908,83164,83063,65,68,1223.0,-1.5179387205882355
0.0008459126528049375,0.00036663567880168557,1.6869254112243652,-87.74449920654297,198,-2.474888324737549,88056,87955,65,72,1223.0,-1.4960374444444444
0.0008459126528049375,0.0011852890020236373,14.168058395385742,30.338817596435547,267,13.905637741088867,92948,92847,67,76,1223.0,-1.4693078815789473
0.0008459126528049375,0.0005603208555839956,3.6020472049713135,-11.432000160217285,325,17.329421997070312,97840,97739,70,80,1223.0,-1.4694972
