train/learning_rate,train/ent_coef,train/critic_loss,train/ent_coef_loss,time/time_elapsed,train/actor_loss,time/total_timesteps,train/n_updates,time/fps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean
0.0008459126528049375,0.019550509750843048,1.070494294166565,-135.71096801757812,71,-124.27191925048828,4892,4791,68,4,1223.0,-4.31663075
0.0008459126528049375,0.0012230324791744351,29.683353424072266,-54.10606002807617,144,-129.54685974121094,9784,9683,67,8,1223.0,-3.340839625
0.0008459126528049375,0.0007417143788188696,3.0224905014038086,-7.407293796539307,217,-126.3795166015625,14676,14575,67,12,1223.0,-2.6307121666666666
0.0008459126528049375,0.0011728258104994893,10.652385711669922,-20.113500595092773,290,-117.88870239257812,19568,19467,67,16,1223.0,-2.2551061875
0.0008459126528049375,0.0005956509849056602,2.557084560394287,44.05080032348633,363,-117.24209594726562,24460,24359,67,20,1223.0,-2.01046835
0.0008459126528049375,0.0006352547206915915,2.822896957397461,22.888965606689453,65,-113.90203857421875,29352,29251,66,24,1223.0,-1.8385614583333334
0.0008459126528049375,0.0007010436384007335,5.150758743286133,11.183157920837402,139,-110.16238403320312,34244,34143,66,28,1223.0,-1.7283901785714286
0.0008459126528049375,0.001626325654797256,7.202258586883545,-65.17777252197266,212,-92.61947631835938,39136,39035,66,32,1223.0,-1.6326942187500002
0.0008459126528049375,0.0005317753530107439,3.630232572555542,-13.28830623626709,286,-83.08797454833984,44028,43927,66,36,1223.0,-1.5971374444444446
0.0008459126528049375,0.0004492195730563253,2.547006607055664,138.1709747314453,359,-80.8272933959961,48920,48819,66,40,1223.0,-1.56648005
0.0008459126528049375,0.0008272887207567692,12.875432968139648,41.27865982055664,57,-73.5640869140625,53812,53711,66,44,1223.0,-1.5238729545454546
0.0008459126528049375,0.002385796280577779,6.547717094421387,10.590843200683594,131,-68.67730712890625,58704,58603,66,48,1223.0,-1.4749680833333334
0.0008459126528049375,0.0010035710874944925,4.682262897491455,55.87162399291992,205,-66.76598358154297,63596,63495,66,52,1223.0,-1.4449403653846151
0.0008459126528049375,0.00043252925388514996,3.5495128631591797,61.936275482177734,279,-57.7379264831543,68488,68387,66,56,1223.0,-1.429787375
0.0008459126528049375,0.000890101830009371,9.039541244506836,11.437285423278809,354,-50.71098709106445,73380,73279,66,60,1223.0,-1.4081620333333333
0.0008459126528049375,0.00046957010636106133,3.902362108230591,-72.88846588134766,51,-47.725616455078125,78272,78171,63,64,1223.0,-1.399338828125
0.0008459126528049375,0.0009755441569723189,14.369508743286133,-62.062137603759766,130,-39.655296325683594,83164,83063,62,68,1223.0,-1.392531485294118
0.0008459126528049375,0.0005958419060334563,0.9005385637283325,76.49331665039062,208,-39.82687759399414,88056,87955,62,72,1223.0,-1.3796368611111112
0.0008459126528049375,0.0007064837263897061,1.997239112854004,-33.75224304199219,287,-36.88908386230469,92948,92847,62,76,1223.0,-1.3682783684210527
0.0008459126528049375,0.0006597573519684374,2.8065176010131836,-55.96780014038086,366,-31.50037384033203,97840,97739,62,80,1223.0,-1.36070965
