train/ent_coef,train/critic_loss,time/fps,train/actor_loss,rollout/ep_rew_mean,time/episodes,train/ent_coef_loss,rollout/ep_len_mean,time/total_timesteps,train/n_updates,time/time_elapsed,train/learning_rate
0.019248105585575104,0.9840526580810547,31,-122.67979431152344,-4.4172080000000005,4,-160.60975646972656,1223.0,4892,4791,157,0.0008459126528049375
0.0011888425797224045,4.317120552062988,31,-128.07252502441406,-3.540140125,8,-5.4754252433776855,1223.0,9784,9683,307,0.0008459126528049375
0.0013057640753686428,3.9203615188598633,32,-134.31723022460938,-2.891992666666667,12,6.394811153411865,1223.0,14676,14575,457,0.0008459126528049375
0.0013171228347346187,6.930365085601807,32,-133.96652221679688,-2.5119868125,16,14.34618854522705,1223.0,19568,19467,609,0.0008459126528049375
0.0006456503178924322,49.127201080322266,32,-133.694580078125,-2.3749416000000005,20,122.15773010253906,1223.0,24460,24359,759,0.0008459126528049375
0.0010016587330028415,99.50479125976562,32,-133.646240234375,-2.2174335,24,-12.854923248291016,1223.0,29352,29251,133,0.0008459126528049375
0.0010081799700856209,5.681924819946289,32,-138.10052490234375,-2.1098952857142854,28,-21.460296630859375,1223.0,34244,34143,285,0.0008459126528049375
0.0009782137349247932,4.870217323303223,32,-142.84393310546875,-2.0430780312500003,32,-12.401202201843262,1223.0,39136,39035,439,0.0008459126528049375
0.0006427940679714084,6.310216903686523,32,-145.19149780273438,-1.976127416666667,36,-86.22676086425781,1223.0,44028,43927,592,0.0008459126528049375
0.0006547067314386368,10.9413423538208,31,-142.7505340576172,-1.92321995,40,-30.054548263549805,1223.0,48920,48819,768,0.0008459126528049375
0.0016297445399686694,50.1512451171875,32,-131.2386016845703,-1.9066675909090909,44,-43.82307434082031,1223.0,53812,53711,116,0.0008459126528049375
0.0012014626991003752,8.037601470947266,30,-116.10452270507812,-1.8637777291666666,48,-4.448974609375,1223.0,58704,58603,285,0.0008459126528049375
0.0011250519892200828,4.79233455657959,29,-114.71578979492188,-1.8340371923076926,52,33.969791412353516,1223.0,63596,63495,464,0.0008459126528049375
0.0015206492971628904,5.676267623901367,30,-98.47914123535156,-1.806907125,56,-17.588762283325195,1223.0,68488,68387,612,0.0008459126528049375
0.0009950165404006839,175.17889404296875,30,-79.6341552734375,-1.7995366499999998,60,81.179443359375,1223.0,73380,73279,762,0.0008459126528049375
0.0005688475794158876,1.835648536682129,30,-71.6254653930664,-1.7804954375000002,64,-13.731306076049805,1223.0,78272,78171,105,0.0008459126528049375
0.0009031326044350863,5.837386131286621,27,-64.1253662109375,-1.7598806029411764,68,21.442337036132812,1223.0,83164,83063,292,0.0008459126528049375
0.0016643863637000322,6.744004249572754,26,-44.61486053466797,-1.7321396805555556,72,-20.860239028930664,1223.0,88056,87955,486,0.0008459126528049375
0.0007462328649125993,4.302130699157715,26,-42.281646728515625,-1.7172543684210528,76,32.83887481689453,1223.0,92948,92847,680,0.0008459126528049375
