time/episodes,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/fps,train/n_updates,train/ent_coef,train/actor_loss,train/critic_loss,train/ent_coef_loss,rollout/ep_len_mean,train/learning_rate
4,-4.590007,5032,150,33,4931,0.017545877024531364,-123.55743408203125,2.0573081970214844,-167.18057250976562,1258.0,0.0008459126528049375
8,-3.600780625,10064,304,33,9963,0.0011829480063170195,-127.8848648071289,5.883882522583008,-3.3782906532287598,1258.0,0.0008459126528049375
12,-2.890155333333334,15096,461,32,14995,0.001130924909375608,-124.74810791015625,8.299398422241211,25.11330223083496,1258.0,0.0008459126528049375
16,-2.5865861875,20128,638,31,20027,0.0010505325626581907,-114.7985610961914,4.5726518630981445,-32.09859848022461,1258.0,0.0008459126528049375
20,-2.34331895,25160,6,26,25059,0.000708017498254776,-99.05783081054688,2.1087646484375,-81.04774475097656,1258.0,0.0008459126528049375
24,-2.193600416666667,30192,200,25,30091,0.0005936375237070024,-95.16681671142578,2.1439125537872314,42.656532287597656,1258.0,0.0008459126528049375
28,-2.0871497857142858,35224,390,26,35123,0.0004907377297058702,-92.3711929321289,4.70247745513916,-17.508949279785156,1258.0,0.0008459126528049375
32,-2.03974071875,40256,552,27,40155,0.0004886033711954951,-91.06175994873047,3.704758644104004,18.183551788330078,1258.0,0.0008459126528049375
36,-1.968984777777778,45288,724,27,45187,0.0008306624949909747,-84.331298828125,4.146060943603516,-16.722972869873047,1258.0,0.0008459126528049375
40,-1.9173603,50320,12,25,50219,0.0008901272667571902,-81.50010681152344,15.616281509399414,37.428382873535156,1258.0,0.0008459126528049375
44,-1.8858570000000001,55352,206,25,55251,0.001588456449098885,-67.26516723632812,18.856700897216797,-31.28313446044922,1258.0,0.0008459126528049375
48,-1.8439666666666668,60384,380,27,60283,0.0022270178887993097,-61.0743408203125,28.93868637084961,-17.78854751586914,1258.0,0.0008459126528049375
52,-1.8060079615384614,65416,542,28,65315,0.002154230372980237,-58.12739562988281,14.895037651062012,-16.24512481689453,1258.0,0.0008459126528049375
56,-1.7613175892857142,70448,705,28,70347,0.002297627739608288,-40.536319732666016,13.309483528137207,-3.7844204902648926,1258.0,0.0008459126528049375
60,-1.73639445,75480,16,29,75379,0.002451604465022683,-29.044118881225586,49.306976318359375,-5.175053596496582,1258.0,0.0008459126528049375
64,-1.708018625,80512,190,28,80411,0.001524715917184949,-12.366171836853027,33.883121490478516,46.20097351074219,1258.0,0.0008459126528049375
68,-1.6931161764705882,85544,365,28,85443,0.0015481405425816774,-2.1649951934814453,30.963647842407227,-33.79261779785156,1258.0,0.0008459126528049375
72,-1.6690406666666666,90576,538,28,90475,0.0017272814875468612,19.351911544799805,33.44475555419922,-48.803077697753906,1258.0,0.0008459126528049375
76,-1.6470656447368421,95608,711,28,95507,0.001477951998822391,33.58979797363281,28.83479118347168,-48.69362258911133,1258.0,0.0008459126528049375
