time/episodes,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/fps,train/n_updates,train/ent_coef,train/actor_loss,train/critic_loss,train/ent_coef_loss,rollout/ep_len_mean,train/learning_rate
4,-4.13616325,5032,144,34,4931,0.01729162037372589,-122.47615051269531,1.4149973392486572,-160.33145141601562,1258.0,0.0008459126528049375
8,-3.177991875,10064,292,34,9963,0.000985258026048541,-128.06153869628906,3.921470880508423,-12.447611808776855,1258.0,0.0008459126528049375
12,-2.555930083333333,15096,455,33,14995,0.0008880490786395967,-132.381591796875,6.872919082641602,84.20989227294922,1258.0,0.0008459126528049375
16,-2.2553216875,20128,641,31,20027,0.000788968289270997,-130.5907440185547,6.3143534660339355,-6.345952987670898,1258.0,0.0008459126528049375
20,-2.0753682,25160,5,27,25059,0.0008621832821518183,-119.4929428100586,5.7204389572143555,-30.096492767333984,1258.0,0.0008459126528049375
24,-1.964360625,30192,193,26,30091,0.0005817115306854248,-107.76048278808594,4.78645658493042,39.11563491821289,1258.0,0.0008459126528049375
28,-1.814879642857143,35224,381,26,35123,0.0005930493352934718,-108.20838165283203,1.8069171905517578,44.33931350708008,1258.0,0.0008459126528049375
32,-1.741012375,40256,555,27,40155,0.0005857712822034955,-85.22425079345703,4.244644641876221,-39.73921585083008,1258.0,0.0008459126528049375
36,-1.6772844444444446,45288,731,27,45187,0.0004772730462718755,-82.1518325805664,4.458192825317383,39.362857818603516,1258.0,0.0008459126528049375
40,-1.6612618749999999,50320,11,26,50219,0.0006380685954354703,-73.28932189941406,2.560936689376831,56.97690963745117,1258.0,0.0008459126528049375
44,-1.6112270454545452,55352,198,26,55251,0.0006344213616102934,-63.79514694213867,12.558550834655762,2.418640613555908,1258.0,0.0008459126528049375
48,-1.55909775,60384,385,26,60283,0.0009775996441021562,-62.285099029541016,1.7606791257858276,-17.005447387695312,1258.0,0.0008459126528049375
52,-1.5193644230769228,65416,572,26,65315,0.0007911665015853941,-52.22813034057617,8.973884582519531,21.26996612548828,1258.0,0.0008459126528049375
56,-1.4802614285714288,70448,761,26,70347,0.0004461177159100771,-53.6009635925293,2.9466280937194824,7.839120388031006,1258.0,0.0008459126528049375
60,-1.457226916666667,75480,18,25,75379,0.001286206883378327,-42.62720489501953,4.824853897094727,35.1569709777832,1258.0,0.0008459126528049375
64,-1.446715796875,80512,216,25,80411,0.0006410581991076469,-38.299617767333984,3.4622349739074707,-25.341537475585938,1258.0,0.0008459126528049375
68,-1.4255765735294115,85544,414,25,85443,0.0007107086130417883,-30.727054595947266,10.887280464172363,-17.825225830078125,1258.0,0.0008459126528049375
72,-1.4078285416666665,90576,581,26,90475,0.0005476514925248921,-22.870037078857422,4.206628322601318,6.601698398590088,1258.0,0.0008459126528049375
76,-1.4058510131578945,95608,748,27,95507,0.000591635936871171,-13.216157913208008,3.3506524562835693,42.71855926513672,1258.0,0.0008459126528049375
