rollout/ep_len_mean,time/episodes,rollout/ep_rew_mean,train/n_updates,train/ent_coef_loss,time/time_elapsed,time/total_timesteps,time/fps,train/ent_coef,train/actor_loss,train/critic_loss,train/learning_rate
1257.0,4,-4.582044000000001,4927,-181.10934448242188,168,5028,29,0.01755344122648239,-123.6936264038086,2.0116705894470215,0.0008459126528049375
1257.0,8,-3.420688375,9955,0.9870815277099609,341,10056,29,0.0013938674237579107,-129.72012329101562,4.926660060882568,0.0008459126528049375
1257.0,12,-2.8372838333333337,14983,-1.1104590892791748,513,15084,29,0.0012591666309162974,-125.98100280761719,13.661725044250488,0.0008459126528049375
1257.0,16,-2.521332125,20011,-13.140205383300781,677,20112,29,0.0012828668113797903,-108.77239227294922,3.2276370525360107,0.0008459126528049375
1257.0,20,-2.2827019999999996,25039,-3.145394802093506,4,25140,33,0.0015876749530434608,-93.43233489990234,8.186564445495605,0.0008459126528049375
1257.0,24,-2.148253083333333,30067,-10.518007278442383,154,30168,33,0.0004979912773706019,-92.72338104248047,4.065377712249756,0.0008459126528049375
1257.0,28,-2.0799320357142856,35095,-14.835230827331543,304,35196,33,0.0005251540569588542,-81.39421081542969,5.068267822265625,0.0008459126528049375
1257.0,32,-1.99629440625,40123,-68.74430084228516,455,40224,33,0.0009017628617584705,-63.19692611694336,3.4033541679382324,0.0008459126528049375
1257.0,36,-1.9254882222222223,45151,130.2317352294922,607,45252,33,0.001123887370340526,-48.421844482421875,15.211189270019531,0.0008459126528049375
1257.0,40,-1.8812433,50179,-93.63571166992188,10,50280,27,0.0005458913510665298,-34.4959831237793,2.2588977813720703,0.0008459126528049375
1257.0,44,-1.8367662727272724,55207,-5.859886169433594,181,55308,29,0.0008522978750988841,-15.062222480773926,1.8119925260543823,0.0008459126528049375
1257.0,48,-1.8194520625,60235,63.5500602722168,332,60336,31,0.00039510743226855993,-8.716606140136719,1.8391222953796387,0.0008459126528049375
1257.0,52,-1.8050964038461537,65263,15.741758346557617,483,65364,31,0.0003322776756249368,-6.72730827331543,0.8008654117584229,0.0008459126528049375
1257.0,56,-1.7935930535714288,70291,-12.722710609436035,637,70392,32,0.0004787301877513528,-4.371445655822754,0.46824896335601807,0.0008459126528049375
1257.0,60,-1.7689727833333335,75319,17.272459030151367,13,75420,31,0.0005937368841841817,11.023228645324707,2.558032512664795,0.0008459126528049375
1257.0,64,-1.753555890625,80347,61.92533493041992,179,80448,30,0.00029377732425928116,16.821914672851562,1.6992857456207275,0.0008459126528049375
1257.0,68,-1.730321338235294,85375,-28.65338897705078,347,85476,30,0.0005272579728625715,25.29287338256836,2.581146717071533,0.0008459126528049375
1257.0,72,-1.7217149305555557,90403,-16.2097225189209,514,90504,30,0.00031066196970641613,32.12933349609375,2.497945785522461,0.0008459126528049375
1257.0,76,-1.7160931842105267,95431,-122.79548645019531,680,95532,30,0.0004731783119495958,35.60688400268555,2.3957550525665283,0.0008459126528049375
