rollout/ep_len_mean,time/episodes,rollout/ep_rew_mean,train/n_updates,train/ent_coef_loss,time/time_elapsed,time/total_timesteps,time/fps,train/ent_coef,train/actor_loss,train/critic_loss,train/learning_rate
1257.0,4,-4.654784500000001,4927,-166.47242736816406,146,5028,34,0.017687108367681503,-123.3383560180664,2.2661750316619873,0.0008459126528049375
1257.0,8,-3.598811125,9955,49.738365173339844,310,10056,32,0.001430405187420547,-129.75099182128906,10.882198333740234,0.0008459126528049375
1257.0,12,-2.9580016666666666,14983,46.767051696777344,463,15084,32,0.0009460691944696009,-118.08493041992188,5.018514633178711,0.0008459126528049375
1257.0,16,-2.6044930625,20011,5.043692588806152,615,20112,32,0.001363634946756065,-82.56201171875,5.3989667892456055,0.0008459126528049375
1257.0,20,-2.4601387,25039,74.7137222290039,4,25140,32,0.000721214571967721,-77.38539123535156,4.911436080932617,0.0008459126528049375
1257.0,24,-2.3722379166666667,30067,-24.86946678161621,157,30168,32,0.0009877601405605674,-77.4238052368164,3.1636972427368164,0.0008459126528049375
1257.0,28,-2.3068577142857145,35095,185.73968505859375,311,35196,32,0.0009339011157862842,-55.74431228637695,12.579841613769531,0.0008459126528049375
1257.0,32,-2.1995553125,40123,-9.922622680664062,478,40224,31,0.0005541612044908106,-49.920799255371094,105.4019775390625,0.0008459126528049375
1257.0,36,-2.1082349444444444,45151,-3.5651938915252686,657,45252,30,0.00028352721710689366,-35.52467346191406,0.6684386134147644,0.0008459126528049375
1257.0,40,-2.03551395,50179,-14.925938606262207,8,50280,33,0.0002416910429019481,-31.800289154052734,1.271921157836914,0.0008459126528049375
1257.0,44,-1.987052454545455,55207,-26.189998626708984,179,55308,29,0.0003121623594779521,-28.93697738647461,0.27251264452934265,0.0008459126528049375
1257.0,48,-1.9512475416666666,60235,38.51372146606445,329,60336,31,0.0002091328497044742,-28.638853073120117,0.5100436210632324,0.0008459126528049375
1257.0,52,-1.8874473846153843,65263,56.79425811767578,479,65364,32,0.00041581832920201123,-24.794532775878906,1.2395544052124023,0.0008459126528049375
1257.0,56,-1.8515586964285713,70291,27.8648624420166,631,70392,32,0.000330499024130404,-24.954668045043945,0.5675711631774902,0.0008459126528049375
1257.0,60,-1.811394333333333,75319,77.86339569091797,13,75420,31,0.0015532514080405235,-15.312238693237305,7.9116129875183105,0.0008459126528049375
1257.0,64,-1.801833125,80347,50.19435501098633,176,80448,30,0.0010239046532660723,-6.752552032470703,4.233449935913086,0.0008459126528049375
1257.0,68,-1.7868348529411764,85375,-16.539363861083984,357,85476,29,0.0005242751212790608,-1.2420849800109863,3.2317752838134766,0.0008459126528049375
1257.0,72,-1.7637135833333333,90403,-1.292090654373169,549,90504,28,0.0005446962895803154,2.5533483028411865,1.8871042728424072,0.0008459126528049375
1257.0,76,-1.7501691447368422,95431,89.57765197753906,739,95532,27,0.0009367518941871822,5.555722713470459,6.645151615142822,0.0008459126528049375
