rollout/ep_len_mean,time/episodes,rollout/ep_rew_mean,train/n_updates,train/ent_coef_loss,time/time_elapsed,time/total_timesteps,time/fps,train/ent_coef,train/actor_loss,train/critic_loss,train/learning_rate
1257.0,4,-4.172123,4927,-173.40057373046875,160,5028,31,0.01733894646167755,-124.50802612304688,1.994213342666626,0.0008459126528049375
1257.0,8,-3.171407625,9955,-16.3026123046875,332,10056,30,0.0012128177331760526,-133.26480102539062,4.848264694213867,0.0008459126528049375
1257.0,12,-2.6001624999999997,14983,-20.564849853515625,495,15084,30,0.0009265406406484544,-137.56289672851562,6.317721366882324,0.0008459126528049375
1257.0,16,-2.3328901875,20011,90.90499114990234,645,20112,31,0.0004872211429756135,-137.92422485351562,5.900139808654785,0.0008459126528049375
1257.0,20,-2.14590065,25039,38.08863830566406,4,25140,33,0.00068432348780334,-133.9791717529297,8.24647331237793,0.0008459126528049375
1257.0,24,-2.0490774166666665,30067,-35.91755294799805,170,30168,30,0.0016155896009877324,-122.8546371459961,8.462586402893066,0.0008459126528049375
1257.0,28,-2.024913,35095,-71.03430938720703,347,35196,29,0.0011815972393378615,-112.65411376953125,4.140080451965332,0.0008459126528049375
1257.0,32,-1.94949484375,40123,41.02360534667969,525,40224,28,0.0008836122578941286,-104.69791412353516,34.24103546142578,0.0008459126528049375
1257.0,36,-1.9164065277777778,45151,5.159179210662842,704,45252,28,0.0003522966580931097,-86.54749298095703,2.1818366050720215,0.0008459126528049375
1257.0,40,-1.8457134,50179,-28.73834228515625,9,50280,28,0.0012000742135569453,-65.05561828613281,5.509820938110352,0.0008459126528049375
1257.0,44,-1.7920495454545453,55207,6.567200660705566,189,55308,28,0.0010286386823281646,-52.85614013671875,4.985342979431152,0.0008459126528049375
1257.0,48,-1.7560411875,60235,38.99497604370117,369,60336,27,0.00045091239735484123,-48.128150939941406,5.734515190124512,0.0008459126528049375
1257.0,52,-1.7264704615384614,65263,-72.30939483642578,549,65364,27,0.000629275047685951,-29.67127227783203,2.6236355304718018,0.0008459126528049375
1257.0,56,-1.712643482142857,70291,-24.144973754882812,730,70392,27,0.00046386494068428874,-22.679243087768555,5.04285192489624,0.0008459126528049375
1257.0,60,-1.6895472166666667,75319,-11.468534469604492,15,75420,26,0.00040524202631786466,-18.76675796508789,1.0847187042236328,0.0008459126528049375
1257.0,64,-1.6540971875000001,80347,-13.116098403930664,194,80448,28,0.000316563033265993,-17.792335510253906,0.695544421672821,0.0008459126528049375
1257.0,68,-1.6347592352941178,85375,-63.173683166503906,359,85476,29,0.0007363414624705911,-10.253886222839355,3.474114418029785,0.0008459126528049375
1257.0,72,-1.6254206388888892,90403,-13.409655570983887,524,90504,29,0.0005107796750962734,-4.113516807556152,1.2609577178955078,0.0008459126528049375
1257.0,76,-1.6065780394736848,95431,30.79327964782715,685,95532,29,0.0009752632468007505,1.0709216594696045,3.770807981491089,0.0008459126528049375
