time/total_timesteps,time/fps,time/iterations,time/time_elapsed,train/entropy_loss,train/std,train/n_updates,train/approx_kl,train/loss,train/learning_rate,train/value_loss,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,rollout/ep_rew_mean,rollout/ep_len_mean
512,4103,1,0,,,,,,,,,,,,,
1024,1928,2,0,-43.9911904335022,1.0006542205810547,16,0.017613504,-0.03393368050456047,0.0004092704424510632,0.17842810771253426,0.2,-0.2203068733215332,-0.03427524212747812,0.2598876953125,,
1536,1645,3,0,-44.025330781936646,1.00165593624115,32,0.016475748,-0.029580404981970787,0.0004092704424510632,0.004594068435835652,0.2,0.021913588047027588,-0.03063090590876527,0.2647705078125,-2.909668,1257.0
2048,1531,4,1,-44.028308391571045,1.0010758638381958,48,0.022414008,-0.028599338605999947,0.0004092704424510632,0.012921299930894747,0.2,0.001438140869140625,-0.02706650116306264,0.31005859375,-2.909668,1257.0
2560,1469,5,1,-44.02820312976837,1.002060890197754,64,0.018622885,-0.03516625612974167,0.0004092704424510632,0.004983369559340645,0.2,0.011804521083831787,-0.026649286068277434,0.2978515625,-2.960482,1257.0
3072,1429,6,2,-44.04331600666046,1.0012521743774414,80,0.02183558,-0.032490938901901245,0.0004092704424510632,0.02656389313051477,0.2,-0.00649106502532959,-0.030766139941988513,0.316162109375,-2.960482,1257.0
3584,1400,7,2,-44.00533044338226,1.0006957054138184,96,0.03027115,-0.04537960886955261,0.0004092704424510632,0.01527732505928725,0.2,0.006724834442138672,-0.03635569161269814,0.351806640625,-2.960482,1257.0
4096,1379,8,2,-43.97973847389221,0.999015212059021,112,0.018679202,-0.02823391929268837,0.0004092704424510632,0.005751426208007615,0.2,-0.007663369178771973,-0.024870266803191043,0.287841796875,-3.0481686666666667,1257.0
4608,1368,9,3,-43.95719921588898,1.000245451927185,128,0.02251124,-0.011642387136816978,0.0004092704424510632,0.054191100993193686,0.2,0.003417491912841797,-0.026467038202099502,0.307861328125,-3.0481686666666667,1257.0
5120,1358,10,3,-43.97661542892456,0.9989483952522278,144,0.015559818,-0.030552752315998077,0.0004092704424510632,0.0022044987472327193,0.2,-0.05372321605682373,-0.027700627135345712,0.258544921875,-3.0262545,1257.0
5632,1349,11,4,-43.88249719142914,0.99470055103302,160,0.014144277,0.00545911118388176,0.0004092704424510632,0.05945019016508013,0.2,0.0026803016662597656,-0.020506441331235692,0.22509765625,-3.0262545,1257.0
6144,1342,12,4,-43.793423771858215,0.9948697090148926,176,0.018091816,-0.020343150943517685,0.0004092704424510632,0.01449212120496668,0.2,-0.02730393409729004,-0.02419130431371741,0.2640380859375,-3.0262545,1257.0
6656,1336,13,4,-43.819825291633606,0.9952234029769897,192,0.015896194,-0.0377279594540596,0.0004092704424510632,0.00591558880842058,0.2,-0.0017349720001220703,-0.024173919700842816,0.2532958984375,-3.0457919999999996,1257.0
7168,1332,14,5,-43.82328701019287,0.9951884150505066,208,0.025651153,0.007273964583873749,0.0004092704424510632,0.09237338602542877,0.2,0.0022055506706237793,-0.032409515988547355,0.3167724609375,-3.0457919999999996,1257.0
7680,1327,15,5,-43.80555748939514,0.9938490390777588,224,0.014750803,-0.0174286849796772,0.0004092704424510632,0.0035730580348172225,0.2,-0.05518364906311035,-0.021569788339547813,0.2152099609375,-2.9778795,1257.0
8192,1325,16,6,-43.73811888694763,0.9912438988685608,240,0.018960038,0.012397050857543945,0.0004092704424510632,0.08875218662433326,0.2,0.0035819411277770996,-0.025311541743576527,0.2646484375,-2.9778795,1257.0
8704,1322,17,6,-43.68877470493317,0.991031289100647,256,0.01930407,-0.029107090085744858,0.0004092704424510632,0.01470309792784974,0.2,0.006763756275177002,-0.023304327856749296,0.2283935546875,-2.9778795,1257.0
9216,1320,18,6,-43.702473759651184,0.9920414090156555,272,0.014463525,-0.021449493244290352,0.0004092704424510632,0.006389004716766067,0.2,-0.011831402778625488,-0.019651863287435845,0.1943359375,-2.982782714285714,1257.0
9728,1318,19,7,-43.754761695861816,0.9942313432693481,288,0.024288993,0.03942156210541725,0.0004092704424510632,0.14452857477590442,0.2,0.00400543212890625,-0.0310763948073145,0.323974609375,-2.982782714285714,1257.0
10240,1315,20,7,-43.77971601486206,0.9928489327430725,304,0.015677316,-0.039982449263334274,0.0004092704424510632,0.0038671750080538914,0.2,-0.5413162708282471,-0.02663229775498621,0.26513671875,-2.9966565000000003,1257.0
10752,1313,21,8,-43.694048047065735,0.9895341992378235,320,0.01663401,0.023074276745319366,0.0004092704424510632,0.11923103150911629,0.2,0.018458962440490723,-0.025078256949200295,0.2841796875,-2.9966565000000003,1257.0
11264,1309,22,8,-43.636523604393005,0.9901668429374695,336,0.020100988,-0.02871745452284813,0.0004092704424510632,0.025435656832996756,0.2,-0.17229235172271729,-0.02822314971126616,0.263916015625,-2.9966565000000003,1257.0
11776,1308,23,9,-43.67409598827362,0.9911066293716431,352,0.016724095,-0.04516379162669182,0.0004092704424510632,0.005282181235088501,0.2,-0.5462167263031006,-0.025795421475777403,0.2440185546875,-2.984850888888889,1257.0
12288,1307,24,9,-43.70041513442993,0.9919358491897583,368,0.025006026,-0.0026123374700546265,0.0004092704424510632,0.11529609374701977,0.2,0.028352200984954834,-0.02796115941600874,0.3135986328125,-2.984850888888889,1257.0
12800,1306,25,9,-43.69996893405914,0.9911219477653503,384,0.01636453,-0.031985826790332794,0.0004092704424510632,0.011641471544862725,0.2,-1.8399100303649902,-0.027054743899498135,0.2572021484375,-2.9997252,1257.0
13312,1304,26,10,-43.6815310716629,0.9913288354873657,400,0.019740459,0.005428880453109741,0.0004092704424510632,0.10776203102432191,0.2,0.04203224182128906,-0.02493397649959661,0.2711181640625,-2.9997252,1257.0
13824,1303,27,10,-43.684146881103516,0.9910372495651245,416,0.023566872,-0.026401568204164505,0.0004092704424510632,0.019620156846940517,0.2,0.03842127323150635,-0.027413319563493133,0.2642822265625,-2.9997252,1257.0
14336,1301,28,11,-43.66160523891449,0.9901149868965149,432,0.020512449,-0.04018205776810646,0.0004092704424510632,0.012921883899252862,0.2,0.2546376585960388,-0.02821971129742451,0.2728271484375,-2.9893531818181818,1257.0
14848,1299,29,11,-43.66973412036896,0.9919337630271912,448,0.02099645,-0.015479186549782753,0.0004092704424510632,0.02814302867045626,0.2,0.21511733531951904,-0.02120665236725472,0.2218017578125,-2.9893531818181818,1257.0
15360,1298,30,11,-43.726806640625,0.9936067461967468,464,0.025002122,-0.037198394536972046,0.0004092704424510632,0.01048579665075522,0.2,-0.3361715078353882,-0.028801146290788893,0.300048828125,-2.999412166666667,1257.0
15872,1297,31,12,-43.76154065132141,0.9938238859176636,480,0.025730308,0.03128194063901901,0.0004092704424510632,0.12856792658567429,0.2,0.05334657430648804,-0.025913310615578666,0.2791748046875,-2.999412166666667,1257.0
16384,1295,32,12,-43.77207386493683,0.9952695369720459,496,0.023411836,-0.041718147695064545,0.0004092704424510632,0.016569284809520468,0.2,-0.5626513957977295,-0.03127092236536555,0.2662353515625,-3.0018718461538465,1257.0
