time/total_timesteps,time/fps,time/iterations,time/time_elapsed,train/entropy_loss,train/std,train/n_updates,train/approx_kl,train/loss,train/learning_rate,train/value_loss,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,rollout/ep_rew_mean,rollout/ep_len_mean
512,4057,1,0,,,,,,,,,,,,,
1024,1947,2,0,-44.00347363948822,1.0010287761688232,16,0.013539915,-0.0332755446434021,0.0004092704424510632,0.08435591182205826,0.2,-0.20880413055419922,-0.02833002686384134,0.254638671875,,
1536,1673,3,0,-44.01534712314606,1.000718116760254,32,0.013326114,-0.03690338134765625,0.0004092704424510632,0.005013358160795178,0.2,0.06346672773361206,-0.02206586029205937,0.2215576171875,-2.878208,1257.0
2048,1559,4,1,-43.96987593173981,0.9977308511734009,48,0.019852027,-0.03525111824274063,0.0004092704424510632,0.009953802917152643,0.2,0.015080451965332031,-0.02869975843350403,0.3026123046875,-2.878208,1257.0
2560,1496,5,1,-43.8967022895813,0.997041642665863,64,0.030284334,-0.0451187789440155,0.0004092704424510632,0.006204143464856315,0.2,0.07459002733230591,-0.03532648814143613,0.3388671875,-3.0109445,1257.0
3072,1455,6,2,-43.89887523651123,0.9974769949913025,80,0.02254784,-0.017264779657125473,0.0004092704424510632,0.02097731869434938,0.2,-0.010574579238891602,-0.025943029846530408,0.3118896484375,-3.0109445,1257.0
3584,1428,7,2,-43.915526390075684,0.998172402381897,96,0.028401399,-0.04065899923443794,0.0004092704424510632,0.011435552180046216,0.2,0.029580354690551758,-0.029756123694824055,0.3427734375,-3.0109445,1257.0
4096,1410,8,2,-43.92172193527222,0.9974949359893799,112,0.017374553,-0.031059682369232178,0.0004092704424510632,0.005239928112132475,0.2,-0.00205230712890625,-0.02763388525636401,0.262939453125,-3.053335333333333,1257.0
4608,1396,9,3,-43.86581027507782,0.9946271777153015,128,0.019345231,-0.018963022157549858,0.0004092704424510632,0.04882190900389105,0.2,0.002971470355987549,-0.03275363601278514,0.306640625,-3.053335333333333,1257.0
5120,1384,10,3,-43.82119917869568,0.9956591129302979,144,0.01359244,-0.030218513682484627,0.0004092704424510632,0.0024098085013974924,0.2,0.09087878465652466,-0.0225153487699572,0.2347412109375,-3.0372075,1257.0
5632,1376,11,4,-43.86223018169403,0.9963453412055969,160,0.01677809,0.0014745891094207764,0.0004092704424510632,0.05095217586494982,0.2,0.00206601619720459,-0.023029565789329354,0.215576171875,-3.0372075,1257.0
6144,1368,12,4,-43.85980439186096,0.9953223466873169,176,0.019871674,-0.027882907539606094,0.0004092704424510632,0.010184187296545133,0.2,0.030345916748046875,-0.026517315447563305,0.27099609375,-3.0372075,1257.0
6656,1361,13,4,-43.82661688327789,0.9949480891227722,192,0.023098264,-0.01837380789220333,0.0004092704424510632,0.005017320181650575,0.2,-0.017852187156677246,-0.027046711620641872,0.293701171875,-3.0369928,1257.0
7168,1355,14,5,-43.8327374458313,0.9955264329910278,208,0.019721597,0.0047689564526081085,0.0004092704424510632,0.0911224689334631,0.2,0.004167497158050537,-0.026399776310427114,0.3094482421875,-3.0369928,1257.0
7680,1349,15,5,-43.82493805885315,0.9943909645080566,224,0.025792707,-0.05200931057333946,0.0004092704424510632,0.0028277571364014875,0.2,-0.06041312217712402,-0.03159479922032915,0.312255859375,-3.0303528333333336,1257.0
8192,1344,16,6,-43.78821873664856,0.9933685660362244,240,0.02316074,2.5216490030288696e-05,0.0004092704424510632,0.07941262773238122,0.2,0.008239209651947021,-0.026563235325738788,0.281494140625,-3.0303528333333336,1257.0
