time/total_timesteps,time/fps,time/iterations,time/time_elapsed,train/entropy_loss,train/std,train/n_updates,train/approx_kl,train/loss,train/learning_rate,train/value_loss,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,rollout/ep_rew_mean,rollout/ep_len_mean
512,4155,1,0,,,,,,,,,,,,,
1024,1930,2,0,-43.98166573047638,0.9993845820426941,16,0.010843093,-0.030976109206676483,0.0004092704424510632,0.12364485488797072,0.2,-0.16775941848754883,-0.02611785475164652,0.223388671875,,
1536,1651,3,0,-43.96643567085266,0.9994972944259644,32,0.017395537,-0.04441167041659355,0.0004092704424510632,0.006884056158014573,0.2,-0.02014172077178955,-0.029292107006767765,0.268310546875,-3.203623,1257.0
2048,1543,4,1,-43.9264851808548,0.9962523579597473,48,0.015608259,-0.01901863142848015,0.0004092704424510632,0.010354739933973178,0.2,-0.0017120838165283203,-0.02619308463181369,0.2706298828125,-3.203623,1257.0
2560,1484,5,1,-43.84083807468414,0.9948447942733765,64,0.031632718,-0.030326182022690773,0.0004092704424510632,0.005684425719664432,0.2,0.004664182662963867,-0.025330013479106128,0.32275390625,-3.0570665,1257.0
3072,1444,6,2,-43.808069705963135,0.9937995076179504,80,0.020226987,-0.01856076344847679,0.0004092704424510632,0.020324503304436803,0.2,-0.0025953054428100586,-0.02239819458918646,0.2509765625,-3.0570665,1257.0
3584,1416,7,2,-43.769713163375854,0.9925792813301086,96,0.018103428,-0.030871223658323288,0.0004092704424510632,0.012892517435830086,0.2,0.0017232894897460938,-0.025649304210674018,0.27783203125,-3.0570665,1257.0
4096,1393,8,2,-43.739668011665344,0.9918967485427856,112,0.01699568,-0.042087215930223465,0.0004092704424510632,0.00421399327024119,0.2,0.0061144232749938965,-0.02441480838751886,0.2581787109375,-2.9938413333333336,1257.0
4608,1380,9,3,-43.736398100852966,0.9924482703208923,128,0.018625416,-0.028072215616703033,0.0004092704424510632,0.04510449629742652,0.2,0.0009842514991760254,-0.03023804590338841,0.3134765625,-2.9938413333333336,1257.0
5120,1370,10,3,-43.765594244003296,0.9937384724617004,144,0.015743243,-0.03631658852100372,0.0004092704424510632,0.0023371639981633052,0.2,-0.04626786708831787,-0.026596273033646867,0.2467041015625,-3.001685,1257.0
5632,1362,11,4,-43.772348046302795,0.9923750758171082,160,0.01633393,-0.008957218378782272,0.0004092704424510632,0.04795917484443635,0.2,0.0003002285957336426,-0.023241898234118707,0.2515869140625,-3.001685,1257.0
6144,1354,12,4,-43.739179491996765,0.9926062226295471,176,0.019338485,-0.037497129291296005,0.0004092704424510632,0.01099469800828956,0.2,0.0030934810638427734,-0.024621744902106002,0.2591552734375,-3.001685,1257.0
6656,1347,13,4,-43.76211225986481,0.9929805994033813,192,0.019082338,-0.044167108833789825,0.0004092704424510632,0.004663635882025119,0.2,0.0008102655410766602,-0.027388203889131546,0.279541015625,-2.9752058000000003,1257.0
7168,1342,14,5,-43.73663902282715,0.9911475777626038,208,0.016884975,0.007291801273822784,0.0004092704424510632,0.08412188990041614,0.2,0.0015048980712890625,-0.028454027604311705,0.2694091796875,-2.9752058000000003,1257.0
7680,1339,15,5,-43.710389494895935,0.9923097491264343,224,0.01590306,-0.03233024850487709,0.0004092704424510632,0.003803965199040249,0.2,-0.06242942810058594,-0.018748172049527057,0.2137451171875,-2.9948305000000004,1257.0
8192,1335,16,6,-43.734265089035034,0.991529643535614,240,0.018493824,0.014560263603925705,0.0004092704424510632,0.07920025673229247,0.2,0.0017885565757751465,-0.02340985438786447,0.236572265625,-2.9948305000000004,1257.0
8704,1331,17,6,-43.70507788658142,0.9907561540603638,256,0.022065546,-0.03934939205646515,0.0004092704424510632,0.012275808345293626,0.2,-0.01029503345489502,-0.03297970740823075,0.302734375,-2.9948305000000004,1257.0
9216,1329,18,6,-43.69872856140137,0.9919310808181763,272,0.01562663,-0.028515690937638283,0.0004092704424510632,0.005343113392882515,0.2,-0.004869699478149414,-0.02735999197466299,0.2418212890625,-2.9754835714285717,1257.0
9728,1327,19,7,-43.69334006309509,0.9889428019523621,288,0.022296574,0.017384178936481476,0.0004092704424510632,0.11682542343623936,0.2,0.0016797780990600586,-0.02624426386319101,0.257568359375,-2.9754835714285717,1257.0
10240,1323,20,7,-43.60207140445709,0.9880825281143188,304,0.016317163,-0.032120250165462494,0.0004092704424510632,0.003318227198178647,0.2,-0.1911334991455078,-0.021924888773355633,0.220947265625,-2.9534268750000003,1257.0
10752,1321,21,8,-43.5862694978714,0.9866462349891663,320,0.021174565,0.018164336681365967,0.0004092704424510632,0.1037847544066608,0.2,0.0012472867965698242,-0.028365665828459896,0.264892578125,-2.9534268750000003,1257.0
11264,1319,22,8,-43.51315414905548,0.9841440320014954,336,0.019457791,-0.045289475470781326,0.0004092704424510632,0.011136355344206095,0.2,-0.0005716085433959961,-0.026606575003825128,0.2452392578125,-2.9534268750000003,1257.0
11776,1317,23,8,-43.44919264316559,0.9823655486106873,352,0.020188367,-0.03479735925793648,0.0004092704424510632,0.003927193654817529,0.2,-0.060906410217285156,-0.03011046416941099,0.260986328125,-2.9281014444444446,1257.0
12288,1316,24,9,-43.38217318058014,0.9801422953605652,368,0.03119114,0.019559871405363083,0.0004092704424510632,0.12516302964650095,0.2,0.0009545683860778809,-0.029897931992309168,0.2904052734375,-2.9281014444444446,1257.0
12800,1314,25,9,-43.312726616859436,0.9782318472862244,384,0.01618836,-0.03157179430127144,0.0004092704424510632,0.005333911751222331,0.2,-0.09539520740509033,-0.022955838358029723,0.211181640625,-2.9183384,1257.0
13312,1313,26,10,-43.28586030006409,0.9782277345657349,400,0.025273517,0.02683284506201744,0.0004092704424510632,0.13214547000825405,0.2,0.0012829899787902832,-0.03415836645581294,0.2833251953125,-2.9183384,1257.0
13824,1313,27,10,-43.28106641769409,0.9781004190444946,416,0.032617982,-0.04670443385839462,0.0004092704424510632,0.010228108236333355,0.2,0.0031038522720336914,-0.03327159605396446,0.3057861328125,-2.9183384,1257.0
14336,1312,28,10,-43.26252019405365,0.9766346216201782,432,0.015113241,-0.03144320100545883,0.0004092704424510632,0.007134862389648333,0.2,0.0011155009269714355,-0.021171033469727263,0.2066650390625,-2.939627909090909,1257.0
14848,1311,29,11,-43.20167934894562,0.9748011231422424,448,0.02652511,-0.009430315345525742,0.0004092704424510632,0.03515343653270975,0.2,0.001055002212524414,-0.024339314753888175,0.2652587890625,-2.939627909090909,1257.0
