time/iterations,time/time_elapsed,time/fps,time/total_timesteps,train/clip_fraction,train/learning_rate,train/value_loss,train/explained_variance,train/n_updates,train/std,train/loss,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/clip_range,rollout/ep_len_mean,rollout/ep_rew_mean
1,0,3661,512,,,,,,,,,,,,,
2,0,1769,1024,0.25732421875,0.0004092704424510632,0.19565017661079764,-0.12777924537658691,16,0.9994248151779175,-0.036310020834207535,-43.982422947883606,-0.03537725450587459,0.019852845,0.2,,
3,1,1523,1536,0.2642822265625,0.0004092704424510632,0.004523671217611991,0.04884672164916992,32,0.9987254738807678,-0.04304913431406021,-43.955235958099365,-0.03195921677979641,0.01686113,0.2,1257.0,-2.414413
4,1,1423,2048,0.2196044921875,0.0004092704424510632,0.0017103834798035678,-0.06076788902282715,48,0.9977490305900574,-0.037459176033735275,-43.93232190608978,-0.023414638795657083,0.014653327,0.2,1257.0,-2.414413
5,1,1367,2560,0.35595703125,0.0004092704424510632,0.0036990371663705446,0.054001450538635254,64,0.9970682263374329,-0.04039449617266655,-43.90227770805359,-0.03282636165386066,0.030721828,0.2,1257.0,-2.517261
6,2,1331,3072,0.2381591796875,0.0004092704424510632,0.006293402111623436,-0.017039775848388672,80,0.9966596961021423,-0.013991892337799072,-43.886001229286194,-0.0263805667127599,0.01651853,0.2,1257.0,-2.517261
7,2,1306,3584,0.320556640625,0.0004092704424510632,0.0052902544412063435,0.053331851959228516,96,0.9975156188011169,-0.04018356278538704,-43.88769710063934,-0.03158614761196077,0.02320005,0.2,1257.0,-2.517261
8,3,1289,4096,0.32080078125,0.0004092704424510632,0.004563149661407806,0.013085722923278809,112,0.9990195631980896,-0.040784966200590134,-43.92665648460388,-0.031735729906358756,0.025202274,0.2,1257.0,-2.5220396666666667
9,3,1278,4608,0.2891845703125,0.0004092704424510632,0.018693740479648113,0.008829236030578613,128,0.9994695782661438,-0.03146440535783768,-43.958943009376526,-0.030759307672269642,0.019053135,0.2,1257.0,-2.5220396666666667
10,4,1268,5120,0.2513427734375,0.0004092704424510632,0.0025077758000406902,0.027229666709899902,144,0.9985374808311462,-0.04005914926528931,-43.952112913131714,-0.024798703627311625,0.016412782,0.2,1257.0,-2.55790225
11,4,1257,5632,0.328125,0.0004092704424510632,0.021061341103632003,-0.0031200647354125977,160,0.9995428323745728,-0.014452248811721802,-43.943822264671326,-0.03543698790599592,0.021500496,0.2,1257.0,-2.55790225
12,4,1249,6144,0.29296875,0.0004092704424510632,0.004556583917292301,0.04511570930480957,176,0.99991375207901,-0.027726376429200172,-43.974653363227844,-0.025380960214533843,0.024374895,0.2,1257.0,-2.55790225
13,5,1244,6656,0.29833984375,0.0004092704424510632,0.00392632931470871,0.02117156982421875,192,1.000383734703064,-0.051391176879405975,-43.980708837509155,-0.03509907706757076,0.016917884,0.2,1257.0,-2.5360132
14,5,1239,7168,0.2801513671875,0.0004092704424510632,0.04259030381217599,0.004352867603302002,208,0.9990796446800232,-0.009880725294351578,-43.97671365737915,-0.025982887062127702,0.020868277,0.2,1257.0,-2.5360132
15,6,1233,7680,0.1854248046875,0.0004092704424510632,0.004370541326352395,-0.0011159181594848633,224,0.9975537061691284,-0.031151488423347473,-43.92307186126709,-0.02169744565617293,0.013032644,0.2,1257.0,-2.5454141666666668
16,6,1230,8192,0.2598876953125,0.0004092704424510632,0.04822726978454739,0.0020999908447265625,240,0.9969671964645386,-0.002503296360373497,-43.8893016576767,-0.02871681393298786,0.019777931,0.2,1257.0,-2.5454141666666668
17,7,1226,8704,0.2503662109375,0.0004092704424510632,0.004921556857880205,0.05610901117324829,256,0.9982041716575623,-0.03549668937921524,-43.89384198188782,-0.02450780337676406,0.021820616,0.2,1257.0,-2.5454141666666668
18,7,1222,9216,0.2373046875,0.0004092704424510632,0.005834733281517401,0.01619541645050049,272,0.99797123670578,-0.04523191228508949,-43.916175842285156,-0.025235800101654604,0.016189227,0.2,1257.0,-2.529012857142857
19,7,1220,9728,0.265625,0.0004092704424510632,0.06892327906098217,0.0061814188957214355,288,0.9978424310684204,-0.004138194024562836,-43.905322670936584,-0.02645694553211797,0.026804948,0.2,1257.0,-2.529012857142857
20,8,1218,10240,0.266845703125,0.0004092704424510632,0.0038484613251057453,-0.03363776206970215,304,0.9965786933898926,-0.04456343874335289,-43.89280641078949,-0.02710261635365896,0.01833009,0.2,1257.0,-2.547882
21,8,1213,10752,0.2530517578125,0.0004092704424510632,0.06706623930949718,0.011337339878082275,320,0.9961594939231873,0.0003425814211368561,-43.85095417499542,-0.023100132500985637,0.018181305,0.2,1257.0,-2.547882
22,9,1212,11264,0.29638671875,0.0004092704424510632,0.005710587283829227,0.12498706579208374,336,0.9964104890823364,-0.034596800804138184,-43.852670431137085,-0.02806902411975898,0.026731193,0.2,1257.0,-2.547882
23,9,1209,11776,0.2772216796875,0.0004092704424510632,0.004267392883775756,0.025661706924438477,352,0.9975439310073853,-0.039107970893383026,-43.87030100822449,-0.0274009897839278,0.019270107,0.2,1257.0,-2.535025777777778
24,10,1208,12288,0.2786865234375,0.0004092704424510632,0.07149562798440456,0.016543984413146973,368,0.9981812238693237,0.005829960107803345,-43.90217089653015,-0.024983065246487968,0.024649043,0.2,1257.0,-2.535025777777778
25,10,1207,12800,0.1590576171875,0.0004092704424510632,0.0076568162548937835,-0.39271605014801025,384,0.9971533417701721,-0.016092311590909958,-43.89644110202789,-0.020025140460347757,0.013829749,0.2,1257.0,-2.5307072
26,11,1205,13312,0.26611328125,0.0004092704424510632,0.09273101552389562,0.003884553909301758,400,0.9967781901359558,-0.007618773728609085,-43.86732268333435,-0.02998877174104564,0.02065759,0.2,1257.0,-2.5307072
27,11,1204,13824,0.285400390625,0.0004092704424510632,0.004374122625449672,-0.08953869342803955,416,0.9970431327819824,-0.028885623440146446,-43.8667117357254,-0.027318379434291273,0.025888098,0.2,1257.0,-2.5307072
28,11,1203,14336,0.2352294921875,0.0004092704424510632,0.0043660928786266595,0.0013236403465270996,432,0.9962561130523682,-0.033607278019189835,-43.85996973514557,-0.02748019664431922,0.016712574,0.2,1257.0,-2.524240272727273
29,12,1202,14848,0.3214111328125,0.0004092704424510632,0.01904209575150162,0.006610751152038574,448,0.996669590473175,-0.021013839170336723,-43.84686636924744,-0.02704987075412646,0.03023342,0.2,1257.0,-2.524240272727273
30,12,1201,15360,0.205078125,0.0004092704424510632,0.0032625269632262643,-0.0659642219543457,464,0.9964354634284973,-0.038911011070013046,-43.85778081417084,-0.02075142748071812,0.014343835,0.2,1257.0,-2.5123518333333332
31,13,1201,15872,0.246826171875,0.0004092704424510632,0.10719807120040059,0.006949245929718018,480,0.9954554438591003,-0.012126181274652481,-43.837127923965454,-0.026341390228481032,0.022281315,0.2,1257.0,-2.5123518333333332
32,13,1199,16384,0.270751953125,0.0004092704424510632,0.007073509696056135,-0.12341666221618652,496,0.9940837621688843,-0.043938957154750824,-43.80285620689392,-0.030644925034721382,0.022226255,0.2,1257.0,-2.5009629230769232
33,14,1199,16896,0.2701416015625,0.0004092704424510632,0.13667582417838275,0.003928065299987793,512,0.9945862889289856,0.027554653584957123,-43.774502992630005,-0.02752188572776504,0.023645777,0.2,1257.0,-2.5009629230769232
34,14,1198,17408,0.25830078125,0.0004092704424510632,0.0075729047384811565,-0.08203661441802979,528,0.9940822124481201,-0.03264153003692627,-43.78447473049164,-0.027301370457280427,0.024120312,0.2,1257.0,-2.5009629230769232
