time/iterations,time/time_elapsed,time/fps,time/total_timesteps,train/clip_fraction,train/learning_rate,train/value_loss,train/explained_variance,train/n_updates,train/std,train/loss,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/clip_range,rollout/ep_len_mean,rollout/ep_rew_mean
1,0,3924,512,,,,,,,,,,,,,
2,0,1840,1024,0.1934814453125,0.0004092704424510632,0.17950333532644436,-0.07135260105133057,16,1.0003023147583008,-0.03618109971284866,-43.99119436740875,-0.02610701069352217,0.01332923,0.2,,
3,0,1582,1536,0.2724609375,0.0004092704424510632,0.005006876905099489,-0.021935105323791504,32,1.0008060932159424,-0.029714547097682953,-44.002522349357605,-0.030096493050223216,0.017980762,0.2,1257.0,-2.647352
4,1,1484,2048,0.25048828125,0.0004092704424510632,0.006154802133096382,0.000499427318572998,48,1.0019770860671997,-0.027012357488274574,-44.02801692485809,-0.020615827772417106,0.01629188,0.2,1257.0,-2.647352
5,1,1423,2560,0.3048095703125,0.0004092704424510632,0.0036059419144294225,0.001446366310119629,64,1.0020685195922852,-0.04627104848623276,-44.04974615573883,-0.026646463869838044,0.024443638,0.2,1257.0,-2.620207
6,2,1390,3072,0.2108154296875,0.0004092704424510632,0.005253537150565535,0.00032019615173339844,80,0.9997517466545105,-0.04128693416714668,-44.02092373371124,-0.023341060150414705,0.013758043,0.2,1257.0,-2.620207
7,2,1366,3584,0.261474609375,0.0004092704424510632,0.0060621344891842455,0.0011943578720092773,96,0.9982202053070068,-0.03423643857240677,-43.94419038295746,-0.02480414856108837,0.016898029,0.2,1257.0,-2.620207
8,3,1346,4096,0.266357421875,0.0004092704424510632,0.004528102137555834,-0.0033141374588012695,112,0.9981383681297302,-0.0366843082010746,-43.92445361614227,-0.027941215739701875,0.018473113,0.2,1257.0,-2.542861333333333
9,3,1334,4608,0.3653564453125,0.0004092704424510632,0.006318158048088662,0.0033135414123535156,128,0.9959653615951538,-0.04204916954040527,-43.901073694229126,-0.03185665910132229,0.025368363,0.2,1257.0,-2.542861333333333
10,3,1324,5120,0.2823486328125,0.0004092704424510632,0.0019238763452449348,0.020034968852996826,144,0.9951010942459106,-0.03477821126580238,-43.8394341468811,-0.03133464415441267,0.01698124,0.2,1257.0,-2.5708605
11,4,1315,5632,0.233642578125,0.0004092704424510632,0.006221600910066627,0.0012091398239135742,160,0.9934691190719604,-0.022699464112520218,-43.80817687511444,-0.023431411536876112,0.014163791,0.2,1257.0,-2.5708605
12,4,1309,6144,0.210693359375,0.0004092704424510632,0.005410401470726356,0.005000412464141846,176,0.9930541515350342,-0.039399437606334686,-43.768349051475525,-0.02251097426051274,0.013424786,0.2,1257.0,-2.5708605
13,5,1305,6656,0.2666015625,0.0004092704424510632,0.003597633018216584,0.0022065043449401855,192,0.9934841394424438,-0.04089248180389404,-43.77036476135254,-0.028242670639883727,0.01915792,0.2,1257.0,-2.5534342000000003
14,5,1300,7168,0.2611083984375,0.0004092704424510632,0.01542576210340485,0.0008634328842163086,208,0.9946932792663574,-0.03468663990497589,-43.79631221294403,-0.027295789564959705,0.019061416,0.2,1257.0,-2.5534342000000003
15,5,1297,7680,0.2071533203125,0.0004092704424510632,0.0035672675840032753,0.006925702095031738,224,0.9947651028633118,-0.02979014813899994,-43.81875658035278,-0.023893439501989633,0.013622047,0.2,1257.0,-2.5349223333333337
16,6,1292,8192,0.3170166015625,0.0004092704424510632,0.01878560840850696,0.00041860342025756836,240,0.9953133463859558,-0.038191746920347214,-43.82019913196564,-0.027829923885292374,0.029165454,0.2,1257.0,-2.5349223333333337
17,6,1289,8704,0.2694091796875,0.0004092704424510632,0.00530440727743553,0.008685111999511719,256,0.9977799654006958,-0.031459879130125046,-43.86580669879913,-0.023745286685880274,0.02160899,0.2,1257.0,-2.5349223333333337
18,7,1284,9216,0.2279052734375,0.0004092704424510632,0.003938658774131909,-0.00422978401184082,272,0.9998034834861755,-0.02358347736299038,-43.93747270107269,-0.02370438168873079,0.018457599,0.2,1257.0,-2.532868
19,7,1282,9728,0.2052001953125,0.0004092704424510632,0.03951485548168421,0.0004957318305969238,288,1.0007927417755127,-0.02205595187842846,-43.98509383201599,-0.023813742693164386,0.01694053,0.2,1257.0,-2.532868
20,7,1280,10240,0.2958984375,0.0004092704424510632,0.0031818329298403114,-0.0018794536590576172,304,0.9999703168869019,-0.04627270624041557,-43.99233055114746,-0.031020220660138875,0.02334415,0.2,1257.0,-2.512639125
21,8,1278,10752,0.2215576171875,0.0004092704424510632,0.04614353517536074,0.0008119344711303711,320,0.9979204535484314,0.010782111436128616,-43.94008946418762,-0.019113698828732595,0.020331368,0.2,1257.0,-2.512639125
22,8,1278,11264,0.2161865234375,0.0004092704424510632,0.006158539370517246,0.006600022315979004,336,0.996993899345398,-0.022470785304903984,-43.892927169799805,-0.021937680343398824,0.019039767,0.2,1257.0,-2.512639125
23,9,1275,11776,0.2442626953125,0.0004092704424510632,0.0034426357233314775,0.006059706211090088,352,0.9973083138465881,-0.034104034304618835,-43.87975835800171,-0.02708719699876383,0.018853098,0.2,1257.0,-2.4992730000000005
24,9,1273,12288,0.28125,0.0004092704424510632,0.0683340133400634,0.0013161897659301758,368,0.9962943196296692,0.0019474923610687256,-43.87772750854492,-0.025161660625599325,0.029721508,0.2,1257.0,-2.4992730000000005
25,10,1271,12800,0.230224609375,0.0004092704424510632,0.004803316456673201,-0.018069982528686523,384,0.9953722357749939,-0.028080936521291733,-43.838194608688354,-0.02226859497022815,0.016365867,0.2,1257.0,-2.5238726000000002
26,10,1271,13312,0.283935546875,0.0004092704424510632,0.0790458993287757,0.00170135498046875,400,0.9934591054916382,0.00542275607585907,-43.8004047870636,-0.024321604607393965,0.021259647,0.2,1257.0,-2.5238726000000002
27,10,1270,13824,0.3016357421875,0.0004092704424510632,0.004532678423856851,0.022082746028900146,416,0.9933269619941711,-0.03572458028793335,-43.75162220001221,-0.028140163922216743,0.026583513,0.2,1257.0,-2.5238726000000002
28,11,1269,14336,0.1851806640625,0.0004092704424510632,0.004572772391838953,0.00010031461715698242,432,0.99407958984375,-0.028729017823934555,-43.77241051197052,-0.02154988890106324,0.015008787,0.2,1257.0,-2.527682363636364
29,11,1269,14848,0.286376953125,0.0004092704424510632,0.018350801066844724,0.0028654932975769043,448,0.9936196804046631,-0.018716532737016678,-43.77633774280548,-0.02270472414966207,0.029441774,0.2,1257.0,-2.527682363636364
30,12,1267,15360,0.2724609375,0.0004092704424510632,0.003813972944044508,0.0036722421646118164,464,0.9942362308502197,-0.044812336564064026,-43.77265679836273,-0.028463019494665787,0.0247312,0.2,1257.0,-2.519160166666667
31,12,1266,15872,0.2578125,0.0004092704424510632,0.11623281193897128,0.0013466477394104004,480,0.993923008441925,0.014510426670312881,-43.781071066856384,-0.025659379811258987,0.020541426,0.2,1257.0,-2.519160166666667
32,12,1265,16384,0.260498046875,0.0004092704424510632,0.0042346976333647035,-0.030457615852355957,496,0.9925567507743835,-0.036275770515203476,-43.754698157310486,-0.024569731620431412,0.020611683,0.2,1257.0,-2.5219043846153846
33,13,1265,16896,0.287353515625,0.0004092704424510632,0.1203365414403379,0.013957202434539795,512,0.9924618005752563,0.02214677631855011,-43.72606086730957,-0.03018880428862758,0.028637707,0.2,1257.0,-2.5219043846153846
34,13,1264,17408,0.171630859375,0.0004092704424510632,0.006689856993034482,0.0008854269981384277,528,0.9928662180900574,-0.02224310301244259,-43.73549211025238,-0.016764984582550824,0.012557095,0.2,1257.0,-2.5219043846153846
35,14,1263,17920,0.1898193359375,0.0004092704424510632,0.003950044530938612,-0.009908318519592285,544,0.9937954545021057,-0.026330003514885902,-43.75608420372009,-0.02287136178347282,0.015482221,0.2,1257.0,-2.5215316428571426
36,14,1262,18432,0.2027587890625,0.0004092704424510632,0.134338291361928,0.003468930721282959,560,0.99290531873703,0.021970052272081375,-43.76282501220703,-0.019106248379102908,0.017498374,0.2,1257.0,-2.5215316428571426
37,15,1262,18944,0.2344970703125,0.0004092704424510632,0.0022952197068661917,-1.2974183559417725,576,0.9945960640907288,-0.04022381454706192,-43.75792908668518,-0.02823406051902566,0.01412661,0.2,1257.0,-2.5174484666666666
38,15,1261,19456,0.238037109375,0.0004092704424510632,0.11197532422374934,0.012274324893951416,592,0.9949524998664856,0.007646989077329636,-43.80198562145233,-0.025129336427198723,0.019764116,0.2,1257.0,-2.5174484666666666
39,15,1261,19968,0.25390625,0.0004092704424510632,0.007370936451479793,-0.22583365440368652,608,0.9947378635406494,-0.03392404690384865,-43.795902371406555,-0.026475550490431488,0.016997147,0.2,1257.0,-2.5174484666666666
40,16,1261,20480,0.251708984375,0.0004092704424510632,0.004726706865767483,-0.0006737709045410156,624,0.9946708083152771,-0.041954293847084045,-43.78861963748932,-0.031075436738319695,0.018595573,0.2,1257.0,-2.5159811249999997
41,16,1259,20992,0.2625732421875,0.0004092704424510632,0.17643942846916616,0.0030884742736816406,640,0.9938579797744751,0.04065424203872681,-43.77778398990631,-0.02476646205468569,0.022649376,0.2,1257.0,-2.5159811249999997
42,17,1258,21504,0.24951171875,0.0004092704424510632,0.003209352111298358,-5.458375930786133,656,0.9937693476676941,-0.037417057901620865,-43.7523934841156,-0.028611866844585165,0.016358387,0.2,1257.0,-2.516661647058823
43,17,1257,22016,0.27685546875,0.0004092704424510632,0.13281764020211995,0.018079638481140137,672,0.9923161864280701,0.015126999467611313,-43.73323452472687,-0.028260697145015,0.030131593,0.2,1257.0,-2.516661647058823
44,17,1256,22528,0.248046875,0.0004092704424510632,0.007932628592243418,-0.11713242530822754,688,0.9909624457359314,-0.04218224436044693,-43.68972396850586,-0.02493456279626116,0.020476747,0.2,1257.0,-2.516661647058823
