time/iterations,time/time_elapsed,time/fps,time/total_timesteps,train/clip_fraction,train/learning_rate,train/value_loss,train/explained_variance,train/n_updates,train/std,train/loss,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/clip_range,rollout/ep_len_mean,rollout/ep_rew_mean
1,0,3784,512,,,,,,,,,,,,,
2,0,1793,1024,0.2952880859375,0.0004092704424510632,0.1262976869911654,-0.13811206817626953,16,1.0000519752502441,-0.04737408459186554,-43.987059593200684,-0.03546405011729803,0.021902481,0.2,,
3,0,1546,1536,0.2637939453125,0.0004092704424510632,0.004740612544992473,0.003300905227661133,32,1.0015673637390137,-0.04599633440375328,-44.006107807159424,-0.03134237785707228,0.017690718,0.2,1257.0,-2.628629
4,1,1444,2048,0.293701171875,0.0004092704424510632,0.004037468053866178,-0.017665743827819824,48,1.001960277557373,-0.025590479373931885,-44.04296278953552,-0.02996352975605987,0.019560667,0.2,1257.0,-2.628629
5,1,1384,2560,0.3203125,0.0004092704424510632,0.0032658340169291478,0.04900801181793213,64,1.0020965337753296,-0.029173841699957848,-44.04407513141632,-0.02882655232679099,0.021530643,0.2,1257.0,-2.5829459999999997
6,2,1351,3072,0.29150390625,0.0004092704424510632,0.009804039480513893,-0.004949450492858887,80,1.0012282133102417,-0.035169173032045364,-44.038567900657654,-0.027680606639478356,0.018118478,0.2,1257.0,-2.5829459999999997
7,2,1330,3584,0.293701171875,0.0004092704424510632,0.0062362216267501935,0.037402987480163574,96,1.0009024143218994,-0.0322311632335186,-44.01159060001373,-0.026660426578018814,0.018151492,0.2,1257.0,-2.5829459999999997
8,3,1313,4096,0.278564453125,0.0004092704424510632,0.003656566645076964,0.012094438076019287,112,1.0017317533493042,-0.03028237447142601,-44.01789748668671,-0.027002196351531893,0.019704405,0.2,1257.0,-2.545666333333333
9,3,1298,4608,0.2742919921875,0.0004092704424510632,0.02571328211342916,0.004082083702087402,128,1.0016276836395264,-0.021646123379468918,-44.03729462623596,-0.027344800502760336,0.016843203,0.2,1257.0,-2.545666333333333
10,3,1280,5120,0.2200927734375,0.0004092704424510632,0.0020163808585493825,0.055774569511413574,144,1.0017651319503784,-0.02343270555138588,-44.02886521816254,-0.025951039759092964,0.014511218,0.2,1257.0,-2.5748137499999997
