train/learning_rate,time/total_timesteps,train/ent_coef_loss,train/actor_loss,time/fps,train/n_updates,train/ent_coef,time/episodes,rollout/ep_len_mean,train/critic_loss,rollout/ep_rew_mean,time/time_elapsed
0.0008459126528049375,5028,-172.1240692138672,-120.24200439453125,10,4927,0.017027053982019424,4,1257.0,1.927710771560669,-4.85036425,476
0.0008459126528049375,10056,38.43159866333008,-122.27275085449219,10,9955,0.0011069935280829668,8,1257.0,20.363033294677734,-3.772724,944
0.0008459126528049375,15084,-12.362709045410156,-120.35799407958984,10,14983,0.0008908453164622188,12,1257.0,5.127640247344971,-2.9890375833333334,1414
0.0008459126528049375,20112,75.71744537353516,-109.76518249511719,10,20011,0.0007300825091078877,16,1257.0,4.882458686828613,-2.580763625,1889
0.0008459126528049375,25140,-30.27903175354004,-101.3700180053711,10,25039,0.0015178753528743982,20,1257.0,9.879438400268555,-2.3906075,13
0.0008459126528049375,30168,-7.383681774139404,-87.54183197021484,10,30067,0.0011008793953806162,24,1257.0,3.100759506225586,-2.259647166666667,491
0.0008459126528049375,35196,27.082080841064453,-78.02606201171875,10,35095,0.0011918599484488368,28,1257.0,3.6086983680725098,-2.164250785714286,966
0.0008459126528049375,40224,52.639366149902344,-43.75056457519531,10,40123,0.0023186092730611563,32,1257.0,27.225887298583984,-2.0548787500000003,1435
0.0008459126528049375,45252,-84.92997741699219,-35.06208801269531,10,45151,0.0011242909822613,36,1257.0,12.090085983276367,-2.013994361111111,1911
0.0008459126528049375,50280,9.228163719177246,-28.589046478271484,10,50179,0.0005435067578218877,40,1257.0,4.8825764656066895,-1.976027525,27
0.0008459126528049375,55308,12.746241569519043,-14.091775894165039,10,55207,0.002142788842320442,44,1257.0,19.84539031982422,-1.934234659090909,508
0.0008459126528049375,60336,27.211181640625,-10.528274536132812,10,60235,0.0009218662162311375,48,1257.0,5.531447410583496,-1.9000481666666669,988
0.0008459126528049375,65364,75.29000091552734,-9.967472076416016,10,65263,0.001484439242631197,52,1257.0,4.231568336486816,-1.8806484615384613,1468
0.0008459126528049375,70392,-36.460693359375,-2.134852409362793,10,70291,0.0009360111434943974,56,1257.0,6.174086570739746,-1.8784592142857142,1939
0.0008459126528049375,75420,-56.286468505859375,4.787717342376709,10,75319,0.0010551291052252054,60,1257.0,3.826935291290283,-1.8531942666666668,39
0.0008459126528049375,80448,46.45903396606445,14.255969047546387,10,80347,0.0005396894994191825,64,1257.0,5.804539203643799,-1.836673515625,506
0.0008459126528049375,85476,-36.608131408691406,28.58493423461914,10,85375,0.0017959857359528542,68,1257.0,7.660515785217285,-1.8207660882352938,990
