train/actor_loss,time/episodes,train/learning_rate,rollout/ep_len_mean,train/critic_loss,time/time_elapsed,rollout/ep_rew_mean,train/ent_coef,train/ent_coef_loss,time/total_timesteps,time/fps,train/n_updates
-123.06295776367188,4,0.0008459126528049375,1257.0,55.547393798828125,151,-4.4716085,0.017573557794094086,-164.86090087890625,5028,33,4927
-130.49713134765625,8,0.0008459126528049375,1257.0,1.5996546745300293,307,-3.428761625,0.0009137130691669881,-71.39883422851562,10056,32,9955
-134.2277069091797,12,0.0008459126528049375,1257.0,57.21623992919922,468,-2.7415040833333335,0.0008962363936007023,-41.019554138183594,15084,32,14983
-139.57192993164062,16,0.0008459126528049375,1257.0,6.010363578796387,633,-2.4469930625,0.0011669188970699906,-41.048648834228516,20112,31,20011
-138.90538024902344,20,0.0008459126528049375,1257.0,3.4562697410583496,4,-2.2748695999999997,0.0012011814396828413,-32.30976867675781,25140,33,25039
-141.81398010253906,24,0.0008459126528049375,1257.0,6.198399543762207,174,-2.148384666666667,0.0013824492925778031,62.76816177368164,30168,29,30067
-140.77200317382812,28,0.0008459126528049375,1257.0,10.370244979858398,326,-2.09950525,0.0006785856676287949,148.17410278320312,35196,31,35095
-136.5012969970703,32,0.0008459126528049375,1257.0,7.751365661621094,477,-2.05377571875,0.000906157772988081,77.24893188476562,40224,31,40123
-124.77299499511719,36,0.0008459126528049375,1257.0,53.686248779296875,642,-2.0309500277777772,0.0006259871879592538,161.7154998779297,45252,31,45151
-105.73517608642578,40,0.0008459126528049375,1257.0,26.631175994873047,8,-1.990719125,0.0011422873940318823,51.14523696899414,50280,33,50179
-102.2102279663086,44,0.0008459126528049375,1257.0,4.8751959800720215,160,-1.951607045454545,0.0012228033738210797,37.690826416015625,55308,33,55207
-91.70085906982422,48,0.0008459126528049375,1257.0,9.763751983642578,313,-1.9315486666666668,0.0008356650942005217,-83.43035888671875,60336,32,60235
-88.41899871826172,52,0.0008459126528049375,1257.0,3.0622215270996094,483,-1.9465248846153846,0.0007656947709619999,41.18113327026367,65364,31,65263
-72.75750732421875,56,0.0008459126528049375,1257.0,2.2489213943481445,676,-1.935368625,0.0008247458608821034,-12.636237144470215,70392,30,70291
-72.42310333251953,60,0.0008459126528049375,1257.0,2.6022064685821533,16,-1.9029199,0.0007937871268950403,-29.40026092529297,75420,25,75319
-68.52706909179688,64,0.0008459126528049375,1257.0,3.616128444671631,216,-1.8873604062500002,0.0006568480748683214,-68.59223175048828,80448,25,80347
-68.28755950927734,68,0.0008459126528049375,1257.0,0.9669957160949707,415,-1.8844895441176472,0.000390736386179924,64.2222900390625,85476,25,85375
-61.49239730834961,72,0.0008459126528049375,1257.0,2.0405707359313965,612,-1.872155902777778,0.00046231038868427277,-60.38886642456055,90504,25,90403
-56.141029357910156,76,0.0008459126528049375,1257.0,1.0279170274734497,808,-1.8511336578947368,0.0005390159203670919,-14.143250465393066,95532,25,95431
