train/actor_loss,time/episodes,train/learning_rate,rollout/ep_len_mean,train/critic_loss,time/time_elapsed,rollout/ep_rew_mean,train/ent_coef,train/ent_coef_loss,time/total_timesteps,time/fps,train/n_updates
-124.22859191894531,4,0.0008459126528049375,1257.0,6.806815147399902,169,-4.358791,0.01774277538061142,-162.3878936767578,5028,29,4927
-130.95742797851562,8,0.0008459126528049375,1257.0,1.0825538635253906,318,-3.516609125,0.001288830186240375,-72.62565612792969,10056,31,9955
-133.38966369628906,12,0.0008459126528049375,1257.0,3.934373378753662,468,-3.031030166666666,0.0005369659629650414,111.00444793701172,15084,32,14983
-136.58761596679688,16,0.0008459126528049375,1257.0,108.19380187988281,618,-2.678103625,0.0008983641746453941,53.6744384765625,20112,32,20011
-142.44920349121094,20,0.0008459126528049375,1257.0,6.583528995513916,4,-2.5654650499999994,0.0005437768413685262,-46.7003288269043,25140,33,25039
-145.3338623046875,24,0.0008459126528049375,1257.0,4.080850601196289,153,-2.3955527083333332,0.00028014840791001916,16.043479919433594,30168,33,30067
-142.1024627685547,28,0.0008459126528049375,1257.0,5.481647491455078,321,-2.258819642857143,0.0005877258372493088,-84.94170379638672,35196,31,35095
-142.32925415039062,32,0.0008459126528049375,1257.0,5.816186904907227,493,-2.185073,0.0005247708177193999,-44.69522476196289,40224,30,40123
-135.28797912597656,36,0.0008459126528049375,1257.0,7.284275054931641,639,-2.1407293055555554,0.00039921337156556547,165.00668334960938,45252,31,45151
-125.20661926269531,40,0.0008459126528049375,1257.0,2.150752305984497,8,-2.06738235,0.0002394740004092455,10.170014381408691,50280,34,50179
-121.8026351928711,44,0.0008459126528049375,1257.0,3.344839572906494,152,-2.011394954545455,0.0009116259170696139,48.30155944824219,55308,34,55207
-113.85918426513672,48,0.0008459126528049375,1257.0,2.5310215950012207,298,-2.0005477291666667,0.00032385383383370936,-0.5057715773582458,60336,34,60235
-109.22354125976562,52,0.0008459126528049375,1257.0,25.490764617919922,444,-1.9656091346153846,0.00047312775859609246,54.579219818115234,65364,34,65263
-107.26001739501953,56,0.0008459126528049375,1257.0,14.460591316223145,592,-1.9437401964285712,0.0005323390359990299,35.064273834228516,70392,34,70291
-104.90182495117188,60,0.0008459126528049375,1257.0,29.173580169677734,12,-1.909990883333333,0.0006970297545194626,18.691131591796875,75420,32,75319
-100.458251953125,64,0.0008459126528049375,1257.0,2.5760092735290527,170,-1.8915415625,0.0003943090559914708,30.042131423950195,80448,31,80347
-100.19589233398438,68,0.0008459126528049375,1257.0,1.7015807628631592,330,-1.8869686764705884,0.0005542058497667313,101.67412567138672,85476,31,85375
-85.17302703857422,72,0.0008459126528049375,1257.0,1.5169785022735596,519,-1.8700097638888888,0.00044004779192619026,35.06272506713867,90504,29,90403
-72.09603881835938,76,0.0008459126528049375,1257.0,8.110647201538086,711,-1.8503210526315788,0.0009197051404044032,52.476654052734375,95532,28,95431
