train/actor_loss,time/episodes,train/learning_rate,rollout/ep_len_mean,train/critic_loss,time/time_elapsed,rollout/ep_rew_mean,train/ent_coef,train/ent_coef_loss,time/total_timesteps,time/fps,train/n_updates
-122.74386596679688,4,0.0008459126528049375,1257.0,1.1581380367279053,210,-4.9780525,0.017155632376670837,-162.8017578125,5028,23,4927
-129.48594665527344,8,0.0008459126528049375,1257.0,59.06946563720703,394,-3.8749333750000003,0.0012958762235939503,5.989202499389648,10056,25,9955
-134.70608520507812,12,0.0008459126528049375,1257.0,2.485048770904541,572,-3.191959666666667,0.000791319296695292,22.311962127685547,15084,26,14983
-137.9929962158203,16,0.0008459126528049375,1257.0,6.88507604598999,741,-2.8438196875,0.000808327691629529,30.597612380981445,20112,27,20011
-141.1337127685547,20,0.0008459126528049375,1257.0,53.071083068847656,6,-2.6071673499999997,0.0009362660348415375,58.432342529296875,25140,22,25039
-141.72021484375,24,0.0008459126528049375,1257.0,18.541500091552734,209,-2.4326187083333335,0.0007589430897496641,8.253507614135742,30168,24,30067
-137.76190185546875,28,0.0008459126528049375,1257.0,5.590752601623535,405,-2.289184928571429,0.00037129176780581474,19.103992462158203,35196,25,35095
-133.82443237304688,32,0.0008459126528049375,1257.0,47.59981918334961,600,-2.20593659375,0.0006259683868847787,166.4822235107422,40224,25,40123
-127.10084533691406,36,0.0008459126528049375,1257.0,6.253342628479004,801,-2.128389222222223,0.0009600840858183801,-19.44683837890625,45252,25,45151
-116.1773681640625,40,0.0008459126528049375,1257.0,8.723234176635742,10,-2.0730418,0.0006554526626132429,-9.112041473388672,50280,26,50179
-103.3253402709961,44,0.0008459126528049375,1257.0,3.3519716262817383,200,-2.009897272727273,0.0011822250671684742,-83.11285400390625,55308,26,55207
-93.97295379638672,48,0.0008459126528049375,1257.0,32.90400695800781,388,-1.9744173958333338,0.0005994720268063247,117.84547424316406,60336,26,60235
-89.60215759277344,52,0.0008459126528049375,1257.0,3.897754669189453,577,-1.930258461538462,0.000327159563312307,47.217288970947266,65364,26,65263
-87.33760070800781,56,0.0008459126528049375,1257.0,11.610040664672852,766,-1.8683801071428572,0.0006412269431166351,-44.98118209838867,70392,26,70291
-85.38970184326172,60,0.0008459126528049375,1257.0,5.393096923828125,16,-1.8206760333333336,0.00071284722071141,-7.736932754516602,75420,25,75319
-73.79512023925781,64,0.0008459126528049375,1257.0,2.121807098388672,195,-1.781684390625,0.0017465115524828434,-5.485682010650635,80448,27,80347
-67.47215270996094,68,0.0008459126528049375,1257.0,3.439152240753174,361,-1.7624167647058822,0.0015830491902306676,39.664180755615234,85476,29,85375
-52.82767105102539,72,0.0008459126528049375,1257.0,6.147026538848877,557,-1.747845763888889,0.0008994786767289042,46.16381072998047,90504,27,90403
-47.43891906738281,76,0.0008459126528049375,1257.0,1.8494648933410645,746,-1.7245673684210525,0.0006427318439818919,0.099068284034729,95532,27,95431
