train/actor_loss,time/episodes,train/learning_rate,rollout/ep_len_mean,train/critic_loss,time/time_elapsed,rollout/ep_rew_mean,train/ent_coef,train/ent_coef_loss,time/total_timesteps,time/fps,train/n_updates
-122.82767486572266,4,0.0008459126528049375,1257.0,0.944499671459198,160,-4.57556775,0.01717241108417511,-173.03634643554688,5028,31,4927
-127.43490600585938,8,0.0008459126528049375,1257.0,1.3996491432189941,309,-3.544752125,0.0011265674838796258,24.832271575927734,10056,32,9955
-132.04061889648438,12,0.0008459126528049375,1257.0,1.4711856842041016,457,-2.8631190833333338,0.0008987000910565257,45.737266540527344,15084,32,14983
-136.1620635986328,16,0.0008459126528049375,1257.0,3.0884480476379395,630,-2.5156226250000002,0.0008245583157986403,-51.149681091308594,20112,31,20011
-136.3044891357422,20,0.0008459126528049375,1257.0,4.265649318695068,5,-2.3387382,0.0008699774043634534,-73.34494018554688,25140,27,25039
-141.27645874023438,24,0.0008459126528049375,1257.0,3.8213376998901367,150,-2.2105567083333333,0.0010520800715312362,90.0120849609375,30168,34,30067
-140.02114868164062,28,0.0008459126528049375,1257.0,4.30264949798584,294,-2.12345975,0.0009742206893861294,32.82236862182617,35196,34,35095
-141.00823974609375,32,0.0008459126528049375,1257.0,8.136220932006836,471,-2.0258631874999997,0.0009306324063800275,-28.61530876159668,40224,32,40123
-139.18197631835938,36,0.0008459126528049375,1257.0,5.100645065307617,654,-1.9521174722222214,0.0010287858312949538,-30.62649917602539,45252,30,45151
-135.87887573242188,40,0.0008459126528049375,1257.0,3.9479079246520996,8,-1.8830146750000005,0.0006659876089543104,-21.31421661376953,50280,33,50179
-127.02725219726562,44,0.0008459126528049375,1257.0,11.70728874206543,160,-1.836480113636364,0.00220221234485507,5.45026969909668,55308,33,55207
-129.68711853027344,48,0.0008459126528049375,1257.0,3.4088635444641113,312,-1.7911579583333335,0.0011987925972789526,2.4070303440093994,60336,33,60235
-120.58477020263672,52,0.0008459126528049375,1257.0,33.52239990234375,467,-1.7609095961538463,0.0006103931809775531,84.56875610351562,65364,32,65263
-117.80965423583984,56,0.0008459126528049375,1257.0,8.407116889953613,622,-1.7325256249999998,0.0008130659116432071,31.210336685180664,70392,32,70291
-111.77273559570312,60,0.0008459126528049375,1257.0,7.157194137573242,13,-1.7087873500000001,0.0008318718173541129,21.553932189941406,75420,30,75319
-101.6437759399414,64,0.0008459126528049375,1257.0,3.3731234073638916,180,-1.7020106875,0.0004621122498065233,-53.28455352783203,80448,30,80347
-95.43190002441406,68,0.0008459126528049375,1257.0,2.4789834022521973,350,-1.680885661764706,0.0009381421259604394,-53.824005126953125,85476,29,85375
-93.92504119873047,72,0.0008459126528049375,1257.0,3.019411563873291,519,-1.6538694305555555,0.0006566927768290043,-36.66449737548828,90504,29,90403
-91.60385131835938,76,0.0008459126528049375,1257.0,1.7974865436553955,686,-1.640874144736842,0.0004393512790556997,-43.57432556152344,95532,29,95431
