rollout/ep_rew_mean,train/learning_rate,train/actor_loss,train/ent_coef,time/episodes,rollout/ep_len_mean,train/n_updates,time/fps,train/critic_loss,train/ent_coef_loss,time/total_timesteps,time/time_elapsed
-4.43314775,0.0008459126528049375,-124.53096008300781,0.017336541786789894,4,1257.0,4927,75,1.990659475326538,-173.0777587890625,5028,66
-3.4002183749999997,0.0008459126528049375,-133.27618408203125,0.0012194436276331544,8,1257.0,9955,72,4.847424507141113,-10.081177711486816,10056,138
-2.834916083333333,0.0008459126528049375,-131.6655731201172,0.0009707372519187629,12,1257.0,14983,71,15.370424270629883,54.73469543457031,15084,210
-2.504566125,0.0008459126528049375,-117.8923110961914,0.0015447838231921196,16,1257.0,20011,72,5.056878566741943,-79.43682098388672,20112,277
-2.3694327000000004,0.0008459126528049375,-94.71644592285156,0.0008144837920553982,20,1257.0,25039,74,5.642144680023193,23.26559066772461,25140,1
-2.220495458333333,0.0008459126528049375,-57.453887939453125,0.0014473235933110118,24,1257.0,30067,70,7.717118263244629,-28.132755279541016,30168,73
-2.1306874285714286,0.0008459126528049375,-42.9278564453125,0.0009583770879544318,28,1257.0,35095,68,3.3223323822021484,41.36756134033203,35196,148
-2.03415884375,0.0008459126528049375,-30.942607879638672,0.000749950937461108,32,1257.0,40123,69,1.4445693492889404,-47.14956283569336,40224,219
-2.018417694444444,0.0008459126528049375,-22.944875717163086,0.00016081419016700238,36,1257.0,45151,69,2.271333694458008,-9.513809204101562,45252,290
-1.97216995,0.0008459126528049375,-21.0838680267334,0.000303970358800143,40,1257.0,50179,71,0.6050400733947754,-33.20695495605469,50280,3
-1.9123931136363637,0.0008459126528049375,-10.651790618896484,0.0006507275393232703,44,1257.0,55207,67,1.2198376655578613,20.608732223510742,55308,78
-1.8733797499999998,0.0008459126528049375,-6.343564987182617,0.00042298363405279815,48,1257.0,60235,68,2.659792900085449,-8.106241226196289,60336,151
-1.8444623846153845,0.0008459126528049375,-2.5598766803741455,0.0004923059022985399,52,1257.0,65263,68,20.135208129882812,82.13837432861328,65364,225
-1.8202594107142855,0.0008459126528049375,0.2185550183057785,0.0002800041693262756,56,1257.0,70291,67,0.8720207214355469,62.82283401489258,70392,299
-1.7976195499999998,0.0008459126528049375,4.433656692504883,0.00032696491689421237,60,1257.0,75319,60,0.40712130069732666,-15.791051864624023,75420,6
-1.7782327812499998,0.0008459126528049375,6.515535831451416,0.00024069803475867957,64,1257.0,80347,64,0.4352567195892334,-17.00323486328125,80448,84
-1.7594374264705883,0.0008459126528049375,7.105967998504639,0.00022662761330138892,68,1257.0,85375,64,0.448479562997818,34.229530334472656,85476,163
-1.7383383194444442,0.0008459126528049375,11.276521682739258,0.0004168802697677165,72,1257.0,90403,64,0.4222069978713989,-22.47621726989746,90504,239
