time/time_elapsed,time/iterations,time/total_timesteps,time/fps,train/explained_variance,train/learning_rate,train/value_loss,train/approx_kl,train/loss,train/n_updates,train/std,train/clip_fraction,train/policy_gradient_loss,train/entropy_loss,train/clip_range,rollout/ep_len_mean,rollout/ep_rew_mean
0,1,512,3900,,,,,,,,,,,,,
0,2,1024,1852,-0.8948843479156494,0.0004092704424510632,0.19117982732859673,0.01364119,-0.036708150058984756,16,0.9999975562095642,0.211669921875,-0.026402400617371313,-43.98746919631958,0.2,,
1,3,1536,1531,-0.026654958724975586,0.0004092704424510632,0.01079357163689565,0.020856682,-0.04047086462378502,32,1.0007554292678833,0.3131103515625,-0.028843170817708597,-43.99561429023743,0.2,1258.0,-2.71812
1,4,2048,1442,-0.007551431655883789,0.0004092704424510632,0.007178564454079606,0.01686057,-0.03476811200380325,48,1.00204336643219,0.235595703125,-0.024647128375363536,-44.02734124660492,0.2,1258.0,-2.71812
1,5,2560,1390,-0.0053670406341552734,0.0004092704424510632,0.00236899270748836,0.015772052,-0.037969376891851425,64,1.0026559829711914,0.2601318359375,-0.02775318497151602,-44.05872142314911,0.2,1258.0,-2.618505
2,6,3072,1358,0.0008127689361572266,0.0004092704424510632,0.006614627534872852,0.024485871,-0.03139161691069603,80,1.0040007829666138,0.332763671875,-0.030326754989800975,-44.08269011974335,0.2,1258.0,-2.618505
2,7,3584,1337,-0.0006794929504394531,0.0004092704424510632,0.002587428727565566,0.023604956,-0.050548553466796875,96,1.0054028034210205,0.307373046875,-0.03442750102840364,-44.13248825073242,0.2,1258.0,-2.618505
3,8,4096,1324,-0.0011513233184814453,0.0004092704424510632,0.012148038949817419,0.02011487,-0.03101488947868347,112,1.0054142475128174,0.2900390625,-0.0273792021907866,-44.15199065208435,0.2,1258.0,-2.6190569999999997
3,9,4608,1311,0.006807565689086914,0.0004092704424510632,0.0028653996378125157,0.023531536,-0.03604842722415924,128,1.004258155822754,0.2781982421875,-0.02787232061382383,-44.13488054275513,0.2,1258.0,-2.6190569999999997
3,10,5120,1299,0.019237935543060303,0.0004092704424510632,0.009398684254847467,0.023022236,-0.03098609670996666,144,1.0048973560333252,0.261474609375,-0.026593390939524397,-44.11889374256134,0.2,1258.0,-2.6466114999999997
4,11,5632,1292,-0.0011403560638427734,0.0004092704424510632,0.00645422023080755,0.02407204,-0.030929535627365112,160,1.0036203861236572,0.2691650390625,-0.025276625136029907,-44.11995506286621,0.2,1258.0,-2.6466114999999997
4,12,6144,1285,-0.01751697063446045,0.0004092704424510632,0.0031140580722421873,0.01885316,-0.04025929793715477,176,1.0019927024841309,0.24951171875,-0.026765721035189927,-44.069947242736816,0.2,1258.0,-2.6466114999999997
5,13,6656,1280,0.011298894882202148,0.0004092704424510632,0.01404242540593259,0.02745017,-0.024563239887356758,192,1.0038878917694092,0.24853515625,-0.02652672513795551,-44.05909240245819,0.2,1258.0,-2.6508414
5,14,7168,1277,0.011084556579589844,0.0004092704424510632,0.01792235448374413,0.02097804,-0.03498562425374985,208,1.0013395547866821,0.2669677734375,-0.02669727037573466,-44.079068064689636,0.2,1258.0,-2.6508414
6,15,7680,1273,0.09330445528030396,0.0004092704424510632,0.010747635154984891,0.024037065,-0.034679606556892395,224,1.0031702518463135,0.2802734375,-0.02779502997873351,-44.02840828895569,0.2,1258.0,-2.6722319999999997
6,16,8192,1269,0.03474748134613037,0.0004092704424510632,0.024926114769186825,0.018381441,-0.025460630655288696,240,1.004151463508606,0.230712890625,-0.026047177787404507,-44.09832835197449,0.2,1258.0,-2.6722319999999997
6,17,8704,1267,0.14538872241973877,0.0004092704424510632,0.002564223494118778,0.01920649,-0.043938279151916504,256,1.0050612688064575,0.224853515625,-0.025902773035340942,-44.11557984352112,0.2,1258.0,-2.6722319999999997
7,18,9216,1263,0.07787555456161499,0.0004092704424510632,0.008689429887454025,0.020677296,-0.03113306127488613,272,1.0053415298461914,0.230712890625,-0.026280022597347852,-44.13719880580902,0.2,1258.0,-2.6773492857142855
