time/time_elapsed,time/iterations,time/total_timesteps,time/fps,train/explained_variance,train/learning_rate,train/value_loss,train/approx_kl,train/loss,train/n_updates,train/std,train/clip_fraction,train/policy_gradient_loss,train/entropy_loss,train/clip_range,rollout/ep_len_mean,rollout/ep_rew_mean
0,1,512,3896,,,,,,,,,,,,,
0,2,1024,1819,-0.06627750396728516,0.0004092704424510632,0.15260501612647204,0.020005614,-0.02516879327595234,16,1.0006992816925049,0.265380859375,-0.027702157094608992,-43.996009826660156,0.2,,
0,3,1536,1563,0.005342423915863037,0.0004092704424510632,0.012793873145710677,0.020793224,-0.04036794602870941,32,0.999945342540741,0.284423828125,-0.03581147000659257,-43.99644589424133,0.2,1258.0,-2.746408
1,4,2048,1464,-0.008018016815185547,0.0004092704424510632,0.018661134963622317,0.022540502,-0.019895710051059723,48,0.9989528656005859,0.292724609375,-0.025703151142806746,-43.968008041381836,0.2,1258.0,-2.746408
1,5,2560,1410,0.004002988338470459,0.0004092704424510632,0.0027342696848791093,0.015598887,-0.035767365247011185,64,0.9995269179344177,0.2110595703125,-0.020932385756168514,-43.956215023994446,0.2,1258.0,-2.669773
2,6,3072,1381,0.0014181733131408691,0.0004092704424510632,0.02767888584639877,0.019044172,-0.01855824701488018,80,0.9999696612358093,0.280029296875,-0.026457180254510604,-43.97865116596222,0.2,1258.0,-2.669773
2,7,3584,1354,-0.005176424980163574,0.0004092704424510632,0.003394150797248585,0.020203874,-0.02214842475950718,96,1.0017485618591309,0.2568359375,-0.02142123352678027,-44.00070893764496,0.2,1258.0,-2.669773
3,8,4096,1337,0.0026249289512634277,0.0004092704424510632,0.015666325547499582,0.021168845,-0.042100466787815094,112,1.002156376838684,0.2757568359375,-0.0256849235156551,-44.04421055316925,0.2,1258.0,-2.733314333333334
3,9,4608,1322,0.0025687217712402344,0.0004092704424510632,0.04095276352018118,0.02219088,-0.009570920839905739,128,1.0016660690307617,0.29833984375,-0.024489741248544306,-44.04162359237671,0.2,1258.0,-2.733314333333334
3,10,5120,1313,0.012941181659698486,0.0004092704424510632,0.011320363351842389,0.027378947,-0.02281051129102707,144,1.001164436340332,0.2921142578125,-0.025353462871862575,-44.020567655563354,0.2,1258.0,-2.7797995
4,11,5632,1305,0.0036181211471557617,0.0004092704424510632,0.049574981327168643,0.020946842,-0.00658966600894928,160,1.0016955137252808,0.2950439453125,-0.03050970903132111,-44.02350413799286,0.2,1258.0,-2.7797995
4,12,6144,1299,-0.10013675689697266,0.0004092704424510632,0.0031107887771213427,0.014787371,-0.033030204474925995,176,1.002844214439392,0.2042236328125,-0.01873484152747551,-44.044559359550476,0.2,1258.0,-2.7797995
5,13,6656,1295,0.001820206642150879,0.0004092704424510632,0.012670685740886256,0.020384353,-0.026696152985095978,192,1.00356924533844,0.2818603515625,-0.025797743612201884,-44.07620143890381,0.2,1258.0,-2.7637694
5,14,7168,1289,0.0019347667694091797,0.0004092704424510632,0.07277881680056453,0.015817255,0.004388149827718735,208,1.0021394491195679,0.2432861328125,-0.022560657758731395,-44.07159650325775,0.2,1258.0,-2.7637694
5,15,7680,1284,0.044332265853881836,0.0004092704424510632,0.008254870612290688,0.023244822,-0.029626432806253433,224,1.001446008682251,0.267578125,-0.026803410932188854,-44.02675783634186,0.2,1258.0,-2.7396003333333336
6,16,8192,1280,0.0027126669883728027,0.0004092704424510632,0.07762429863214493,0.026039822,-0.007531620562076569,240,1.0013535022735596,0.3128662109375,-0.032076763156510424,-44.01692068576813,0.2,1258.0,-2.7396003333333336
6,17,8704,1278,0.023788809776306152,0.0004092704424510632,0.0033272706205025315,0.020273808,-0.04333718866109848,256,1.0015056133270264,0.2667236328125,-0.033110885036876425,-44.00681006908417,0.2,1258.0,-2.7396003333333336
7,18,9216,1276,0.0029147863388061523,0.0004092704424510632,0.009967698948457837,0.013135546,-0.016749558970332146,272,1.0010236501693726,0.177734375,-0.013315214862814173,-44.012940526008606,0.2,1258.0,-2.741926285714286
7,19,9728,1274,0.001105964183807373,0.0004092704424510632,0.10241064941510558,0.025906883,0.016979243606328964,288,0.9997751116752625,0.3135986328125,-0.028102985314035323,-43.98015069961548,0.2,1258.0,-2.741926285714286
8,20,10240,1272,0.0947486162185669,0.0004092704424510632,0.012702279025688767,0.016953953,-0.029816878959536552,304,0.9992284178733826,0.2412109375,-0.023716408060863614,-43.947927713394165,0.2,1258.0,-2.752490125
8,21,10752,1270,0.009403228759765625,0.0004092704424510632,0.10680668940767646,0.020799885,0.011506956070661545,320,0.9984574913978577,0.25146484375,-0.026175995473749936,-43.93263530731201,0.2,1258.0,-2.752490125
8,22,11264,1268,-0.2810819149017334,0.0004092704424510632,0.0034577865480969194,0.01532342,-0.03754540905356407,336,0.998412549495697,0.2816162109375,-0.029795213951729238,-43.91550254821777,0.2,1258.0,-2.752490125
9,23,11776,1266,0.03683674335479736,0.0004092704424510632,0.01044215145520866,0.02176693,-0.04375488683581352,352,0.9974928498268127,0.2960205078125,-0.029222588571428787,-43.899744272232056,0.2,1258.0,-2.758627888888889
9,24,12288,1264,0.04370981454849243,0.0004092704424510632,0.0916653429158032,0.02044167,-0.004532329738140106,368,0.9980645179748535,0.2864990234375,-0.025955578894354403,-43.88652861118317,0.2,1258.0,-2.758627888888889
10,25,12800,1264,-0.051830410957336426,0.0004092704424510632,0.011376239155652002,0.019414432,-0.019907109439373016,384,1.0005923509597778,0.2122802734375,-0.022629350583883934,-43.93141031265259,0.2,1258.0,-2.7516993
10,26,13312,1263,0.36581653356552124,0.0004092704424510632,0.08103490597568452,0.016671944,0.01627478003501892,400,1.0003420114517212,0.1947021484375,-0.021601947315502912,-43.97903788089752,0.2,1258.0,-2.7516993
10,27,13824,1262,-1.2414884567260742,0.0004092704424510632,0.0040857089770725,0.016920153,-0.037496525794267654,416,1.0018837451934814,0.2423095703125,-0.028762008776539005,-43.98012721538544,0.2,1258.0,-2.7516993
11,28,14336,1262,0.1664225459098816,0.0004092704424510632,0.012099014071282,0.024141826,-0.03791167214512825,432,1.0019094944000244,0.2808837890625,-0.03054908952617552,-44.01739692687988,0.2,1258.0,-2.752743636363636
11,29,14848,1262,0.1835155487060547,0.0004092704424510632,0.05999974306905642,0.044252075,-0.0051720030605793,448,1.0013772249221802,0.3182373046875,-0.025481992517597973,-43.99923372268677,0.2,1258.0,-2.752743636363636
12,30,15360,1261,-0.6566047668457031,0.0004092704424510632,0.014056688494747505,0.020819016,-0.025242172181606293,464,1.001786708831787,0.2093505859375,-0.021954365918645635,-43.996710777282715,0.2,1258.0,-2.7547719166666664
12,31,15872,1260,0.38477909564971924,0.0004092704424510632,0.07200487819500268,0.013713273,0.001573801040649414,480,1.0013351440429688,0.1634521484375,-0.019185417928383686,-44.002986907958984,0.2,1258.0,-2.7547719166666664
13,32,16384,1260,-6.182999134063721,0.0004092704424510632,0.0054275716611300595,0.026389088,-0.043078210204839706,496,1.0033010244369507,0.26318359375,-0.028326811661827378,-44.01077044010162,0.2,1258.0,-2.7509502307692304
