rollout/ep_rew_mean,train/critic_loss,time/total_timesteps,time/time_elapsed,train/ent_coef,train/ent_coef_loss,time/fps,time/episodes,rollout/ep_len_mean,train/n_updates,train/learning_rate,train/actor_loss
-4.910130499999999,1.3070087432861328,5032,428,0.01735774241387844,-169.9718475341797,11,4,1258.0,4931,0.0008459126528049375,-123.17121887207031
-3.8170201249999995,1.7655450105667114,10064,888,0.0011521097039803863,78.6915283203125,11,8,1258.0,9963,0.0008459126528049375,-129.621337890625
-3.1873278333333324,1.0579547882080078,15096,1345,0.0010352407116442919,-5.4813385009765625,11,12,1258.0,14995,0.0008459126528049375,-132.91104125976562
-2.844432875,1.4594522714614868,20128,1801,0.0008431309834122658,89.43378448486328,11,16,1258.0,20027,0.0008459126528049375,-136.8812255859375
-2.6281719999999997,1.44063138961792,25160,14,0.0012031672522425652,53.70410919189453,11,20,1258.0,25059,0.0008459126528049375,-140.487060546875
-2.511259791666667,4.2621846199035645,30192,472,0.0005067322636023164,121.09315490722656,10,24,1258.0,30091,0.0008459126528049375,-144.31597900390625
-2.3782251071428573,3.946101665496826,35224,934,0.0007701544091105461,24.413291931152344,10,28,1258.0,35123,0.0008459126528049375,-145.8001251220703
-2.2771984375,65.56559753417969,40256,1398,0.0009153510327450931,-30.63391876220703,10,32,1258.0,40155,0.0008459126528049375,-147.8244171142578
-2.210847638888889,3.2945427894592285,45288,1843,0.0006330080213956535,-47.56757354736328,11,36,1258.0,45187,0.0008459126528049375,-145.4875030517578
-2.15804465,64.54671478271484,50320,29,0.0008271088590845466,12.072349548339844,10,40,1258.0,50219,0.0008459126528049375,-150.30606079101562
-2.114426613636364,4.1005120277404785,55352,495,0.001244084443897009,-24.584434509277344,10,44,1258.0,55251,0.0008459126528049375,-150.53211975097656
-2.0656232083333337,3.14158296585083,60384,954,0.0005630648229271173,88.29862976074219,10,48,1258.0,60283,0.0008459126528049375,-149.1207275390625
-2.0230232500000005,62.44194793701172,65416,1414,0.0012272029416635633,6.504715919494629,10,52,1258.0,65315,0.0008459126528049375,-148.8839111328125
-1.9782372321428574,4.608768463134766,70448,1876,0.0013393389526754618,-34.37010192871094,10,56,1258.0,70347,0.0008459126528049375,-150.27450561523438
-1.9444402500000002,4.062477111816406,75480,43,0.0016247769817709923,20.27517318725586,10,60,1258.0,75379,0.0008459126528049375,-151.03370666503906
-1.9230808281249998,62.73542404174805,80512,517,0.0012192673748359084,-23.95119285583496,10,64,1258.0,80411,0.0008459126528049375,-149.64874267578125
-1.8878481911764704,4.3551435470581055,85544,1005,0.001405516522936523,93.56549072265625,10,68,1258.0,85443,0.0008459126528049375,-151.68226623535156
-1.8661105000000002,3.589772939682007,90576,1489,0.0011103245196864009,56.20619201660156,10,72,1258.0,90475,0.0008459126528049375,-150.355224609375
