time/fps,train/n_updates,train/critic_loss,time/episodes,train/ent_coef,train/learning_rate,time/total_timesteps,train/ent_coef_loss,train/actor_loss,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean
20,4931,0.7023535966873169,4,0.01750022917985916,0.0008459126528049375,5032,-178.2130126953125,-121.55118560791016,-5.098168,244,1258.0
20,9963,2.031932830810547,8,0.0009977318113669753,0.0008459126528049375,10064,-10.902656555175781,-128.86331176757812,-4.053787874999999,480,1258.0
20,14995,1.6347274780273438,12,0.0009540746104903519,0.0008459126528049375,15096,-1.7278773784637451,-131.3183135986328,-3.399927083333333,738,1258.0
20,20027,5.811858654022217,16,0.0012104397173970938,0.0008459126528049375,20128,8.756662368774414,-135.54782104492188,-2.990274125,977,1258.0
22,25059,2.3082690238952637,20,0.0009039671276696026,0.0008459126528049375,25160,-41.89423751831055,-138.59645080566406,-2.7615057999999997,7,1258.0
20,30091,3.348703384399414,24,0.0005398006760515273,0.0008459126528049375,30192,172.2583465576172,-138.8555145263672,-2.6367551666666666,248,1258.0
21,35123,4.8961029052734375,28,0.0011909209424629807,0.0008459126528049375,35224,54.330013275146484,-140.0318603515625,-2.5303732142857145,476,1258.0
21,40155,3.035262107849121,32,0.0008403855608776212,0.0008459126528049375,40256,30.591991424560547,-139.47872924804688,-2.4381292812499997,715,1258.0
21,45187,15.318588256835938,36,0.000725878810044378,0.0008459126528049375,45288,-66.8974609375,-122.01020812988281,-2.3912158333333333,947,1258.0
21,50219,4.885341644287109,40,0.001050853170454502,0.0008459126528049375,50320,58.36124038696289,-117.58870697021484,-2.34354115,14,1258.0
22,55251,2.695413112640381,44,0.0006346171139739454,0.0008459126528049375,55352,-15.094822883605957,-116.02362823486328,-2.2772512045454545,241,1258.0
21,60283,4.696996688842773,48,0.0006897143903188407,0.0008459126528049375,60384,-45.3413200378418,-115.37962341308594,-2.2329141875,489,1258.0
20,65315,3.4238388538360596,52,0.0008307821117341518,0.0008459126528049375,65416,-37.41825485229492,-113.00885009765625,-2.188416038461538,740,1258.0
20,70347,10.194673538208008,56,0.0012494176626205444,0.0008459126528049375,70448,21.339962005615234,-105.86194610595703,-2.1482284999999997,978,1258.0
21,75379,10.103328704833984,60,0.0014265022473409772,0.0008459126528049375,75480,-49.90338897705078,-95.05866241455078,-2.120622233333333,22,1258.0
20,80411,3.48789644241333,64,0.0008706177468411624,0.0008459126528049375,80512,-64.75485229492188,-92.24810791015625,-2.08552421875,268,1258.0
20,85443,2.7625255584716797,68,0.0006231507868506014,0.0008459126528049375,85544,-26.42990493774414,-80.25054931640625,-2.059740102941176,517,1258.0
20,90475,5.7819366455078125,72,0.0010896908352151513,0.0008459126528049375,90576,50.04411315917969,-63.132266998291016,-2.0305136944444446,766,1258.0
