time/time_elapsed,time/fps,time/iterations,time/total_timesteps,train/learning_rate,train/clip_range,train/loss,train/explained_variance,train/value_loss,train/std,train/approx_kl,train/n_updates,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,rollout/ep_rew_mean,rollout/ep_len_mean
0,4074,1,512,,,,,,,,,,,,,
0,3013,2,1024,0.0004092704424510632,0.2,-0.040106333792209625,-0.13905811309814453,0.10555317842226941,1.0003447532653809,0.017326724,16,-43.992755651474,0.2691650390625,-0.03296171335387044,,
0,2750,3,1536,0.0004092704424510632,0.2,-0.03444478288292885,-0.01878201961517334,0.003935083877877332,0.9992099404335022,0.017436268,32,-43.98194360733032,0.2679443359375,-0.028371213033096865,-2.29342,1257.0
0,2608,4,2048,0.0004092704424510632,0.2,-0.030303386971354485,-0.009171485900878906,0.008633941863081418,0.9986994862556458,0.016815078,48,-43.94791233539581,0.2423095703125,-0.020242352125933394,-2.29342,1257.0
1,2522,5,2560,0.0004092704424510632,0.2,-0.03506463021039963,0.00513005256652832,0.004200372968625743,0.9990687370300293,0.01797439,64,-43.950745940208435,0.2691650390625,-0.02796517805836629,-2.406322,1257.0
1,2483,6,3072,0.0004092704424510632,0.2,-0.026320677250623703,-0.004536271095275879,0.011386727826902643,0.9983596205711365,0.020817976,80,-43.9451003074646,0.30224609375,-0.02608683076687157,-2.406322,1257.0
1,2473,7,3584,0.0004092704424510632,0.2,-0.030278803780674934,0.07001292705535889,0.0021439202355395537,0.999228298664093,0.0150875375,96,-43.94329130649567,0.2467041015625,-0.027442080317996442,-2.406322,1257.0
1,2468,8,4096,0.0004092704424510632,0.2,-0.040300484746694565,-0.0077217817306518555,0.003673429455375299,0.9985572099685669,0.01666237,112,-43.95133876800537,0.25146484375,-0.02585469963378273,-2.3866306666666666,1257.0
1,2453,9,4608,0.0004092704424510632,0.2,-0.025076961144804955,-0.002350926399230957,0.020832988840993494,0.9976903200149536,0.020419145,128,-43.92313253879547,0.286376953125,-0.030032418784685433,-2.3866306666666666,1257.0
2,2428,10,5120,0.0004092704424510632,0.2,-0.04484865069389343,-0.0022519826889038086,0.0037800066493218765,0.9980605840682983,0.020425804,144,-43.915162324905396,0.3095703125,-0.03258415381424129,-2.397665,1257.0
2,2407,11,5632,0.0004092704424510632,0.2,-0.019746853038668633,0.0035536885261535645,0.030570441274903715,0.9968882203102112,0.016437259,160,-43.906553745269775,0.2408447265625,-0.02324417361523956,-2.397665,1257.0
2,2398,12,6144,0.0004092704424510632,0.2,-0.024368571117520332,-0.06471526622772217,0.0028817398342653178,0.9968364238739014,0.012532584,176,-43.88027489185333,0.1878662109375,-0.021113945898832753,-2.397665,1257.0
2,2401,13,6656,0.0004092704424510632,0.2,-0.04996892809867859,0.002573549747467041,0.002576556256826734,0.9987037181854248,0.019923804,192,-43.90241718292236,0.2928466796875,-0.029264018667163327,-2.414276,1257.0
2,2401,14,7168,0.0004092704424510632,0.2,-0.019159836694598198,0.0006296038627624512,0.039045691548381,0.9977830052375793,0.01605515,208,-43.93198525905609,0.2344970703125,-0.027023655944503844,-2.414276,1257.0
3,2393,15,7680,0.0004092704424510632,0.2,-0.028569217771291733,-0.004835724830627441,0.0037514309187827166,0.9987521767616272,0.017346313,224,-43.91270053386688,0.23193359375,-0.022459061059635133,-2.4183421666666667,1257.0
3,2380,16,8192,0.0004092704424510632,0.2,-0.015216508880257607,0.004253089427947998,0.04753120907116681,1.0002540349960327,0.015527067,240,-43.96109390258789,0.236328125,-0.022729385120328516,-2.4183421666666667,1257.0
3,2370,17,8704,0.0004092704424510632,0.2,-0.03824469819664955,-0.07645797729492188,0.0027242476062383503,0.9987816214561462,0.01840379,256,-43.969977140426636,0.248046875,-0.029126434354111552,-2.4183421666666667,1257.0
3,2368,18,9216,0.0004092704424510632,0.2,-0.03121025487780571,0.0038357973098754883,0.0023360204831988085,0.9975490570068359,0.014478518,272,-43.90682327747345,0.194580078125,-0.02241042797686532,-2.4130631428571427,1257.0
4,2371,19,9728,0.0004092704424510632,0.2,-0.0007858090102672577,0.003434479236602783,0.061712784226983786,0.9964802861213684,0.022781312,288,-43.88140833377838,0.2999267578125,-0.027064484340371564,-2.4130631428571427,1257.0
4,2367,20,10240,0.0004092704424510632,0.2,-0.024493364617228508,-0.11103236675262451,0.004563555485219695,0.9962314367294312,0.013443742,304,-43.85450613498688,0.18359375,-0.018870528831030242,-2.4075573749999997,1257.0
4,2359,21,10752,0.0004092704424510632,0.2,-0.018481500446796417,0.007961928844451904,0.06804427632596344,0.9963588118553162,0.019126583,320,-43.859015464782715,0.254638671875,-0.030047656502574682,-2.4075573749999997,1257.0
4,2353,22,11264,0.0004092704424510632,0.2,-0.03379470482468605,-0.4325292110443115,0.002799178077111719,0.9942854642868042,0.015230047,336,-43.828654527664185,0.188232421875,-0.021394548326497898,-2.4075573749999997,1257.0
5,2353,23,11776,0.0004092704424510632,0.2,-0.0413396991789341,0.011195898056030273,0.0025538826412230264,0.9906933307647705,0.015145243,352,-43.73430585861206,0.2027587890625,-0.02381006562791299,-2.3993179999999996,1257.0
5,2356,24,12288,0.0004092704424510632,0.2,-0.0017927773296833038,0.0058907270431518555,0.07578066911082715,0.9889740347862244,0.022035148,368,-43.64853894710541,0.2340087890625,-0.02280061114288401,-2.3993179999999996,1257.0
