time/time_elapsed,time/fps,time/iterations,time/total_timesteps,train/learning_rate,train/clip_range,train/loss,train/explained_variance,train/value_loss,train/std,train/approx_kl,train/n_updates,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,rollout/ep_rew_mean,rollout/ep_len_mean
0,4082,1,512,,,,,,,,,,,,,
0,3030,2,1024,0.0004092704424510632,0.2,-0.04154182970523834,-1.1430978775024414,0.08341100145480596,0.9991795420646667,0.021641742,16,-43.97351622581482,0.2900390625,-0.033936952939257026,,
0,2799,3,1536,0.0004092704424510632,0.2,-0.04338826239109039,-0.11947226524353027,0.0043946690202574246,1.0006979703903198,0.018997993,32,-43.981791257858276,0.28271484375,-0.03135616025974741,-2.383078,1257.0
0,2698,4,2048,0.0004092704424510632,0.2,-0.04513559490442276,0.008708655834197998,0.006876306273625232,0.9991005063056946,0.023490436,48,-43.99200892448425,0.3037109375,-0.03606706019490957,-2.383078,1257.0
0,2639,5,2560,0.0004092704424510632,0.2,-0.02528446353971958,0.015472590923309326,0.0037113981597940437,0.9958007335662842,0.014591223,64,-43.9052038192749,0.2315673828125,-0.02463217893091496,-2.4853804999999998,1257.0
1,2602,6,3072,0.0004092704424510632,0.2,-0.01999366283416748,0.002153635025024414,0.009659493473009206,0.995975136756897,0.017292375,80,-43.84704005718231,0.2796630859375,-0.0234474781609606,-2.4853804999999998,1257.0
1,2576,7,3584,0.0004092704424510632,0.2,-0.03856837376952171,0.03434896469116211,0.0028772536606993526,0.9964250326156616,0.020168647,96,-43.86692142486572,0.272216796875,-0.03031598264351487,-2.4853804999999998,1257.0
1,2557,8,4096,0.0004092704424510632,0.2,-0.04569180682301521,-0.0134507417678833,0.002803109004162252,0.9944307804107666,0.022286057,112,-43.84603428840637,0.298583984375,-0.03279654437210411,-2.44088,1257.0
1,2540,9,4608,0.0004092704424510632,0.2,-0.03471323847770691,-0.0025904178619384766,0.018162879772717133,0.9909883141517639,0.017526928,128,-43.7578022480011,0.303466796875,-0.028523611166747287,-2.44088,1257.0
2,2526,10,5120,0.0004092704424510632,0.2,-0.03230368345975876,0.002772212028503418,0.0037592081862385385,0.9890514016151428,0.019647988,144,-43.66435945034027,0.2669677734375,-0.02662647255056072,-2.4261305,1257.0
2,2515,11,5632,0.0004092704424510632,0.2,-0.012908336706459522,0.0006628036499023438,0.029614810191560537,0.9891826510429382,0.017083647,160,-43.63741588592529,0.2149658203125,-0.021217972636804916,-2.4261305,1257.0
2,2508,12,6144,0.0004092704424510632,0.2,-0.03386508300900459,0.024589717388153076,0.0031621217349311337,0.9889063835144043,0.019220151,176,-43.6390837430954,0.2830810546875,-0.028896268238895573,-2.4261305,1257.0
2,2502,13,6656,0.0004092704424510632,0.2,-0.02802754007279873,0.004005312919616699,0.002234180261439178,0.9892082214355469,0.018991496,192,-43.63265943527222,0.266845703125,-0.027057180472183973,-2.4165212,1257.0
2,2495,14,7168,0.0004092704424510632,0.2,-0.018427077680826187,-0.0005538463592529297,0.03716645506210625,0.9899136424064636,0.01568165,208,-43.65276217460632,0.231689453125,-0.024019768345169723,-2.4165212,1257.0
3,2490,15,7680,0.0004092704424510632,0.2,-0.038181122392416,0.002652466297149658,0.005281026213197038,0.9898407459259033,0.02183827,224,-43.65810430049896,0.2637939453125,-0.02826348769303877,-2.4284363333333334,1257.0
3,2486,16,8192,0.0004092704424510632,0.2,-0.008802782744169235,0.0011011958122253418,0.04601107561029494,0.9896829724311829,0.023060217,240,-43.66076970100403,0.2615966796875,-0.02632996790634934,-2.4284363333333334,1257.0
3,2479,17,8704,0.0004092704424510632,0.2,-0.02357691153883934,0.010629594326019287,0.003035734458535444,0.9883443117141724,0.012043873,256,-43.63514983654022,0.2025146484375,-0.024955342756584287,-2.4284363333333334,1257.0
