time/time_elapsed,time/fps,time/iterations,time/total_timesteps,train/learning_rate,train/clip_range,train/loss,train/explained_variance,train/value_loss,train/std,train/approx_kl,train/n_updates,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,rollout/ep_rew_mean,rollout/ep_len_mean
4,2185,18,9216,0.0004092704424510632,0.2,-0.03383674845099449,0.007399260997772217,0.0022504208936879877,0.988562285900116,0.01783771,272,-43.62182641029358,0.2418212890625,-0.028774495294783264,-2.35639,1257.0
4,2183,19,9728,0.0004092704424510632,0.2,-0.012320013716816902,0.00028830766677856445,0.03969042107928544,0.9876596927642822,0.017453969,288,-43.60192787647247,0.228759765625,-0.02472865158051718,-2.35639,1257.0
4,2180,20,10240,0.0004092704424510632,0.2,-0.032682839781045914,0.019917190074920654,0.0034514393264544196,0.9887884259223938,0.0124330465,304,-43.596741914749146,0.1756591796875,-0.021905242872890085,-2.3374645000000003,1257.0
4,2178,21,10752,0.0004092704424510632,0.2,-0.0355185866355896,0.003099381923675537,0.04579051793552935,0.9879273176193237,0.02895536,320,-43.61489272117615,0.304443359375,-0.03314497499377467,-2.3374645000000003,1257.0
5,2176,22,11264,0.0004092704424510632,0.2,-0.04103168472647667,-0.07191693782806396,0.003225898355594836,0.987424910068512,0.026734656,336,-43.58128345012665,0.2960205078125,-0.030550414237950463,-2.3374645000000003,1257.0
5,2175,23,11776,0.0004092704424510632,0.2,-0.04340633004903793,0.005721569061279297,0.00230403969908366,0.985645592212677,0.014016542,352,-43.55574011802673,0.194091796875,-0.02559266953903716,-2.341622555555556,1257.0
5,2173,24,12288,0.0004092704424510632,0.2,-0.007569480687379837,0.002109050750732422,0.05509037070441991,0.9856340289115906,0.031623777,368,-43.516236662864685,0.28515625,-0.027438659715699032,-2.341622555555556,1257.0
5,2171,25,12800,0.0004092704424510632,0.2,-0.0253017358481884,-0.01244509220123291,0.0037349285630625673,0.9841194748878479,0.02152414,384,-43.502118706703186,0.2667236328125,-0.026029889544588514,-2.3435039000000004,1257.0
6,2170,26,13312,0.0004092704424510632,0.2,-0.0011427700519561768,0.0013639330863952637,0.0660556071670726,0.9820030927658081,0.018806841,400,-43.44115948677063,0.2508544921875,-0.02552214072784409,-2.3435039000000004,1257.0
6,2169,27,13824,0.0004092704424510632,0.2,-0.04106518626213074,-0.21380627155303955,0.003141928063996602,0.9813099503517151,0.018188363,416,-43.39088487625122,0.2376708984375,-0.026103800104465336,-2.3435039000000004,1257.0
6,2168,28,14336,0.0004092704424510632,0.2,-0.03644523397088051,0.01161348819732666,0.0014286172827269183,0.9807275533676147,0.018813405,432,-43.369046688079834,0.2447509765625,-0.026124125841306522,-2.339873181818182,1257.0
6,2167,29,14848,0.0004092704424510632,0.2,-0.016448896378278732,0.003638029098510742,0.013205424744228367,0.9788227081298828,0.02313978,448,-43.3349643945694,0.240966796875,-0.017491128470283,-2.339873181818182,1257.0
7,2166,30,15360,0.0004092704424510632,0.2,-0.03156000003218651,-0.014368057250976562,0.0033605794451432303,0.9793204665184021,0.016432855,464,-43.30008864402771,0.1695556640625,-0.02261956359143369,-2.3389310833333337,1257.0
7,2165,31,15872,0.0004092704424510632,0.2,0.01192985475063324,0.00048732757568359375,0.08489697123877704,0.9796850085258484,0.01799785,480,-43.32090711593628,0.2205810546875,-0.023048653005389497,-2.3389310833333337,1257.0
7,2163,32,16384,0.0004092704424510632,0.2,-0.031382620334625244,-0.0021883249282836914,0.002812107602949254,0.979820191860199,0.012273991,496,-43.3292897939682,0.174072265625,-0.02192258539434988,-2.3369508461538464,1257.0
7,2162,33,16896,0.0004092704424510632,0.2,0.015413325279951096,0.0007565617561340332,0.09258421394042671,0.9799026250839233,0.028389698,512,-43.332472920417786,0.2578125,-0.030712138075614348,-2.3369508461538464,1257.0
8,2160,34,17408,0.0004092704424510632,0.2,-0.025410689413547516,0.17139005661010742,0.002852177662134636,0.979012131690979,0.012040168,528,-43.322651743888855,0.1614990234375,-0.019757306872634217,-2.3369508461538464,1257.0
8,2160,35,17920,0.0004092704424510632,0.2,-0.04488435760140419,-0.0024167299270629883,0.003379462839802727,0.9779177308082581,0.020683404,544,-43.28964674472809,0.2564697265625,-0.02542514006199781,-2.331845857142857,1257.0
8,2159,36,18432,0.0004092704424510632,0.2,0.01939322054386139,0.0008180737495422363,0.10326755046844482,0.9762290120124817,0.018226115,560,-43.24708712100983,0.26953125,-0.026782246539369226,-2.331845857142857,1257.0
8,2160,37,18944,0.0004092704424510632,0.2,-0.03613566234707832,0.006362318992614746,0.002449137326038908,0.9766890406608582,0.014198538,576,-43.21584606170654,0.200439453125,-0.02099079391337,-2.324981666666667,1257.0
8,2166,38,19456,0.0004092704424510632,0.2,0.016039486974477768,0.0020232200622558594,0.1073541259393096,0.9777305126190186,0.019967483,592,-43.24564862251282,0.24365234375,-0.02474839353817515,-2.324981666666667,1257.0
9,2172,39,19968,0.0004092704424510632,0.2,-0.022092711180448532,-0.648983359336853,0.0017281668206123868,0.9775920510292053,0.014061006,608,-43.26335394382477,0.20703125,-0.02319720250670798,-2.324981666666667,1257.0
9,2177,40,20480,0.0004092704424510632,0.2,-0.04267061874270439,0.01661306619644165,0.002164855945011368,0.9789507389068604,0.021742746,624,-43.276007413864136,0.247314453125,-0.027348001080099493,-2.3267370625,1257.0
9,2183,41,20992,0.0004092704424510632,0.2,0.024908918887376785,0.0015650391578674316,0.12030350416898727,0.9805874824523926,0.02464536,640,-43.32890331745148,0.29931640625,-0.03230021252238657,-2.3267370625,1257.0
9,2188,42,21504,0.0004092704424510632,0.2,-0.024034107103943825,-0.37345755100250244,0.002694559960218612,0.9813085198402405,0.018841162,656,-43.37012505531311,0.2547607421875,-0.027079592036898248,-2.3274833529411763,1257.0
10,2193,43,22016,0.0004092704424510632,0.2,0.031348131597042084,0.004048407077789307,0.11951170000247657,0.9818522334098816,0.017956529,672,-43.389986634254456,0.2532958984375,-0.025109994428930804,-2.3274833529411763,1257.0
10,2198,44,22528,0.0004092704424510632,0.2,-0.04281329736113548,-0.46498072147369385,0.0024880279415810946,0.9849697351455688,0.019380804,688,-43.43382501602173,0.232666015625,-0.029222217301139608,-2.3274833529411763,1257.0
10,2202,45,23040,0.0004092704424510632,0.2,-0.026116307824850082,-0.0008965730667114258,0.0022557377560588066,0.9856774806976318,0.018728718,704,-43.51254212856293,0.197265625,-0.023244539188453928,-2.328654944444444,1257.0
10,2207,46,23552,0.0004092704424510632,0.2,0.03998463600873947,0.0019881129264831543,0.13757050037384033,0.9852008819580078,0.018979343,720,-43.50722849369049,0.251953125,-0.026543347936240025,-2.328654944444444,1257.0
10,2210,47,24064,0.0004092704424510632,0.2,-0.027600368484854698,-0.027124524116516113,0.004102950835658703,0.9847156405448914,0.016561838,736,-43.486539125442505,0.20703125,-0.024843535022228025,-2.330485210526316,1257.0
11,2214,48,24576,0.0004092704424510632,0.2,0.029736045747995377,0.0033981800079345703,0.12868318473920226,0.9826284646987915,0.023400433,752,-43.45328199863434,0.2606201171875,-0.027807534206658602,-2.330485210526316,1257.0
11,2218,49,25088,0.0004092704424510632,0.2,-0.04370513930916786,-0.5136429071426392,0.004083448264282197,0.9811863899230957,0.024597192,768,-43.3863023519516,0.2830810546875,-0.033959977532504126,-2.330485210526316,1257.0
11,2222,50,25600,0.0004092704424510632,0.2,-0.0330096036195755,0.01310884952545166,0.0024832344897731673,0.9788603782653809,0.01470367,784,-43.33770191669464,0.20068359375,-0.02428021356172394,-2.32231055,1257.0
11,2226,51,26112,0.0004092704424510632,0.2,0.021385975182056427,0.00639498233795166,0.11834690812975168,0.9788641929626465,0.021501869,800,-43.28743088245392,0.241943359375,-0.022550492139998823,-2.32231055,1257.0
11,2229,52,26624,0.0004092704424510632,0.2,-0.028608908876776695,-0.7214852571487427,0.005141404792084359,0.9798648953437805,0.015756741,816,-43.30695354938507,0.2308349609375,-0.02677364178816788,-2.331593285714286,1257.0
12,2232,53,27136,0.0004092704424510632,0.2,0.025119569152593613,0.0035344362258911133,0.15656279982067645,0.9805170893669128,0.016542826,832,-43.329808950424194,0.1900634765625,-0.016754287760704756,-2.331593285714286,1257.0
12,2236,54,27648,0.0004092704424510632,0.2,-0.04342157393693924,-1.901068925857544,0.006268580356845632,0.9797233939170837,0.022849364,848,-43.32913267612457,0.2462158203125,-0.031058924534590915,-2.331593285714286,1257.0
12,2239,55,28160,0.0004092704424510632,0.2,-0.0298907533288002,0.1590573787689209,0.002369714387896238,0.9775170683860779,0.013667112,864,-43.283303022384644,0.17529296875,-0.021561600937275216,-2.3296053636363636,1257.0
12,2242,56,28672,0.0004092704424510632,0.2,-0.0016931071877479553,0.056082189083099365,0.04280453437240794,0.9760645031929016,0.034308054,880,-43.215145111083984,0.2489013671875,-0.019071654562139884,-2.3296053636363636,1257.0
12,2245,57,29184,0.0004092704424510632,0.2,-0.038255661725997925,-0.3311246633529663,0.003921125564374961,0.9765363931655884,0.016624792,896,-43.20188128948212,0.2353515625,-0.024040776886977255,-2.321952869565217,1257.0
13,2248,58,29696,0.0004092704424510632,0.2,0.026189420372247696,0.00884711742401123,0.14909181278198957,0.9763814210891724,0.021940183,912,-43.21635854244232,0.239990234375,-0.02547566955036018,-2.321952869565217,1257.0
13,2251,59,30208,0.0004092704424510632,0.2,-0.02585596777498722,-3.075284481048584,0.006763089979358483,0.976172149181366,0.013069299,928,-43.20833349227905,0.1685791015625,-0.017467352852690965,-2.3173390416666666,1257.0
13,2254,60,30720,0.0004092704424510632,0.2,0.046232640743255615,0.0007866621017456055,0.1581652509048581,0.9732113480567932,0.018254608,944,-43.17154002189636,0.2186279296875,-0.024276839656522498,-2.3173390416666666,1257.0
13,2257,61,31232,0.0004092704424510632,0.2,-0.03765832260251045,-0.004884123802185059,0.0029306875585461967,0.9736281633377075,0.01679133,960,-43.10750377178192,0.2158203125,-0.026244705775752664,-2.3173390416666666,1257.0
14,2259,62,31744,0.0004092704424510632,0.2,-0.022855538874864578,-0.0008050203323364258,0.0028172764941700734,0.9734768271446228,0.014534112,976,-43.12681460380554,0.2119140625,-0.02188677858794108,-2.32410156,1257.0
14,2262,63,32256,0.0004092704424510632,0.2,0.04828905686736107,0.0007537007331848145,0.1710711605846882,0.9735614061355591,0.033166885,992,-43.11845684051514,0.3160400390625,-0.03419453033711761,-2.32410156,1257.0
14,2264,64,32768,0.0004092704424510632,0.2,-0.0265320036560297,-0.009815812110900879,0.003019940384547226,0.9737675189971924,0.0140764695,1008,-43.118569016456604,0.2034912109375,-0.02174834928882774,-2.3220166538461537,1257.0
14,2267,65,33280,0.0004092704424510632,0.2,0.024597369134426117,0.003376007080078125,0.15582845266908407,0.9721713066101074,0.023113266,1024,-43.10195338726044,0.26904296875,-0.02962867874884978,-2.3220166538461537,1257.0
14,2269,66,33792,0.0004092704424510632,0.2,-0.04135073348879814,-3.1951069831848145,0.004591827113472391,0.9716377258300781,0.01591897,1040,-43.05580186843872,0.28662109375,-0.02891250055108685,-2.3220166538461537,1257.0
15,2271,67,34304,0.0004092704424510632,0.2,-0.03723136708140373,-0.007984519004821777,0.0023295879873330705,0.9741682410240173,0.020222731,1056,-43.087860226631165,0.24365234375,-0.027064312846050598,-2.323122777777778,1257.0
15,2274,68,34816,0.0004092704424510632,0.2,0.02410173788666725,0.007394671440124512,0.14832596573978662,0.9742371439933777,0.01964098,1072,-43.14051151275635,0.2330322265625,-0.021294153601047583,-2.323122777777778,1257.0
15,2276,69,35328,0.0004092704424510632,0.2,-0.031086595728993416,-3.8379745483398438,0.0040874063852243125,0.9748961925506592,0.016368654,1088,-43.14471244812012,0.20947265625,-0.024086528486805037,-2.323940428571429,1257.0
15,2278,70,35840,0.0004092704424510632,0.2,-0.001918308436870575,0.01126784086227417,0.11830382701009512,0.9737102389335632,0.022708068,1104,-43.14227080345154,0.260498046875,-0.024992476654006168,-2.323940428571429,1257.0
15,2280,71,36352,0.0004092704424510632,0.2,-0.03391905874013901,-1.7335174083709717,0.003438775092945434,0.9728862643241882,0.016213743,1120,-43.10160756111145,0.2183837890625,-0.019843299596686848,-2.323940428571429,1257.0
16,2282,72,36864,0.0004092704424510632,0.2,-0.03327595070004463,0.0013918280601501465,0.002012274062508368,0.9741092920303345,0.019002806,1136,-43.10656416416168,0.2515869140625,-0.024074961795122363,-2.321417620689655,1257.0
16,2284,73,37376,0.0004092704424510632,0.2,0.046260155737400055,0.0003094673156738281,0.16994932712987065,0.9757362008094788,0.024546951,1152,-43.15689551830292,0.2901611328125,-0.03025653029908426,-2.321417620689655,1257.0
16,2286,74,37888,0.0004092704424510632,0.2,-0.04042673110961914,-0.0010112524032592773,0.0029125932160241064,0.9755745530128479,0.0140314745,1168,-43.18527376651764,0.21875,-0.022850914247101173,-2.3209246333333335,1257.0
16,2288,75,38400,0.0004092704424510632,0.2,0.034760721027851105,0.00034296512603759766,0.16224217880517244,0.9740390777587891,0.029294912,1184,-43.15869331359863,0.281494140625,-0.029596614054753445,-2.3209246333333335,1257.0
16,2289,76,38912,0.0004092704424510632,0.2,-0.030457159504294395,-0.013446569442749023,0.003871913067996502,0.9746955037117004,0.02065564,1200,-43.13430345058441,0.2490234375,-0.023865249662776478,-2.3209246333333335,1257.0
17,2291,77,39424,0.0004092704424510632,0.2,-0.03940069302916527,0.0006121397018432617,0.0016543356214242522,0.9746033549308777,0.017955672,1216,-43.15566837787628,0.2340087890625,-0.025197581155225635,-2.3166590322580647,1257.0
17,2293,78,39936,0.0004092704424510632,0.2,0.020647335797548294,0.00047963857650756836,0.16291386797092855,0.9733970165252686,0.023612572,1232,-43.12897980213165,0.23095703125,-0.023301294742850587,-2.3166590322580647,1257.0
17,2294,79,40448,0.0004092704424510632,0.2,-0.03324339911341667,-0.07272613048553467,0.0039073099178494886,0.973066508769989,0.017792739,1248,-43.0996572971344,0.2318115234375,-0.0255401307658758,-2.3134354375,1257.0
17,2296,80,40960,0.0004092704424510632,0.2,0.024243805557489395,0.0019366145133972168,0.14629055350087583,0.9725854396820068,0.018796004,1264,-43.092342495918274,0.2144775390625,-0.020624870026949793,-2.3134354375,1257.0
18,2298,81,41472,0.0004092704424510632,0.2,-0.036337412893772125,-0.8108609914779663,0.003363526146131335,0.9734541773796082,0.01992137,1280,-43.08929657936096,0.2474365234375,-0.027944680739892647,-2.3134354375,1257.0
18,2299,82,41984,0.0004092704424510632,0.2,-0.043949950486421585,0.0009719133377075195,0.001569276791997254,0.9741608500480652,0.01722883,1296,-43.11808240413666,0.232177734375,-0.025215765213943087,-2.313561303030303,1257.0
18,2301,83,42496,0.0004092704424510632,0.2,0.015697799623012543,5.1856040954589844e-05,0.06638381973607466,0.9734266996383667,0.027346268,1312,-43.126615047454834,0.2611083984375,-0.02076412588940002,-2.313561303030303,1257.0
18,2302,84,43008,0.0004092704424510632,0.2,-0.04192294180393219,-0.0003069639205932617,0.003421716952288989,0.9731884002685547,0.013750059,1328,-43.10214138031006,0.22509765625,-0.024035070950048976,-2.312571647058823,1257.0
18,2304,85,43520,0.0004092704424510632,0.2,0.055935025215148926,0.00012540817260742188,0.19399518240243196,0.9735175371170044,0.024574392,1344,-43.1042218208313,0.2611083984375,-0.026667228084988892,-2.312571647058823,1257.0
19,2305,86,44032,0.0004092704424510632,0.2,-0.022982878610491753,-0.00023508071899414062,0.003868974596116459,0.9720765948295593,0.019824311,1360,-43.098641753196716,0.2403564453125,-0.025489738793112338,-2.3113935428571426,1257.0
19,2306,87,44544,0.0004092704424510632,0.2,0.04754016548395157,0.0001799464225769043,0.18359437119215727,0.9729741215705872,0.018418804,1376,-43.070756912231445,0.2486572265625,-0.024987577489810064,-2.3113935428571426,1257.0
19,2308,88,45056,0.0004092704424510632,0.2,-0.03982820734381676,-0.005333304405212402,0.002458517541526817,0.9730514287948608,0.015522409,1392,-43.098142981529236,0.2216796875,-0.023301824141526595,-2.3113935428571426,1257.0
19,2309,89,45568,0.0004092704424510632,0.2,-0.03422259911894798,-0.0006309747695922852,0.0032795637598610483,0.9734808206558228,0.012492659,1408,-43.098613262176514,0.207275390625,-0.024193965044105425,-2.313065583333333,1257.0
19,2310,90,46080,0.0004092704424510632,0.2,0.06144467741250992,0.00038808584213256836,0.18164597731083632,0.973192572593689,0.020145971,1424,-43.10798466205597,0.247802734375,-0.025084972061449662,-2.313065583333333,1257.0
20,2312,91,46592,0.0004092704424510632,0.2,-0.04986424744129181,-0.20380473136901855,0.004123552193050273,0.9723172187805176,0.017736785,1440,-43.08902931213379,0.250244140625,-0.031049779790919274,-2.3130517567567566,1257.0
20,2313,92,47104,0.0004092704424510632,0.2,0.07413217425346375,0.00022095441818237305,0.20447521703317761,0.9711107015609741,0.022959135,1456,-43.05664277076721,0.296630859375,-0.028864989246358164,-2.3130517567567566,1257.0
20,2314,93,47616,0.0004092704424510632,0.2,-0.03714153170585632,-0.08616328239440918,0.0023913441837066785,0.9704298377037048,0.022596942,1472,-43.0202761888504,0.25146484375,-0.028841599327279255,-2.3130517567567566,1257.0
20,2315,94,48128,0.0004092704424510632,0.2,-0.03892511501908302,5.6803226470947266e-05,0.0020949110366927925,0.9692131280899048,0.01598982,1488,-42.99051070213318,0.2264404296875,-0.022704341303324327,-2.3111378157894737,1257.0
20,2316,95,48640,0.0004092704424510632,0.2,0.03957581892609596,0.00013750791549682617,0.20013696933165193,0.9695884585380554,0.016981198,1504,-42.96975791454315,0.1790771484375,-0.020893854896712583,-2.3111378157894737,1257.0
21,2317,96,49152,0.0004092704424510632,0.2,-0.04910353943705559,4.8220157623291016e-05,0.0045864614367019385,0.9697121381759644,0.022133835,1520,-42.985040068626404,0.240478515625,-0.030575827491702512,-2.3119264102564103,1257.0
21,2318,97,49664,0.0004092704424510632,0.2,0.06595402956008911,0.00017029047012329102,0.1937985960394144,0.9689136743545532,0.017522171,1536,-42.97361636161804,0.23486328125,-0.022890456370078027,-2.3119264102564103,1257.0
21,2319,98,50176,0.0004092704424510632,0.2,-0.02811475284397602,-0.00018858909606933594,0.003307957074866863,0.9687203764915466,0.019502731,1552,-42.95339345932007,0.2293701171875,-0.024908545543439686,-2.3119264102564103,1257.0
21,2320,99,50688,0.0004092704424510632,0.2,-0.02943234331905842,-0.00020182132720947266,0.002179608301958069,0.9681950211524963,0.020666704,1568,-42.94982624053955,0.228271484375,-0.025841054230113514,-2.311669725,1257.0
22,2321,100,51200,0.0004092704424510632,0.2,0.06347744166851044,0.0002468228340148926,0.19832452852278948,0.966798722743988,0.021857675,1584,-42.91679310798645,0.2542724609375,-0.026924810168566182,-2.311669725,1257.0
22,2322,101,51712,0.0004092704424510632,0.2,-0.056171245872974396,-0.00011789798736572266,0.004111897287657484,0.966361403465271,0.01990039,1600,-42.88013172149658,0.280029296875,-0.033775778210838325,-2.3074595853658533,1257.0
22,2323,102,52224,0.0004092704424510632,0.2,0.03862595185637474,0.0004131197929382324,0.18632315518334508,0.965796947479248,0.018166557,1616,-42.86889898777008,0.2587890625,-0.027449135144706815,-2.3074595853658533,1257.0
22,2324,103,52736,0.0004092704424510632,0.2,-0.04456363618373871,-0.0008543729782104492,0.003264220868004486,0.9670205116271973,0.02255323,1632,-42.867303013801575,0.2662353515625,-0.03151723215705715,-2.3074595853658533,1257.0
22,2325,104,53248,0.0004092704424510632,0.2,-0.039495959877967834,0.0009333491325378418,0.002275191367516527,0.9677737951278687,0.018930048,1648,-42.905025005340576,0.2559814453125,-0.027414668264100328,-2.3085567857142855,1257.0
23,2326,105,53760,0.0004092704424510632,0.2,0.04723420739173889,0.0010353922843933105,0.19358252407982945,0.9666683673858643,0.017750056,1664,-42.898937940597534,0.23974609375,-0.025151602843834553,-2.3085567857142855,1257.0
23,2327,106,54272,0.0004092704424510632,0.2,-0.026039261370897293,-2.5205140113830566,0.012381543521769345,0.9642982482910156,0.016949702,1680,-42.83759593963623,0.19580078125,-0.02379005850525573,-2.311210465116279,1257.0
23,2328,107,54784,0.0004092704424510632,0.2,0.017001021653413773,0.010412871837615967,0.13191699935123324,0.9621424078941345,0.021615135,1696,-42.75965690612793,0.2530517578125,-0.026209399962681346,-2.311210465116279,1257.0
23,2329,108,55296,0.0004092704424510632,0.2,-0.023839890956878662,-2.0440666675567627,0.004402613791171461,0.9604072570800781,0.014838904,1712,-42.70022213459015,0.189453125,-0.02032933768350631,-2.311210465116279,1257.0
23,2330,109,55808,0.0004092704424510632,0.2,-0.048303186893463135,0.001986682415008545,0.002111268331645988,0.9588691592216492,0.021852102,1728,-42.6458683013916,0.2342529296875,-0.02869901934172958,-2.3107779545454545,1257.0
24,2331,110,56320,0.0004092704424510632,0.2,0.007323991507291794,0.00041544437408447266,0.08278595341835171,0.9590575695037842,0.034438603,1744,-42.62174713611603,0.31982421875,-0.02523050323361531,-2.3107779545454545,1257.0
24,2332,111,56832,0.0004092704424510632,0.2,-0.02539185807108879,-0.00026476383209228516,0.003758493076020386,0.957809567451477,0.020057261,1760,-42.61493909358978,0.2354736328125,-0.02623403211327968,-2.3122453555555555,1257.0
24,2332,112,57344,0.0004092704424510632,0.2,0.05916246399283409,0.0006498098373413086,0.18954397039487958,0.9581905007362366,0.01816786,1776,-42.5849050283432,0.2232666015625,-0.022817214368842542,-2.3122453555555555,1257.0
24,2333,113,57856,0.0004092704424510632,0.2,-0.03832715004682541,-0.0004075765609741211,0.004571363584545907,0.9592692852020264,0.016344272,1792,-42.611831068992615,0.185546875,-0.01697682806116063,-2.3085663260869564,1257.0
25,2334,114,58368,0.0004092704424510632,0.2,0.026469897478818893,0.003843247890472412,0.15934847947210073,0.9590837955474854,0.023092842,1808,-42.627599120140076,0.225830078125,-0.022195485566044226,-2.3085663260869564,1257.0
25,2335,115,58880,0.0004092704424510632,0.2,-0.0373988039791584,-2.1536977291107178,0.005288128690153826,0.9570754766464233,0.01622187,1824,-42.59441113471985,0.2547607421875,-0.02746223399299197,-2.3085663260869564,1257.0
25,2336,116,59392,0.0004092704424510632,0.2,-0.02332407981157303,-0.028650641441345215,0.003428968309890479,0.9571206569671631,0.014988319,1840,-42.553011417388916,0.204345703125,-0.019985369537607767,-2.307881404255319,1257.0
25,2337,117,59904,0.0004092704424510632,0.2,0.012285862118005753,0.031076014041900635,0.13153164484538138,0.9578122496604919,0.019889124,1856,-42.57543873786926,0.1956787109375,-0.021741191274486482,-2.307881404255319,1257.0
25,2337,118,60416,0.0004092704424510632,0.2,-0.0357891283929348,-4.603028774261475,0.003365423315699445,0.957377016544342,0.019495578,1872,-42.58129405975342,0.236572265625,-0.02268906496465206,-2.305643958333333,1257.0
26,2338,119,60928,0.0004092704424510632,0.2,0.055824827402830124,0.0009738802909851074,0.1996390288695693,0.9582475423812866,0.022640243,1888,-42.58036506175995,0.2835693359375,-0.03032403383986093,-2.305643958333333,1257.0
26,2339,120,61440,0.0004092704424510632,0.2,-0.02623957023024559,-0.002865433692932129,0.0034579251368995756,0.9578106999397278,0.013074117,1904,-42.58869504928589,0.1898193359375,-0.020431456447113305,-2.305643958333333,1257.0
26,2340,121,61952,0.0004092704424510632,0.2,-0.025913020595908165,-0.001997828483581543,0.0027257165129412897,0.957314670085907,0.017600462,1920,-42.57041144371033,0.211669921875,-0.02188803239550907,-2.3048148979591834,1257.0
26,2341,122,62464,0.0004092704424510632,0.2,0.0035874657332897186,0.003416001796722412,0.17771630780771375,0.9574492573738098,0.025298707,1936,-42.56249821186066,0.2738037109375,-0.027975669043371454,-2.3048148979591834,1257.0
26,2341,123,62976,0.0004092704424510632,0.2,-0.03946167975664139,-5.095953941345215,0.023921557716676034,0.9570316076278687,0.02108885,1952,-42.56498622894287,0.237060546875,-0.027558149944525212,-2.30355412,1257.0
27,2342,124,63488,0.0004092704424510632,0.2,0.004001472145318985,0.10437619686126709,0.10394098795950413,0.9555294513702393,0.0301933,1968,-42.52659833431244,0.2425537109375,-0.02669950746349059,-2.30355412,1257.0
27,2342,125,64000,0.0004092704424510632,0.2,-0.03508586063981056,-3.0271854400634766,0.0031487188389291987,0.9565322995185852,0.017546315,1984,-42.50827133655548,0.199951171875,-0.022538430988788605,-2.30355412,1257.0
