time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/value_loss,train/clip_range,train/clip_fraction,train/loss,train/explained_variance,train/policy_gradient_loss,train/std,train/learning_rate,train/entropy_loss,train/approx_kl,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean
0,1,4253,512,,,,,,,,,,,,,
0,2,1922,1024,0.10719727976538707,0.2,0.3172607421875,-0.030749168246984482,-0.24467182159423828,-0.0337469146179501,1.0001051425933838,0.0004092704424510632,-43.980937480926514,0.02050698,16,,
0,3,1649,1536,0.00516296971909469,0.2,0.274169921875,-0.04475986957550049,-0.023856401443481445,-0.027621372399153188,1.0003533363342285,0.0004092704424510632,-43.99506211280823,0.018927656,32,-2.73203,1257.0
1,4,1513,2048,0.01791510352632031,0.2,0.3798828125,-0.045287638902664185,-0.00657343864440918,-0.03845140204066411,1.0002332925796509,0.0004092704424510632,-43.994789123535156,0.035393268,48,-2.73203,1257.0
1,5,1452,2560,0.00604457449662732,0.2,0.1981201171875,-0.03743204474449158,-0.005749702453613281,-0.02138999232556671,0.9988563656806946,0.0004092704424510632,-43.97441267967224,0.01364607,64,-2.9384569999999997,1257.0
2,6,1415,3072,0.02202897350070998,0.2,0.290283203125,-0.01828145980834961,-0.0011415481567382812,-0.025420906924409792,0.997485876083374,0.0004092704424510632,-43.92382884025574,0.019599587,80,-2.9384569999999997,1257.0
2,7,1394,3584,0.002759263174084481,0.2,0.267333984375,-0.03266821801662445,0.040623247623443604,-0.02481259108753875,0.9974685907363892,0.0004092704424510632,-43.90074360370636,0.017992292,96,-2.9384569999999997,1257.0
2,8,1379,4096,0.004975575080607086,0.2,0.270263671875,-0.03252198547124863,-0.005861759185791016,-0.026115423650480807,0.9976012706756592,0.0004092704424510632,-43.90216517448425,0.019012991,112,-2.993431333333333,1257.0
3,9,1366,4608,0.046173233073204756,0.2,0.2958984375,-0.009269511327147484,-0.0012584924697875977,-0.02533238139585592,0.9978808164596558,0.0004092704424510632,-43.91174376010895,0.02349358,128,-2.993431333333333,1257.0
3,10,1355,5120,0.0033438448881497607,0.2,0.2364501953125,-0.035939231514930725,0.03095465898513794,-0.025772734865313396,0.9957730174064636,0.0004092704424510632,-43.88705921173096,0.017999835,144,-2.9851405,1257.0
4,11,1346,5632,0.05512544815428555,0.2,0.300537109375,-0.020482543855905533,-0.00019490718841552734,-0.0313303056609584,0.9955310225486755,0.0004092704424510632,-43.830185532569885,0.027413763,160,-2.9851405,1257.0
4,12,1340,6144,0.002899481463828124,0.2,0.2059326171875,-0.0203454177826643,0.004829525947570801,-0.019858487241435796,0.995383620262146,0.0004092704424510632,-43.833757638931274,0.012896275,176,-2.9851405,1257.0
4,13,1334,6656,0.003607191509217955,0.2,0.2542724609375,-0.04316626489162445,-0.0017659664154052734,-0.02704828519927105,0.9951187372207642,0.0004092704424510632,-43.82512056827545,0.016009614,192,-2.9885874,1257.0
5,14,1323,7168,0.07154821243602782,0.2,0.3343505859375,-0.005553297698497772,-0.0004928112030029297,-0.04026958734175423,0.9934906363487244,0.0004092704424510632,-43.79919147491455,0.039050803,208,-2.9885874,1257.0
