train/learning_rate,time/episodes,train/critic_loss,rollout/ep_rew_mean,rollout/ep_len_mean,train/ent_coef_loss,time/total_timesteps,train/ent_coef,train/n_updates,time/time_elapsed,time/fps,train/actor_loss
0.0008459126528049375,4,1.8559088706970215,-4.66403625,1258.0,-171.7588348388672,5032,0.017480522394180298,4931,465,10,-122.65670776367188
0.0008459126528049375,8,5.677943706512451,-3.6300472500000005,1258.0,-6.838074684143066,10064,0.0011144543532282114,9963,940,10,-117.14108276367188
0.0008459126528049375,12,3.792494773864746,-2.990994583333334,1258.0,-9.292346000671387,15096,0.0008652396500110626,14995,1416,10,-106.25205993652344
0.0008459126528049375,16,4.650944232940674,-2.641077375,1258.0,-53.424705505371094,20128,0.0015932369278743863,20027,1892,10,-91.15658569335938
0.0008459126528049375,20,3.9726409912109375,-2.43022155,1258.0,-63.86819076538086,25160,0.0010830508545041084,25059,14,10,-80.46807861328125
0.0008459126528049375,24,6.375592231750488,-2.303616875,1258.0,156.6201934814453,30192,0.0010010733967646956,30091,488,10,-68.9947509765625
0.0008459126528049375,28,3.9216370582580566,-2.2028671785714287,1258.0,81.1585693359375,35224,0.00036707581602968276,35123,963,10,-65.50909423828125
0.0008459126528049375,32,2.022657871246338,-2.12747953125,1258.0,-85.00479125976562,40256,0.0005245074280537665,40155,1437,10,-46.42169952392578
0.0008459126528049375,36,1.5567821264266968,-2.0817360277777777,1258.0,-52.80742645263672,45288,0.00044732337119057775,45187,1909,10,-42.168277740478516
0.0008459126528049375,40,0.6167787313461304,-2.04204635,1258.0,-29.792062759399414,50320,0.0001539887161925435,50219,29,10,-41.25508117675781
0.0008459126528049375,44,3.193378448486328,-2.0091669090909092,1258.0,-69.92479705810547,55352,0.0004225611046422273,55251,498,10,-37.92421340942383
0.0008459126528049375,48,0.6518152356147766,-1.9646370833333335,1258.0,-22.062152862548828,60384,0.0001470093848183751,60283,980,10,-35.84619140625
0.0008459126528049375,52,0.7285128831863403,-1.9436161153846154,1258.0,93.2800521850586,65416,0.00010753518290584907,65315,1464,10,-35.41680908203125
0.0008459126528049375,56,0.4078555703163147,-1.9403283214285716,1258.0,168.76065063476562,70448,0.00011992092913715169,70347,1948,10,-33.33146286010742
0.0008459126528049375,60,0.338187038898468,-1.9250899500000003,1258.0,-0.7108960151672363,75480,0.00012027163029415533,75379,47,10,-31.83951759338379
0.0008459126528049375,64,0.5226994752883911,-1.91352275,1258.0,-25.991432189941406,80512,0.00012546146172098815,80411,558,9,-28.117420196533203
0.0008459126528049375,68,0.30111008882522583,-1.9018232352941178,1258.0,-73.21876525878906,85544,0.00023911548487376422,85443,1069,9,-28.128032684326172
0.0008459126528049375,72,1.705713152885437,-1.8880548194444446,1258.0,-23.503128051757812,90576,0.000331744464347139,90475,1584,9,-23.121173858642578
