train/learning_rate,train/ent_coef,train/actor_loss,train/ent_coef_loss,rollout/ep_len_mean,train/critic_loss,time/fps,rollout/ep_rew_mean,train/n_updates,time/episodes,time/total_timesteps,time/time_elapsed
0.0008459126528049375,0.016904346644878387,-121.49817657470703,-185.46009826660156,1258.0,1.4850046634674072,27,-4.363544,4931,4,5032,181
0.0008459126528049375,0.0009535283898003399,-129.88523864746094,-73.69523620605469,1258.0,4.782489776611328,25,-3.231043,9963,8,10064,398
0.0008459126528049375,0.001121704583056271,-128.50869750976562,1.383570671081543,1258.0,5.858877182006836,25,-2.5136225833333334,14995,12,15096,587
0.0008459126528049375,0.000669082801323384,-123.66194152832031,27.48005485534668,1258.0,2.456970691680908,25,-2.175949375,20027,16,20128,781
0.0008459126528049375,0.0019794940017163754,-114.65765380859375,37.413475036621094,1258.0,5.630034446716309,32,-1.9247176,25059,20,25160,4
0.0008459126528049375,0.0006924234330654144,-110.88475799560547,25.35138511657715,1258.0,2.3002853393554688,31,-1.7604791666666666,30091,24,30192,163
0.0008459126528049375,0.00048538390547037125,-111.58638000488281,-21.046003341674805,1258.0,2.255108118057251,31,-1.6283890000000003,35123,28,35224,321
0.0008459126528049375,0.0005730977864004672,-110.21998596191406,-8.579584121704102,1258.0,1.106762409210205,31,-1.5474411562500001,40155,32,40256,481
0.0008459126528049375,0.0009055893169716001,-83.15489196777344,88.5743179321289,1258.0,5.9173583984375,31,-1.4957883055555559,45187,36,45288,642
0.0008459126528049375,0.0008133054943755269,-78.07654571533203,20.48630142211914,1258.0,2.925086498260498,26,-1.451433025,50219,40,50320,12
0.0008459126528049375,0.0009105462813749909,-75.26814270019531,27.155067443847656,1258.0,1.7756010293960571,25,-1.3949293636363636,55251,44,55352,206
0.0008459126528049375,0.0008514635264873505,-72.98162841796875,12.133062362670898,1258.0,9.734234809875488,25,-1.3663254583333335,60283,48,60384,403
0.0008459126528049375,0.0006757400115020573,-73.15931701660156,7.694061756134033,1258.0,9.39012622833252,25,-1.3405604615384616,65315,52,65416,601
0.0008459126528049375,0.0009017388219945133,-69.11424255371094,-31.64182472229004,1258.0,2.2644200325012207,25,-1.3091078928571431,70347,56,70448,799
0.0008459126528049375,0.0011728163808584213,-54.21116638183594,-29.063081741333008,1258.0,3.1643331050872803,24,-1.3070891500000001,75379,60,75480,19
0.0008459126528049375,0.0006067953072488308,-45.00412368774414,-61.139041900634766,1258.0,7.222499847412109,24,-1.2954584062499999,80411,64,80512,224
0.0008459126528049375,0.000593138684052974,-45.476627349853516,-31.252716064453125,1258.0,5.331860542297363,24,-1.277396955882353,85443,68,85544,432
0.0008459126528049375,0.0008434076444245875,-31.616416931152344,-42.80462646484375,1258.0,7.987646102905273,24,-1.2636545416666667,90475,72,90576,638
0.0008459126528049375,0.0005651389947161078,-24.877552032470703,-46.32294464111328,1258.0,6.958911895751953,24,-1.2462849736842103,95507,76,95608,845
