train/learning_rate,train/ent_coef,train/actor_loss,train/ent_coef_loss,rollout/ep_len_mean,train/critic_loss,time/fps,rollout/ep_rew_mean,train/n_updates,time/episodes,time/total_timesteps,time/time_elapsed
0.0008459126528049375,0.01715352199971676,-123.27156829833984,-179.11868286132812,1258.0,1.2161715030670166,26,-4.11531775,4931,4,5032,191
0.0008459126528049375,0.0010215087095275521,-131.37603759765625,-51.304771423339844,1258.0,3.2655701637268066,26,-3.159722625,9963,8,10064,380
0.0008459126528049375,0.0011364204110577703,-133.40467834472656,-82.21561431884766,1258.0,4.12966775894165,28,-2.6274474999999997,14995,12,15096,538
0.0008459126528049375,0.0013496517203748226,-133.47918701171875,-18.84577178955078,1258.0,9.222034454345703,28,-2.3259063125,20027,16,20128,697
0.0008459126528049375,0.0009820848936215043,-123.56105041503906,-43.68114471435547,1258.0,46.633941650390625,25,-2.15565785,25059,20,25160,6
0.0008459126528049375,0.0008164583123289049,-120.88580322265625,23.274478912353516,1258.0,48.216949462890625,26,-2.0072852083333332,30091,24,30192,197
0.0008459126528049375,0.001142315100878477,-106.15345001220703,-28.691194534301758,1258.0,4.147742748260498,28,-1.880551857142857,35123,28,35224,359
0.0008459126528049375,0.0006387867615558207,-104.21188354492188,-30.21402931213379,1258.0,3.9217844009399414,29,-1.80146990625,40155,32,40256,521
0.0008459126528049375,0.0006159466574899852,-99.32691955566406,-47.044795989990234,1258.0,3.130251407623291,29,-1.7133130277777775,45187,36,45288,684
0.0008459126528049375,0.0008137593977153301,-93.91602325439453,24.223134994506836,1258.0,11.56348991394043,31,-1.6589721499999999,50219,40,50320,10
0.0008459126528049375,0.0010410965187475085,-82.3171157836914,-39.39815902709961,1258.0,9.362125396728516,31,-1.6241792045454544,55251,44,55352,171
0.0008459126528049375,0.0009770166361704469,-75.09748077392578,4.857358455657959,1258.0,14.549114227294922,31,-1.6220861458333333,60283,48,60384,332
0.0008459126528049375,0.0016178430523723364,-61.62393569946289,13.505742073059082,1258.0,12.636723518371582,31,-1.6180044615384614,65315,52,65416,494
0.0008459126528049375,0.0011228396324440837,-57.41331481933594,-42.392982482910156,1258.0,11.969633102416992,31,-1.6043496428571429,70347,56,70448,657
0.0008459126528049375,0.0017790257697924972,-47.58650207519531,-27.875999450683594,1258.0,16.177581787109375,29,-1.5695643499999998,75379,60,75480,16
0.0008459126528049375,0.0013780402950942516,-31.457992553710938,-19.126314163208008,1258.0,27.561288833618164,29,-1.549468921875,80411,64,80512,189
0.0008459126528049375,0.0007186275906860828,-23.03644561767578,70.79034423828125,1258.0,12.484333038330078,28,-1.5276278382352941,85443,68,85544,364
0.0008459126528049375,0.0012297341600060463,-11.955697059631348,55.412837982177734,1258.0,16.188566207885742,28,-1.497866013888889,90475,72,90576,540
0.0008459126528049375,0.0008755961898714304,5.043298721313477,-27.765085220336914,1258.0,13.110755920410156,28,-1.475259552631579,95507,76,95608,716
