time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/loss,train/learning_rate,train/policy_gradient_loss,train/value_loss,train/clip_range,train/clip_fraction,train/entropy_loss,train/explained_variance,train/n_updates,train/approx_kl,train/std,rollout/ep_len_mean,rollout/ep_rew_mean
1,4035,0,512,,,,,,,,,,,,,
2,2365,0,1024,-0.036537349224090576,0.0004092704424510632,-0.031756254596984945,0.14202007585663523,0.2,0.2637939453125,-43.94510841369629,-1.5131251811981201,16,0.01857493,0.9974024891853333,,
3,2086,0,1536,-0.036936238408088684,0.0004092704424510632,-0.03187707331380807,0.0038398231044993736,0.2,0.3187255859375,-43.87592327594757,-0.008937597274780273,32,0.025223933,0.995404839515686,1258.0,-2.559973
4,1968,1,2048,-0.012835216708481312,0.0004092704424510632,-0.02537289378233254,0.023635059944353998,0.2,0.30322265625,-43.80873417854309,0.0021384358406066895,48,0.021203041,0.9931788444519043,1258.0,-2.559973
5,1901,1,2560,-0.03275011479854584,0.0004092704424510632,-0.02529315376887098,0.005338107039278839,0.2,0.2689208984375,-43.780821204185486,0.032717227935791016,64,0.018872775,0.9941545128822327,1258.0,-2.6617189999999997
6,1859,1,3072,-0.02604762278497219,0.0004092704424510632,-0.02978602604707703,0.03340617282083258,0.2,0.319091796875,-43.820138692855835,0.002390921115875244,80,0.022144072,0.9950920939445496,1258.0,-2.6617189999999997
7,1830,1,3584,-0.01968121901154518,0.0004092704424510632,-0.020084178235265426,0.0049106898659374565,0.2,0.23388671875,-43.810633420944214,0.017341136932373047,96,0.01709807,0.9932123422622681,1258.0,-2.6617189999999997
8,1810,2,4096,-0.030924424529075623,0.0004092704424510632,-0.02725277078570798,0.0019128523344988935,0.2,0.26806640625,-43.77013385295868,0.019977986812591553,112,0.015348159,0.9936330318450928,1258.0,-2.5691599999999997
9,1796,2,4608,-0.006200753152370453,0.0004092704424510632,-0.022720268869306892,0.047740824054926634,0.2,0.2432861328125,-43.79259371757507,-0.00040650367736816406,128,0.014775829,0.9938399791717529,1258.0,-2.5691599999999997
10,1784,2,5120,-0.0399060919880867,0.0004092704424510632,-0.029235543042887002,0.00435581764759263,0.2,0.3082275390625,-43.76262104511261,0.16234147548675537,144,0.02490035,0.9919617176055908,1258.0,-2.621506
11,1774,3,5632,-0.014595791697502136,0.0004092704424510632,-0.02792953484458849,0.054256098926998675,0.2,0.2760009765625,-43.7280398607254,0.015245556831359863,160,0.015293434,0.9920763373374939,1258.0,-2.621506
12,1766,3,6144,-0.040590643882751465,0.0004092704424510632,-0.027217681403271854,0.004319702507928014,0.2,0.265625,-43.741878271102905,0.2529650330543518,176,0.017587427,0.9924870729446411,1258.0,-2.621506
13,1758,3,6656,-0.03880707174539566,0.0004092704424510632,-0.0339490936457878,0.0024733601858315524,0.2,0.30322265625,-43.72675037384033,0.14436638355255127,192,0.020224158,0.9909487366676331,1258.0,-2.650418
14,1752,4,7168,-0.0017709620296955109,0.0004092704424510632,-0.024174373771529645,0.06720807531382889,0.2,0.253173828125,-43.66547644138336,0.014335155487060547,208,0.016118549,0.9889058470726013,1258.0,-2.650418
15,1747,4,7680,-0.03597515821456909,0.0004092704424510632,-0.02239340809865098,0.0030601214348280337,0.2,0.258056640625,-43.601930022239685,0.3442028760910034,224,0.01899258,0.9872031807899475,1258.0,-2.634056
16,1743,4,8192,-0.017992082983255386,0.0004092704424510632,-0.03288757523114327,0.06526780012063682,0.2,0.3065185546875,-43.57319450378418,0.06967735290527344,240,0.027101755,0.9869983196258545,1258.0,-2.634056
17,1740,5,8704,-0.03733748197555542,0.0004092704424510632,-0.027547112476895563,0.005481008418428246,0.2,0.2623291015625,-43.586443305015564,0.2267376184463501,256,0.02141608,0.9886139631271362,1258.0,-2.634056
18,1737,5,9216,-0.047485239803791046,0.0004092704424510632,-0.030388758634217083,0.0024146628311427776,0.2,0.2733154296875,-43.62741553783417,0.3001830577850342,272,0.019701295,0.9887930154800415,1258.0,-2.623203
19,1733,5,9728,-0.02071847766637802,0.0004092704424510632,-0.028732817037962377,0.06547067267820239,0.2,0.2991943359375,-43.60273826122284,0.10080742835998535,288,0.030516442,0.9876933097839355,1258.0,-2.623203
20,1730,5,10240,-0.03192495182156563,0.0004092704424510632,-0.023297978070331737,0.009962927899323404,0.2,0.2109375,-43.5798282623291,-0.6511638164520264,304,0.015016785,0.9873747825622559,1258.0,-2.628285625
21,1728,6,10752,-0.013272183015942574,0.0004092704424510632,-0.024778402330412064,0.05193646129919216,0.2,0.2440185546875,-43.5699223279953,0.3070846199989319,320,0.017112786,0.9870795011520386,1258.0,-2.628285625
22,1726,6,11264,-0.03417009860277176,0.0004092704424510632,-0.02623927584500052,0.0078615367092425,0.2,0.2427978515625,-43.56279265880585,-0.31856727600097656,336,0.017570948,0.9871096014976501,1258.0,-2.628285625
23,1724,6,11776,-0.045799098908901215,0.0004092704424510632,-0.02997465484077111,0.0034160778450313956,0.2,0.24462890625,-43.5841588973999,0.05998718738555908,352,0.020527558,0.988496720790863,1258.0,-2.641756888888889
24,1721,7,12288,-0.03451162576675415,0.0004092704424510632,-0.02759229563525878,0.039114289393182844,0.2,0.273193359375,-43.629958510398865,0.09544920921325684,368,0.023819849,0.9897215962409973,1258.0,-2.641756888888889
25,1719,7,12800,-0.03652883693575859,0.0004092704424510632,-0.030318361590616405,0.012096661332179792,0.2,0.2698974609375,-43.62542402744293,-1.483104944229126,384,0.025294688,0.9875985383987427,1258.0,-2.6616718
26,1718,7,13312,-0.025585366412997246,0.0004092704424510632,-0.026282399383489974,0.033220937475562096,0.2,0.2413330078125,-43.54722857475281,0.38547778129577637,400,0.019404009,0.9857736825942993,1258.0,-2.6616718
27,1716,8,13824,-0.02869865670800209,0.0004092704424510632,-0.023719103817711584,0.009928210347425193,0.2,0.2044677734375,-43.49037575721741,0.233270525932312,416,0.018100753,0.9838745594024658,1258.0,-2.6616718
28,1715,8,14336,-0.033756595104932785,0.0004092704424510632,-0.027662777836667374,0.009238171391189098,0.2,0.2735595703125,-43.443344831466675,0.7102734446525574,432,0.019002222,0.9831368327140808,1258.0,-2.654004545454546
29,1714,8,14848,-0.02891152910888195,0.0004092704424510632,-0.028925418315338902,0.024557611846830696,0.2,0.302734375,-43.435402035713196,0.5618659257888794,448,0.042271577,0.9832751154899597,1258.0,-2.654004545454546
30,1712,8,15360,-0.031017489731311798,0.0004092704424510632,-0.026976337612723,0.004012726538348943,0.2,0.2408447265625,-43.449753284454346,-1.1051948070526123,464,0.017061148,0.9838758111000061,1258.0,-2.657238166666667
31,1711,9,15872,-0.006257947534322739,0.0004092704424510632,-0.02075716678518802,0.054676406376529485,0.2,0.19482421875,-43.4526230096817,0.14498698711395264,480,0.013886025,0.9832229614257812,1258.0,-2.657238166666667
32,1710,9,16384,-0.03245009854435921,0.0004092704424510632,-0.02013311319751665,0.00789043512486387,0.2,0.210205078125,-43.431445598602295,-0.4722554683685303,496,0.02446298,0.9829472899436951,1258.0,-2.6531247692307693
33,1709,9,16896,0.02093009278178215,0.0004092704424510632,-0.020312147797085345,0.0767934825271368,0.2,0.200927734375,-43.43050491809845,0.43903791904449463,512,0.01822937,0.9830095767974854,1258.0,-2.6531247692307693
34,1709,10,17408,-0.03712322190403938,0.0004092704424510632,-0.02139461095794104,0.006166314749862067,0.2,0.222412109375,-43.4222936630249,-0.7195730209350586,528,0.015865657,0.9824036359786987,1258.0,-2.6531247692307693
