time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/loss,train/learning_rate,train/policy_gradient_loss,train/value_loss,train/clip_range,train/clip_fraction,train/entropy_loss,train/explained_variance,train/n_updates,train/approx_kl,train/std,rollout/ep_len_mean,rollout/ep_rew_mean
1,4044,0,512,,,,,,,,,,,,,
2,2497,0,1024,-0.04234331101179123,0.0004092704424510632,-0.0358602998603601,0.1154194687405834,0.2,0.2791748046875,-43.99644494056702,-0.3295319080352783,16,0.01836673,1.0006635189056396,,
3,2224,0,1536,-0.058074016124010086,0.0004092704424510632,-0.033304924218100496,0.004035424237372354,0.2,0.2962646484375,-44.01005280017853,0.08064496517181396,32,0.024082396,1.000777244567871,1258.0,-2.772341
4,2107,0,2048,-0.029259636998176575,0.0004092704424510632,-0.027596340980380774,0.007208141963928938,0.2,0.2628173828125,-44.00112318992615,0.00299149751663208,48,0.018256206,1.0001099109649658,1258.0,-2.772341
5,2047,1,2560,-0.037018969655036926,0.0004092704424510632,-0.02779165012179874,0.006274455940001644,0.2,0.310302734375,-43.982126116752625,0.08590734004974365,64,0.024023287,0.9998182654380798,1258.0,-2.7856085
6,2009,1,3072,-0.044355422258377075,0.0004092704424510632,-0.02834126152447425,0.013615313248010352,0.2,0.271240234375,-43.973326086997986,-0.004973649978637695,80,0.017119061,0.999230146408081,1258.0,-2.7856085
7,1981,1,3584,-0.053918324410915375,0.0004092704424510632,-0.030134750995784998,0.0035535500428522937,0.2,0.2764892578125,-43.97670018672943,0.05155760049819946,96,0.023888515,1.0006664991378784,1258.0,-2.7856085
8,1959,2,4096,-0.029712975025177002,0.0004092704424510632,-0.024409536854363978,0.00269340526938322,0.2,0.251708984375,-44.013638734817505,0.07397264242172241,112,0.013257965,1.0013234615325928,1258.0,-2.743056333333333
9,1946,2,4608,-0.03200993314385414,0.0004092704424510632,-0.028770692413672805,0.025940437277313322,0.2,0.29296875,-44.014479994773865,0.011876940727233887,128,0.020823795,1.0004914999008179,1258.0,-2.743056333333333
10,1933,2,5120,-0.02558831125497818,0.0004092704424510632,-0.021910718292929232,0.006157831609016284,0.2,0.2525634765625,-43.9924213886261,0.15242743492126465,144,0.01991434,1.0010043382644653,1258.0,-2.7414752499999997
11,1923,2,5632,-0.01076517254114151,0.0004092704424510632,-0.01906539072660962,0.036121010838542134,0.2,0.2044677734375,-43.98055362701416,0.0266721248626709,160,0.015936214,0.9989052414894104,1258.0,-2.7414752499999997
12,1915,3,6144,-0.02506241202354431,0.0004092704424510632,-0.01821059936992242,0.005695870066119824,0.2,0.2281494140625,-43.91350221633911,0.24084442853927612,176,0.016622648,0.9976393580436707,1258.0,-2.7414752499999997
13,1909,3,6656,-0.035427115857601166,0.0004092704424510632,-0.025999109930125996,0.002269551667268388,0.2,0.2235107421875,-43.88704180717468,0.09466886520385742,192,0.016560797,0.9963833093643188,1258.0,-2.7494477999999996
14,1902,3,7168,-0.009994136169552803,0.0004092704424510632,-0.02197974911541678,0.0439933625748381,0.2,0.2244873046875,-43.84002077579498,0.03150820732116699,208,0.017214285,0.9951305985450745,1258.0,-2.7494477999999996
15,1897,4,7680,-0.02709183096885681,0.0004092704424510632,-0.01823464731569402,0.0039318609779002145,0.2,0.1839599609375,-43.811010241508484,0.3743705749511719,224,0.014819555,0.994581401348114,1258.0,-2.7503076666666666
16,1888,4,8192,-0.008079394698143005,0.0004092704424510632,-0.02499048908794066,0.04807913152035326,0.2,0.248779296875,-43.77776539325714,0.11425244808197021,240,0.018921848,0.9927005767822266,1258.0,-2.7503076666666666
17,1882,4,8704,-0.03258631005883217,0.0004092704424510632,-0.02615474708727561,0.004865477851126343,0.2,0.2598876953125,-43.72636389732361,0.5100454092025757,256,0.019797739,0.9916165471076965,1258.0,-2.7503076666666666
18,1878,4,9216,-0.030617505311965942,0.0004092704424510632,-0.022220924380235374,0.0027932995799346827,0.2,0.2003173828125,-43.697253704071045,0.2527335286140442,272,0.014715323,0.990621030330658,1258.0,-2.766048285714286
19,1875,5,9728,-0.012744974344968796,0.0004092704424510632,-0.02345388167304918,0.04756334243575111,0.2,0.2548828125,-43.679943799972534,0.16467678546905518,288,0.021939244,0.9908329248428345,1258.0,-2.766048285714286
20,1873,5,10240,-0.0412747822701931,0.0004092704424510632,-0.02926432402455248,0.0076608295130426995,0.2,0.260986328125,-43.71240270137787,-0.0025066137313842773,304,0.024624094,0.9927794337272644,1258.0,-2.7440482499999996
21,1871,5,10752,-0.008226027712225914,0.0004092704424510632,-0.029055569306365214,0.058967426186427474,0.2,0.2947998046875,-43.791730523109436,0.23960477113723755,320,0.02978457,0.99521803855896,1258.0,-2.7440482499999996
22,1869,6,11264,-0.03613067790865898,0.0004092704424510632,-0.027633067074930295,0.00867665589612443,0.2,0.2154541015625,-43.81501376628876,0.25099581480026245,336,0.015729632,0.9942612648010254,1258.0,-2.7440482499999996
23,1867,6,11776,-0.03843270242214203,0.0004092704424510632,-0.0297249814029783,0.0036719583622470964,0.2,0.245361328125,-43.77168142795563,0.12708067893981934,352,0.020150179,0.9927927255630493,1258.0,-2.734884555555555
24,1864,6,12288,-0.020767899230122566,0.0004092704424510632,-0.025398072291864082,0.047626717016100883,0.2,0.2633056640625,-43.72890043258667,0.1472131609916687,368,0.025984991,0.9916585683822632,1258.0,-2.734884555555555
25,1862,6,12800,-0.03119596093893051,0.0004092704424510632,-0.023571910667669727,0.009081376621907111,0.2,0.2177734375,-43.706400752067566,-1.5633478164672852,384,0.017556544,0.9914993047714233,1258.0,-2.7538508999999998
26,1860,7,13312,-0.011210402473807335,0.0004092704424510632,-0.020681738998973742,0.05654138245154172,0.2,0.2100830078125,-43.688838720321655,0.23840785026550293,400,0.021427184,0.9900150299072266,1258.0,-2.7538508999999998
27,1859,7,13824,-0.039242275059223175,0.0004092704424510632,-0.02403212513308972,0.00966625611181371,0.2,0.2288818359375,-43.64342546463013,0.10845977067947388,416,0.017833654,0.989122211933136,1258.0,-2.7538508999999998
28,1858,7,14336,-0.04064449667930603,0.0004092704424510632,-0.0250855888298247,0.005291504567139782,0.2,0.236083984375,-43.630807995796204,0.5432076454162598,432,0.015642975,0.9893534183502197,1258.0,-2.745027
