time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/loss,train/learning_rate,train/policy_gradient_loss,train/value_loss,train/clip_range,train/clip_fraction,train/entropy_loss,train/explained_variance,train/n_updates,train/approx_kl,train/std,rollout/ep_len_mean,rollout/ep_rew_mean
59,2096,14,30208,-0.03342241421341896,0.0004092704424510632,-0.02416976392851211,0.01694686192786321,0.2,0.2635498046875,-44.11339473724365,-1.648362398147583,928,0.021397637,1.0053143501281738,1258.0,-2.7145165416666663
60,2095,14,30720,0.06421855837106705,0.0004092704424510632,-0.02057075702759903,0.18706443277187645,0.2,0.205810546875,-44.087196826934814,0.5160540342330933,944,0.023184618,1.0045770406723022,1258.0,-2.7145165416666663
61,2095,14,31232,-0.03485612943768501,0.0004092704424510632,-0.024341956523130648,0.007439988519763574,0.2,0.2313232421875,-44.06146562099457,-6.605838298797607,960,0.013187742,1.0035898685455322,1258.0,-2.7145165416666663
62,2095,15,31744,-0.0292244590818882,0.0004092704424510632,-0.024774646299192682,0.003624938770371955,0.2,0.2529296875,-44.02555024623871,0.04927778244018555,976,0.017447472,1.0027567148208618,1258.0,-2.7153194799999993
63,2095,15,32256,0.0020975954830646515,0.0004092704424510632,-0.020098556735320017,0.23561242932919413,0.2,0.14501953125,-44.006083488464355,0.129818856716156,992,0.0178794,1.0026793479919434,1258.0,-2.7153194799999993
64,2094,15,32768,-0.029118450358510017,0.0004092704424510632,-0.019935274438466877,0.013878220546757802,0.2,0.22705078125,-44.021193981170654,-2.118712902069092,1008,0.012864254,1.0038840770721436,1258.0,-2.7177117692307684
65,2094,15,33280,0.019314508885145187,0.0004092704424510632,-0.01651779975509271,0.1955668586306274,0.2,0.17626953125,-44.05284905433655,0.26620304584503174,1024,0.024715595,1.0045857429504395,1258.0,-2.7177117692307684
66,2094,16,33792,-0.033867985010147095,0.0004092704424510632,-0.02675128521514125,0.010676308505935594,0.2,0.2593994140625,-44.08415198326111,-1.1243672370910645,1040,0.016467288,1.0064431428909302,1258.0,-2.7177117692307684
67,2094,16,34304,-0.029877392575144768,0.0004092704424510632,-0.0282189097488299,0.002417995154246455,0.2,0.281494140625,-44.13451564311981,-1.1940975189208984,1056,0.023402333,1.007228970527649,1258.0,-2.7185919629629627
68,2094,16,34816,0.008620817214250565,0.0004092704424510632,-0.02390187453420367,0.29777234396897256,0.2,0.1876220703125,-44.13777959346771,0.13211727142333984,1072,0.020542733,1.0069721937179565,1258.0,-2.7185919629629627
69,2093,16,35328,-0.006017135456204414,0.0004092704424510632,-0.017356231954181567,0.0520526769105345,0.2,0.2083740234375,-44.131203055381775,-3.7638611793518066,1088,0.02191019,1.0070064067840576,1258.0,-2.718089499999999
70,2093,17,35840,0.016737939789891243,0.0004092704424510632,-0.02327708485245239,0.3789247863460332,0.2,0.1644287109375,-44.13221228122711,0.10414087772369385,1104,0.018382125,1.006924033164978,1258.0,-2.718089499999999
71,2092,17,36352,-0.03528592735528946,0.0004092704424510632,-0.030206003662897274,0.011618562915828079,0.2,0.3135986328125,-44.101829171180725,-3.4495716094970703,1120,0.018556789,1.0046228170394897,1258.0,-2.718089499999999
72,2092,17,36864,-0.03560575097799301,0.0004092704424510632,-0.02253285690676421,0.0030193676066119224,0.2,0.2003173828125,-44.03920233249664,0.13874000310897827,1136,0.013439645,1.0036834478378296,1258.0,-2.718421586206896
73,2092,17,37376,0.026554621756076813,0.0004092704424510632,-0.01372987427021144,0.39984931552316993,0.2,0.076904296875,-44.01678013801575,0.08764153718948364,1152,0.014728459,1.0030220746994019,1258.0,-2.718421586206896
74,2092,18,37888,-0.025704625993967056,0.0004092704424510632,-0.02293703000759706,0.02973736124113202,0.2,0.199951171875,-43.99571490287781,-4.174045562744141,1168,0.019769004,1.0023549795150757,1258.0,-2.720882233333333
75,2091,18,38400,0.08916269242763519,0.0004092704424510632,-0.0257558622979559,0.5768167842179537,0.2,0.1629638671875,-43.980650186538696,0.04513072967529297,1184,0.02223515,1.0020884275436401,1258.0,-2.720882233333333
76,2091,18,38912,-0.027407431975007057,0.0004092704424510632,-0.022548866661963984,0.018774085940094665,0.2,0.214111328125,-43.98364341259003,-7.558730125427246,1200,0.017766878,1.002909779548645,1258.0,-2.720882233333333
77,2089,18,39424,-0.037270743399858475,0.0004092704424510632,-0.02543346118181944,0.0033296761248493567,0.2,0.2200927734375,-44.023176193237305,0.10534119606018066,1216,0.014295047,1.0041708946228027,1258.0,-2.7223916129032255
78,2087,19,39936,0.003962136805057526,0.0004092704424510632,-0.024259444631752558,0.34681226150132716,0.2,0.13134765625,-44.049349546432495,0.1238141655921936,1232,0.02149826,1.0044678449630737,1258.0,-2.7223916129032255
79,2087,19,40448,-0.022641027346253395,0.0004092704424510632,-0.026885305778705515,0.047892358794342726,0.2,0.260986328125,-44.0638427734375,-3.164684295654297,1248,0.01929475,1.0056562423706055,1258.0,-2.72280553125
80,2087,19,40960,0.21494823694229126,0.0004092704424510632,-0.018063729257846717,0.5896205836907029,0.2,0.1463623046875,-44.10547924041748,0.4019356369972229,1264,0.01617509,1.00666081905365,1258.0,-2.72280553125
81,2087,19,41472,-0.018713686615228653,0.0004092704424510632,-0.02570426621241495,0.04454969416838139,0.2,0.2506103515625,-44.102723598480225,0.006147980690002441,1280,0.019203108,1.0051994323730469,1258.0,-2.72280553125
82,2086,20,41984,-0.03582678362727165,0.0004092704424510632,-0.03047556456294842,0.0317816361784935,0.2,0.2982177734375,-44.041558265686035,0.5558314323425293,1296,0.025574546,1.0032763481140137,1258.0,-2.7216700606060606
83,2086,20,42496,-0.02720041014254093,0.0004092704424510632,-0.02255446935305372,0.06561819557100534,0.2,0.2596435546875,-44.001904010772705,0.7527281045913696,1312,0.031737305,1.0032652616500854,1258.0,-2.7216700606060606
84,2086,20,43008,-0.018111109733581543,0.0004092704424510632,-0.020959474364644848,0.03780855645891279,0.2,0.2137451171875,-44.010950803756714,-4.857860088348389,1328,0.017221767,1.0033085346221924,1258.0,-2.7187736470588235
85,2086,20,43520,0.03161417320370674,0.0004092704424510632,-0.02599404810462147,0.3776840385980904,0.2,0.1917724609375,-44.00174260139465,0.08665567636489868,1344,0.021020733,1.0028046369552612,1258.0,-2.7187736470588235
86,2086,21,44032,-0.02326134406030178,0.0004092704424510632,-0.022688218945404515,0.010316407584468834,0.2,0.255859375,-44.006970167160034,-2.0048389434814453,1360,0.020912992,1.0041152238845825,1258.0,-2.7189876571428573
87,2086,21,44544,0.02430761232972145,0.0004092704424510632,-0.015872779811616056,0.343444345286116,0.2,0.1082763671875,-44.04380178451538,0.29507672786712646,1376,0.017154139,1.004706621170044,1258.0,-2.7189876571428573
88,2086,21,45056,-0.03428614139556885,0.0004092704424510632,-0.028730815218295902,0.003992614314483944,0.2,0.25146484375,-44.07302141189575,-5.038741111755371,1392,0.015331047,1.0066012144088745,1258.0,-2.7189876571428573
89,2086,21,45568,-0.036466892808675766,0.0004092704424510632,-0.029666575152077712,0.004350934599642642,0.2,0.339111328125,-44.16184628009796,0.03880733251571655,1408,0.031084228,1.0102561712265015,1258.0,-2.7237224444444443
90,2086,22,46080,0.021420370787382126,0.0004092704424510632,-0.012383970883092843,0.32702182908542454,0.2,0.072998046875,-44.23924386501312,0.19287627935409546,1424,0.0148553755,1.011293649673462,1258.0,-2.7237224444444443
91,2086,22,46592,-0.02395688369870186,0.0004092704424510632,-0.018892995634814724,0.017095951334340498,0.2,0.227294921875,-44.254971981048584,-3.177745819091797,1440,0.020172149,1.0118705034255981,1258.0,-2.7274557027027027
92,2086,22,47104,0.04222523421049118,0.0004092704424510632,-0.00775206480466295,0.5724625391885638,0.2,0.03076171875,-44.27230441570282,0.34597039222717285,1456,0.007082369,1.0118491649627686,1258.0,-2.7274557027027027
93,2086,22,47616,-0.041104644536972046,0.0004092704424510632,-0.027478424279252067,0.005560690668062307,0.2,0.2423095703125,-44.29003119468689,-7.439358711242676,1472,0.01890967,1.0145328044891357,1258.0,-2.7274557027027027
94,2086,23,48128,-0.0378236323595047,0.0004092704424510632,-0.02721407829085365,0.002497042074537603,0.2,0.2720947265625,-44.36690878868103,-0.047266244888305664,1488,0.019535307,1.0157349109649658,1258.0,-2.726924578947368
95,2085,23,48640,0.07815345376729965,0.0004092704424510632,-0.016895005712285638,0.6987430283334106,0.2,0.0804443359375,-44.39462447166443,0.09792351722717285,1504,0.01358065,1.01619553565979,1258.0,-2.726924578947368
96,2085,23,49152,-0.03288327902555466,0.0004092704424510632,-0.028828979091485962,0.02080672641750425,0.2,0.3096923828125,-44.40994048118591,-3.106940746307373,1520,0.030022375,1.0169028043746948,1258.0,-2.7276693333333335
97,2085,23,49664,0.05366114526987076,0.0004092704424510632,-0.010009734462073538,0.5651132082566619,0.2,0.0809326171875,-44.42827022075653,0.2800297141075134,1536,0.010026168,1.0173152685165405,1258.0,-2.7276693333333335
98,2086,24,50176,-0.03176616504788399,0.0004092704424510632,-0.023347872724116314,0.011562202271306887,0.2,0.2664794921875,-44.439196825027466,-5.567734241485596,1552,0.03032412,1.0176210403442383,1258.0,-2.7276693333333335
99,2086,24,50688,-0.04082610458135605,0.0004092704424510632,-0.025231671665096655,0.0025081079656956717,0.2,0.26611328125,-44.45881152153015,-0.1956561803817749,1568,0.021723568,1.019050121307373,1258.0,-2.72732175
100,2086,24,51200,0.04532290995121002,0.0004092704424510632,-0.006597345505724661,0.5586986194830388,0.2,0.1060791015625,-44.491472125053406,0.20216143131256104,1584,0.0066943327,1.0193016529083252,1258.0,-2.72732175
101,2086,24,51712,-0.020805975422263145,0.0004092704424510632,-0.024313446861924604,0.03397258772747591,0.2,0.2369384765625,-44.49028027057648,-2.539008140563965,1600,0.020253973,1.0194201469421387,1258.0,-2.7257124390243903
102,2086,25,52224,0.05732950568199158,0.0004092704424510632,-0.016232997601036914,0.7027002009563148,0.2,0.0704345703125,-44.49501955509186,0.16060006618499756,1616,0.012845516,1.0196236371994019,1258.0,-2.7257124390243903
103,2086,25,52736,-0.0170434582978487,0.0004092704424510632,-0.019248368917033076,0.020770969189470634,0.2,0.2239990234375,-44.48450243473053,-1.1257789134979248,1632,0.01491516,1.0186145305633545,1258.0,-2.7257124390243903
104,2086,25,53248,-0.036601874977350235,0.0004092704424510632,-0.027099825820187107,0.0035587480997492094,0.2,0.2186279296875,-44.46605634689331,0.27219533920288086,1648,0.014929317,1.0193066596984863,1258.0,-2.7301003333333336
105,2086,25,53760,0.048198580741882324,0.0004092704424510632,-0.017901283150422387,0.7005870891734958,0.2,0.1239013671875,-44.49783957004547,0.10718488693237305,1664,0.014087941,1.0201051235198975,1258.0,-2.7301003333333336
106,2086,26,54272,-0.027387196198105812,0.0004092704424510632,-0.02467979467473924,0.039599701354745775,0.2,0.22998046875,-44.506537675857544,-3.7779664993286133,1680,0.021975867,1.020056128501892,1258.0,-2.7299950697674418
107,2086,26,54784,0.10899731516838074,0.0004092704424510632,-0.015311433206079528,0.748554817866534,0.2,0.0667724609375,-44.501490116119385,0.07134044170379639,1696,0.0110543175,1.0200673341751099,1258.0,-2.7299950697674418
108,2086,26,55296,-0.016461949795484543,0.0004092704424510632,-0.019903561551473103,0.030691906169522554,0.2,0.2435302734375,-44.492881178855896,-3.588136672973633,1712,0.028468981,1.0194227695465088,1258.0,-2.7299950697674418
109,2086,26,55808,-0.04228276386857033,0.0004092704424510632,-0.02486028612474911,0.004321438762417529,0.2,0.2503662109375,-44.446781277656555,0.4813939929008484,1728,0.01665087,1.017146348953247,1258.0,-2.729844
110,2086,26,56320,0.009976912289857864,0.0004092704424510632,-0.009038345684530213,0.36471402109600604,0.2,0.058837890625,-44.39651131629944,0.38865071535110474,1744,0.012088472,1.016567349433899,1258.0,-2.729844
111,2086,27,56832,-0.03113340213894844,0.0004092704424510632,-0.026304958868422545,0.030092537926975638,0.2,0.2703857421875,-44.39427638053894,-7.74698543548584,1760,0.02663197,1.0171935558319092,1258.0,-2.7300538444444444
112,2086,27,57344,0.05288716405630112,0.0004092704424510632,-0.010063476685900241,0.641821482218802,0.2,0.0467529296875,-44.41442930698395,0.18153846263885498,1776,0.011965593,1.0171592235565186,1258.0,-2.7300538444444444
113,2086,27,57856,-0.030606379732489586,0.0004092704424510632,-0.026138189670746215,0.022440760221797973,0.2,0.2518310546875,-44.41161358356476,-2.3774657249450684,1792,0.025771074,1.018065094947815,1258.0,-2.7300538444444444
114,2086,27,58368,-0.008395101875066757,0.0004092704424510632,-0.021671543043339625,0.07344189053401351,0.2,0.20556640625,-44.4435898065567,0.6558079719543457,1808,0.022290085,1.0184102058410645,1258.0,-2.7327931739130435
115,2086,28,58880,-0.008275494910776615,0.0004092704424510632,-0.019202498559025116,0.10291491297539324,0.2,0.2615966796875,-44.43269908428192,0.6365714073181152,1824,0.022488538,1.0178275108337402,1258.0,-2.7327931739130435
116,2086,28,59392,-0.03496238589286804,0.0004092704424510632,-0.02307984881917946,0.02100449232966639,0.2,0.240966796875,-44.45124709606171,-2.594452142715454,1840,0.018254627,1.0202994346618652,1258.0,-2.7325026808510637
117,2086,28,59904,0.06590806692838669,0.0004092704424510632,-0.011315209529129788,0.7480540464166552,0.2,0.0506591796875,-44.52211368083954,0.1702892780303955,1856,0.0076548867,1.0213943719863892,1258.0,-2.7325026808510637
118,2086,28,60416,-0.024509567767381668,0.0004092704424510632,-0.017772782070096582,0.03329012091853656,0.2,0.177490234375,-44.540239095687866,-3.5198473930358887,1872,0.015920889,1.0221588611602783,1258.0,-2.735334104166667
119,2086,29,60928,0.1013217568397522,0.0004092704424510632,-0.007715151252341457,0.5809967806562781,0.2,0.0166015625,-44.55731272697449,0.3718186020851135,1888,0.006011515,1.022342324256897,1258.0,-2.735334104166667
120,2086,29,61440,-0.029498860239982605,0.0004092704424510632,-0.03381551048369147,0.0453837753739208,0.2,0.3424072265625,-44.541099309921265,-0.4068094491958618,1904,0.029175323,1.0207772254943848,1258.0,-2.735334104166667
121,2086,29,61952,-0.04064682871103287,0.0004092704424510632,-0.030331228073919192,0.0038894211720617022,0.2,0.2864990234375,-44.490758180618286,-3.700173854827881,1920,0.025252545,1.0202254056930542,1258.0,-2.732517428571429
122,2086,29,62464,0.1626809686422348,0.0004092704424510632,-0.01213929797813762,0.6169780173804611,0.2,0.04150390625,-44.49321663379669,0.1769791841506958,1936,0.010180809,1.0204548835754395,1258.0,-2.732517428571429
123,2087,30,62976,-0.022196128964424133,0.0004092704424510632,-0.028680658142548054,0.056809581990819424,0.2,0.2823486328125,-44.4781379699707,-4.54653263092041,1952,0.027625818,1.0188671350479126,1258.0,-2.7327354600000002
124,2086,30,63488,0.23430877923965454,0.0004092704424510632,-0.009628926767618395,0.6480498863384128,0.2,0.072265625,-44.43753695487976,0.31556111574172974,1968,0.010326407,1.0185503959655762,1258.0,-2.7327354600000002
125,2086,30,64000,-0.01976122334599495,0.0004092704424510632,-0.021808884004713036,0.01921593854785897,0.2,0.2557373046875,-44.440587401390076,-8.195900917053223,1984,0.02508428,1.0184824466705322,1258.0,-2.7327354600000002
