time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/loss,train/learning_rate,train/policy_gradient_loss,train/value_loss,train/clip_range,train/clip_fraction,train/entropy_loss,train/explained_variance,train/n_updates,train/approx_kl,train/std,rollout/ep_len_mean,rollout/ep_rew_mean
1,4049,0,512,,,,,,,,,,,,,
2,2517,0,1024,-0.044994864612817764,0.0004092704424510632,-0.028660773372394033,0.11486947841694928,0.2,0.2421875,-43.970359086990356,-0.9794756174087524,16,0.01842607,0.9991465210914612,,
3,2229,0,1536,-0.03911752626299858,0.0004092704424510632,-0.029845005425158888,0.004642144274839666,0.2,0.32666015625,-43.947728753089905,0.004407823085784912,32,0.025447395,0.9983807802200317,1258.0,-2.902141
4,2108,0,2048,-0.016649123281240463,0.0004092704424510632,-0.028665553749306127,0.029281554219778627,0.2,0.2835693359375,-43.922667384147644,-0.0008091926574707031,48,0.02193097,0.9975258708000183,1258.0,-2.902141
5,2042,1,2560,-0.032450441271066666,0.0004092704424510632,-0.027936174992646556,0.006049430507118814,0.2,0.2947998046875,-43.90708327293396,0.0021770596504211426,64,0.01806736,0.9977108836174011,1258.0,-2.8642885
6,1996,1,3072,-0.011124428361654282,0.0004092704424510632,-0.026215153193334118,0.038954301562625915,0.2,0.2525634765625,-43.90903973579407,0.0025145411491394043,80,0.019636404,0.9974291920661926,1258.0,-2.8642885
7,1959,1,3584,-0.016654521226882935,0.0004092704424510632,-0.021595904909190722,0.005551827074668836,0.2,0.286865234375,-43.898282051086426,0.004640817642211914,96,0.020539166,0.9971553087234497,1258.0,-2.8642885
8,1933,2,4096,-0.034210823476314545,0.0004092704424510632,-0.03092538402415812,0.0021874325029784814,0.2,0.304931640625,-43.861761808395386,0.02625417709350586,112,0.022061368,0.9947417378425598,1258.0,-2.8123393333333335
9,1912,2,4608,-0.01088690385222435,0.0004092704424510632,-0.027916845938307233,0.05278131575323641,0.2,0.2977294921875,-43.797569155693054,0.005567491054534912,128,0.028686624,0.9940511584281921,1258.0,-2.8123393333333335
10,1896,2,5120,-0.045519907027482986,0.0004092704424510632,-0.028081603668397292,0.004429648797668051,0.2,0.279296875,-43.772655844688416,0.24218308925628662,144,0.018785316,0.9926171898841858,1258.0,-2.76405625
11,1884,2,5632,0.002100300043821335,0.0004092704424510632,-0.0272832019982161,0.06345188315026462,0.2,0.323974609375,-43.72871220111847,0.06638604402542114,160,0.025906654,0.99151211977005,1258.0,-2.76405625
12,1872,3,6144,-0.054228268563747406,0.0004092704424510632,-0.033192484072060324,0.0036455193694564514,0.2,0.2998046875,-43.69292652606964,0.3296586871147156,176,0.018028617,0.990382730960846,1258.0,-2.76405625
13,1861,3,6656,-0.03349069505929947,0.0004092704424510632,-0.02687053379486315,0.002835758168657776,0.2,0.2750244140625,-43.67079246044159,0.011239171028137207,192,0.015602123,0.990332841873169,1258.0,-2.7939446
14,1849,3,7168,0.006464013829827309,0.0004092704424510632,-0.01982578144816216,0.0741474071983248,0.2,0.2222900390625,-43.686962842941284,0.027010858058929443,208,0.014447187,0.9912355542182922,1258.0,-2.7939446
15,1840,4,7680,-0.03478715196251869,0.0004092704424510632,-0.02848503847781103,0.00491405251523247,0.2,0.2548828125,-43.693098187446594,-0.3196561336517334,224,0.01481767,0.9903921484947205,1258.0,-2.7638005
16,1832,4,8192,-0.004656452685594559,0.0004092704424510632,-0.023418331340508303,0.07002169475890696,0.2,0.232177734375,-43.66193687915802,0.11800724267959595,240,0.015993604,0.9898906350135803,1258.0,-2.7638005
17,1826,4,8704,-0.024481553584337234,0.0004092704424510632,-0.029569446880486794,0.00459117945865728,0.2,0.251708984375,-43.63639724254608,-0.15640556812286377,256,0.019333027,0.9881188869476318,1258.0,-2.7638005
18,1821,5,9216,-0.04043871536850929,0.0004092704424510632,-0.026707979035563767,0.004343488879385404,0.2,0.2572021484375,-43.54288947582245,0.09953421354293823,272,0.016881566,0.9843105673789978,1258.0,-2.7676672857142854
19,1817,5,9728,0.001004861667752266,0.0004092704424510632,-0.020528652297798544,0.07193846895825118,0.2,0.2550048828125,-43.44380187988281,0.0966881513595581,288,0.021288894,0.9823218584060669,1258.0,-2.7676672857142854
20,1813,5,10240,-0.042168989777565,0.0004092704424510632,-0.030564043918275274,0.008906176772143226,0.2,0.298583984375,-43.405447363853455,-1.9324824810028076,304,0.025074946,0.9817043542861938,1258.0,-2.79129925
21,1811,5,10752,-0.006683759391307831,0.0004092704424510632,-0.03001854616741184,0.08361145982053131,0.2,0.309814453125,-43.38839077949524,0.05805027484893799,320,0.024811534,0.9811663031578064,1258.0,-2.79129925
22,1809,6,11264,-0.02544819563627243,0.0004092704424510632,-0.024075448425719514,0.004688983332016505,0.2,0.24609375,-43.35638606548309,0.01014256477355957,336,0.018326862,0.9795573949813843,1258.0,-2.79129925
23,1808,6,11776,-0.028968825936317444,0.0004092704424510632,-0.021682400431018323,0.005336194211849943,0.2,0.255859375,-43.312761187553406,0.32251834869384766,352,0.019658659,0.978774905204773,1258.0,-2.805080888888889
24,1807,6,12288,-0.014266734942793846,0.0004092704424510632,-0.025191445514792576,0.06537736119935289,0.2,0.26123046875,-43.28722274303436,0.26993459463119507,368,0.0219307,0.9776613116264343,1258.0,-2.805080888888889
25,1807,7,12800,-0.04402164742350578,0.0004092704424510632,-0.02917068634997122,0.006928271373908501,0.2,0.28857421875,-43.27129554748535,-2.803112506866455,384,0.024858491,0.978096067905426,1258.0,-2.7940902000000003
26,1808,7,13312,0.013064514845609665,0.0004092704424510632,-0.020550883375108242,0.08656212093774229,0.2,0.21337890625,-43.279120326042175,0.29685819149017334,400,0.016476706,0.9776362776756287,1258.0,-2.7940902000000003
27,1808,7,13824,-0.024714870378375053,0.0004092704424510632,-0.020912338164635003,0.0070786468422738835,0.2,0.2701416015625,-43.24144983291626,-0.10480546951293945,416,0.023413,0.9755839705467224,1258.0,-2.7940902000000003
28,1809,7,14336,-0.030622834339737892,0.0004092704424510632,-0.02619806054281071,0.013026016997173429,0.2,0.26708984375,-43.177878975868225,0.6165332198143005,432,0.018390875,0.9743512868881226,1258.0,-2.774338272727273
29,1809,8,14848,-0.019471418112516403,0.0004092704424510632,-0.02161886091926135,0.04001744807465002,0.2,0.294677734375,-43.15692389011383,0.5209420919418335,448,0.034256123,0.9739431738853455,1258.0,-2.774338272727273
