train/ent_coef_loss,rollout/ep_len_mean,train/actor_loss,train/n_updates,train/learning_rate,time/time_elapsed,train/ent_coef,train/critic_loss,time/fps,rollout/ep_rew_mean,time/total_timesteps,time/episodes
-167.83737182617188,1258.0,-122.1178970336914,4931,0.0008459126528049375,73,0.01706807315349579,4.399296760559082,68,-4.473294999999999,5032,4
-25.222749710083008,1258.0,-120.94065856933594,9963,0.0008459126528049375,148,0.0009429444908164442,5.667055130004883,67,-3.548362625,10064,8
27.02439308166504,1258.0,-113.1434326171875,14995,0.0008459126528049375,223,0.0007277631666511297,3.7689900398254395,67,-2.799122666666667,15096,12
74.81486511230469,1258.0,-107.69979858398438,20027,0.0008459126528049375,298,0.0009501380263827741,3.653172492980957,67,-2.49904475,20128,16
3.1043481826782227,1258.0,-104.02252197265625,25059,0.0008459126528049375,2,0.0007517497288063169,3.9348907470703125,67,-2.33522405,25160,20
-9.444438934326172,1258.0,-98.54112243652344,30091,0.0008459126528049375,77,0.0007886955863796175,3.6840455532073975,67,-2.20693125,30192,24
35.2840576171875,1258.0,-65.54554748535156,35123,0.0008459126528049375,152,0.0009610276320017874,2.3153622150421143,66,-2.09801425,35224,28
-100.65416717529297,1258.0,-58.637237548828125,40155,0.0008459126528049375,227,0.0003777166421059519,2.071572780609131,67,-2.05059459375,40256,32
140.77426147460938,1258.0,-58.730979919433594,45187,0.0008459126528049375,302,0.0003945069038309157,1.8873937129974365,67,-2.0018219722222224,45288,36
57.82396697998047,1258.0,-50.99637222290039,50219,0.0008459126528049375,4,0.0002995049871969968,1.4079502820968628,67,-1.975807075,50320,40
4.847703456878662,1258.0,-31.477012634277344,55251,0.0008459126528049375,79,0.000868750736117363,6.667903900146484,67,-1.9378212045454546,55352,44
23.919334411621094,1258.0,-28.867103576660156,60283,0.0008459126528049375,154,0.0005811509327031672,1.4313793182373047,67,-1.9228524791666668,60384,48
219.35020446777344,1258.0,-22.612367630004883,65315,0.0008459126528049375,229,0.00029206823091953993,3.20947003364563,67,-1.9240543846153846,65416,52
2.8729724884033203,1258.0,-19.748218536376953,70347,0.0008459126528049375,304,0.0007701165741309524,3.5449905395507812,67,-1.9041638035714286,70448,56
-50.751731872558594,1258.0,-15.181243896484375,75379,0.0008459126528049375,7,0.0010639731772243977,2.4768877029418945,65,-1.8871017499999996,75480,60
47.66990661621094,1258.0,-11.982136726379395,80411,0.0008459126528049375,85,0.0003014001122210175,2.595122814178467,64,-1.8736484843749999,80512,64
14.600751876831055,1258.0,-5.500879764556885,85443,0.0008459126528049375,163,0.0006595522863790393,2.847569465637207,64,-1.848304691176471,85544,68
8.93242073059082,1258.0,1.9205281734466553,90475,0.0008459126528049375,243,0.0006131493137218058,7.223431587219238,63,-1.8174545416666663,90576,72
-24.786273956298828,1258.0,5.478683948516846,95507,0.0008459126528049375,324,0.0003190257993992418,1.9360520839691162,63,-1.7915236973684203,95608,76
