train/learning_rate,time/time_elapsed,time/total_timesteps,train/actor_loss,train/ent_coef_loss,time/episodes,rollout/ep_len_mean,train/n_updates,time/fps,train/critic_loss,rollout/ep_rew_mean,train/ent_coef
0.0008459126528049375,201,4892,-122.49003601074219,-161.5771026611328,4,1223.0,4791,24,0.9639190435409546,-4.82678525,0.019229087978601456
0.0008459126528049375,409,9784,-127.79878234863281,-16.9451904296875,8,1223.0,9683,23,4.236300468444824,-3.9370941250000002,0.0011555709643289447
0.0008459126528049375,617,14676,-133.68919372558594,-3.3332204818725586,12,1223.0,14575,23,3.896484375,-3.2707858333333344,0.0010875428561121225
0.0008459126528049375,825,19568,-135.07337951660156,29.9208984375,16,1223.0,19467,23,4.438318252563477,-2.965965625,0.000530468241777271
0.0008459126528049375,1035,24460,-135.78028869628906,11.47362995147705,20,1223.0,24359,23,51.79004669189453,-2.7838113499999997,0.000687084742821753
0.0008459126528049375,180,29352,-133.99969482421875,30.484874725341797,24,1223.0,29251,24,99.80244445800781,-2.6413830833333334,0.0004747827479150146
0.0008459126528049375,390,34244,-132.64358520507812,110.30152130126953,28,1223.0,34143,23,4.885412693023682,-2.504855178571429,0.0006104362546466291
0.0008459126528049375,597,39136,-137.24282836914062,-38.849884033203125,32,1223.0,39035,23,4.40753173828125,-2.4426219062500003,0.0006460260483436286
0.0008459126528049375,804,44028,-135.9794464111328,6.712482929229736,36,1223.0,43927,23,6.689573287963867,-2.380753527777778,0.0011300662299618125
0.0008459126528049375,1005,48920,-128.7322540283203,11.414812088012695,40,1223.0,48819,23,6.423994064331055,-2.326498075,0.0006939432350918651
0.0008459126528049375,157,53812,-121.29337310791016,-6.878976821899414,44,1223.0,53711,24,4.729071617126465,-2.2627521590909088,0.0005613927496597171
0.0008459126528049375,362,58704,-108.18540954589844,-12.858785629272461,48,1223.0,58603,24,1.9259206056594849,-2.2092705,0.0008349927375093102
0.0008459126528049375,563,63596,-96.53581237792969,21.74273681640625,52,1223.0,63495,24,3.431859254837036,-2.162398192307692,0.001745721441693604
0.0008459126528049375,764,68488,-90.40451049804688,26.604969024658203,56,1223.0,68387,24,8.075115203857422,-2.1312930535714285,0.0004201414994895458
0.0008459126528049375,967,73380,-87.36054992675781,12.44512939453125,60,1223.0,73279,24,4.243111610412598,-2.1021874166666668,0.0005563300801441073
0.0008459126528049375,185,78272,-84.20629119873047,46.15419006347656,64,1223.0,78171,17,1.4827079772949219,-2.07894471875,0.0006891456432640553
0.0008459126528049375,492,83164,-74.19097900390625,4.5507612228393555,68,1223.0,83063,16,2.356236219406128,-2.0577038970588233,0.0006686809356324375
0.0008459126528049375,770,88056,-68.9834976196289,-47.343360900878906,72,1223.0,87955,16,1.5515265464782715,-2.0436760416666666,0.0004971802700310946
0.0008459126528049375,1035,92948,-66.39019775390625,-11.352177619934082,76,1223.0,92847,17,9.068968772888184,-2.0240028289473684,0.0007608098676428199
0.0008459126528049375,1288,97840,-60.253173828125,9.511955261230469,80,1223.0,97739,17,2.0649495124816895,-1.9967836625,0.0005411942256614566
