train/learning_rate,time/time_elapsed,time/total_timesteps,train/actor_loss,train/ent_coef_loss,time/episodes,rollout/ep_len_mean,train/n_updates,time/fps,train/critic_loss,rollout/ep_rew_mean,train/ent_coef
0.0008459126528049375,202,4892,-123.34741973876953,-156.00267028808594,4,1223.0,4791,24,1.9086153507232666,-4.7477035,0.019276123493909836
0.0008459126528049375,417,9784,-129.34596252441406,12.45557689666748,8,1223.0,9683,23,2.1249582767486572,-3.797268125,0.0010635541984811425
0.0008459126528049375,646,14676,-130.8759765625,-59.05126953125,12,1223.0,14575,22,97.71712493896484,-3.0515944999999998,0.0009489580406807363
0.0008459126528049375,869,19568,-134.6611785888672,-25.357913970947266,16,1223.0,19467,22,54.58296203613281,-2.71530475,0.0011272858828306198
0.0008459126528049375,1086,24460,-140.20346069335938,0.002723097801208496,20,1223.0,24359,22,55.16612243652344,-2.48918075,0.0012541648466140032
0.0008459126528049375,209,29352,-142.04420471191406,-14.844449043273926,24,1223.0,29251,20,4.7169270515441895,-2.3043330416666667,0.0015070164809003472
0.0008459126528049375,431,34244,-137.44122314453125,135.3387451171875,28,1223.0,34143,21,8.763763427734375,-2.225067357142857,0.0011438352521508932
0.0008459126528049375,656,39136,-116.38455963134766,-40.899295806884766,32,1223.0,39035,21,6.903836727142334,-2.13765525,0.0014251506654545665
0.0008459126528049375,878,44028,-112.34632110595703,24.630611419677734,36,1223.0,43927,21,8.983116149902344,-2.061674027777778,0.0004224454751238227
0.0008459126528049375,1101,48920,-111.06144714355469,-43.538787841796875,40,1223.0,48819,21,4.767931938171387,-1.9840270749999998,0.000395645503886044
0.0008459126528049375,166,53812,-92.61376953125,-13.03450870513916,44,1223.0,53711,22,6.768391132354736,-1.9315136818181815,0.0008009472512640059
0.0008459126528049375,374,58704,-94.96168518066406,37.4599494934082,48,1223.0,58603,23,2.7409331798553467,-1.8887518333333333,0.0007062469376251101
0.0008459126528049375,596,63596,-90.66131591796875,0.916750967502594,52,1223.0,63495,22,3.7311720848083496,-1.8480704038461537,0.0007750338409096003
0.0008459126528049375,806,68488,-75.18485260009766,20.46550750732422,56,1223.0,68387,22,6.040378570556641,-1.8252415714285715,0.0014021126553416252
0.0008459126528049375,1018,73380,-71.64146423339844,-6.130002975463867,60,1223.0,73279,22,6.322958469390869,-1.7905312333333334,0.0009251221781596541
0.0008459126528049375,151,78272,-71.27729797363281,0.4697991609573364,64,1223.0,78171,21,2.1310856342315674,-1.7615989062500002,0.000587583752349019
0.0008459126528049375,415,83164,-66.71253204345703,-24.370542526245117,68,1223.0,83063,19,4.40880012512207,-1.743535132352941,0.0005722742062062025
0.0008459126528049375,653,88056,-64.88253784179688,22.668296813964844,72,1223.0,87955,19,1.4082057476043701,-1.7180033749999999,0.000719706411473453
0.0008459126528049375,901,92948,-50.609230041503906,-3.5021867752075195,76,1223.0,92847,19,8.350190162658691,-1.686924657894737,0.0013417743612080812
0.0008459126528049375,1154,97840,-37.58913803100586,-22.37080192565918,80,1223.0,97739,19,15.687309265136719,-1.6701336375,0.0013117188354954123
