time/total_timesteps,train/ent_coef_loss,rollout/ep_rew_mean,time/fps,train/critic_loss,time/episodes,train/actor_loss,time/time_elapsed,train/learning_rate,rollout/ep_len_mean,train/n_updates,train/ent_coef
5028,-170.3520965576172,-4.6457225,23,44.33770751953125,4,-121.99124908447266,213,0.0008459126528049375,1257.0,4927,0.01740402914583683
10056,-36.342376708984375,-3.719203875,23,4.929358005523682,8,-125.3858642578125,429,0.0008459126528049375,1257.0,9955,0.0012032458325847983
15084,31.845487594604492,-3.095699083333333,23,14.475259780883789,12,-125.13687896728516,645,0.0008459126528049375,1257.0,14983,0.0009359201067127287
20112,-34.19113540649414,-2.723557625,23,5.220210552215576,16,-114.7625961303711,864,0.0008459126528049375,1257.0,20011,0.0009123099152930081
25140,-31.00984764099121,-2.53253175,23,3.227534770965576,20,-90.61060333251953,5,0.0008459126528049375,1257.0,25039,0.000660474062897265
