time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/loss,train/learning_rate,train/std,train/clip_range,train/explained_variance,train/value_loss,train/approx_kl,train/policy_gradient_loss,train/n_updates,train/entropy_loss,train/clip_fraction,rollout/ep_rew_mean,rollout/ep_len_mean
1,4015,0,512,,,,,,,,,,,,,
2,2572,0,1024,-0.03975355997681618,0.0004092704424510632,1.0010652542114258,0.2,-0.3387937545776367,0.07699171722197207,0.021944223,-0.041444441536441445,16,-43.99844241142273,0.3447265625,,
3,2309,0,1536,-0.04302956163883209,0.0004092704424510632,1.001896619796753,0.2,-0.015092015266418457,0.009148898752755485,0.022173513,-0.030270335817476735,32,-44.0346884727478,0.344482421875,-3.213052,1258.0
4,2191,0,2048,-0.03291362524032593,0.0004092704424510632,0.9989458918571472,0.2,0.004577517509460449,0.007769494608510286,0.019181209,-0.02891562884906307,48,-44.00821375846863,0.28857421875,-3.213052,1258.0
5,2083,1,2560,-0.031652022153139114,0.0004092704424510632,0.9975050091743469,0.2,0.002634882926940918,0.010286823511705734,0.018170185,-0.02652201009914279,64,-43.92402946949005,0.2742919921875,-3.22477,1258.0
6,2033,1,3072,-0.021146923303604126,0.0004092704424510632,0.9982002973556519,0.2,0.006795763969421387,0.016109143587527797,0.01667576,-0.024408081371802837,80,-43.91485524177551,0.2720947265625,-3.22477,1258.0
7,1982,1,3584,-0.0365140363574028,0.0004092704424510632,0.9984975457191467,0.2,0.006186187267303467,0.007386271259747446,0.02204112,-0.030396170099265873,96,-43.931893706321716,0.3016357421875,-3.22477,1258.0
8,1951,2,4096,-0.03188342601060867,0.0004092704424510632,0.9989177584648132,0.2,0.0062043070793151855,0.0027038282496505417,0.017332066,-0.025643462358857505,112,-43.94186186790466,0.2703857421875,-3.2322163333333336,1258.0
9,1930,2,4608,-0.021555151790380478,0.0004092704424510632,0.9961644411087036,0.2,0.0004552602767944336,0.03165042935870588,0.015510069,-0.026442255766596645,128,-43.91411769390106,0.231689453125,-3.2322163333333336,1258.0
10,1914,2,5120,-0.03221580386161804,0.0004092704424510632,0.9942237138748169,0.2,0.004963397979736328,0.010274442684021778,0.021296222,-0.02946897252695635,144,-43.82552909851074,0.2789306640625,-3.2711040000000002,1258.0
11,1903,2,5632,-0.009340168908238411,0.0004092704424510632,0.9935119152069092,0.2,0.007346391677856445,0.0470167666207999,0.018670265,-0.022895916787092574,160,-43.78922653198242,0.24365234375,-3.2711040000000002,1258.0
