time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/loss,train/learning_rate,train/std,train/clip_range,train/explained_variance,train/value_loss,train/approx_kl,train/policy_gradient_loss,train/n_updates,train/entropy_loss,train/clip_fraction,rollout/ep_rew_mean,rollout/ep_len_mean
47,1798,13,24064,-0.023316815495491028,0.0004092704424510632,0.9884113073348999,0.2,-1.546126127243042,0.04253377107670531,0.017834995,-0.022162748296977952,736,-43.60035538673401,0.1903076171875,-3.2710074736842105,1258.0
48,1798,13,24576,0.06267783045768738,0.0004092704424510632,0.9884360432624817,0.2,0.09032374620437622,0.22639017249457538,0.020310702,-0.019249222852522507,752,-43.58861696720123,0.1409912109375,-3.2710074736842105,1258.0
49,1798,13,25088,-0.02734418399631977,0.0004092704424510632,0.9882563352584839,0.2,-1.100616693496704,0.013688756647752598,0.01803641,-0.02033661365567241,768,-43.58647274971008,0.1988525390625,-3.2710074736842105,1258.0
50,1797,14,25600,-0.022651594132184982,0.0004092704424510632,0.9877516627311707,0.2,0.05829662084579468,0.0036480896014836617,0.016293027,-0.019582043285481632,784,-43.57186710834503,0.2076416015625,-3.279146,1258.0
51,1798,14,26112,0.05618903785943985,0.0004092704424510632,0.987776517868042,0.2,0.09074699878692627,0.2573795672506094,0.013539437,-0.016285905468976125,800,-43.56544733047485,0.0853271484375,-3.279146,1258.0
52,1798,14,26624,-0.014021900482475758,0.0004092704424510632,0.9882428646087646,0.2,-1.8504114151000977,0.036966401152312756,0.015448425,-0.020196344135911204,816,-43.5720739364624,0.17919921875,-3.284605142857143,1258.0
53,1795,15,27136,0.07167477905750275,0.0004092704424510632,0.9886497855186462,0.2,0.09160840511322021,0.3038177518174052,0.013364439,-0.022145389870274812,832,-43.58496534824371,0.1104736328125,-3.284605142857143,1258.0
54,1796,15,27648,-0.03312334418296814,0.0004092704424510632,0.9902631640434265,0.2,-1.9053189754486084,0.023402242339216173,0.020420875,-0.026370859501184896,848,-43.60774576663971,0.240234375,-3.284605142857143,1258.0
55,1796,15,28160,-0.02515310049057007,0.0004092704424510632,0.9911700487136841,0.2,0.5454740524291992,0.020104463008465245,0.030388813,-0.031465683568967506,864,-43.655105113983154,0.3179931640625,-3.2888427727272727,1258.0
56,1796,15,28672,0.008756209164857864,0.0004092704424510632,0.9906367659568787,0.2,0.5582525134086609,0.12683427950832993,0.026137037,-0.01877403410617262,880,-43.65772306919098,0.20458984375,-3.2888427727272727,1258.0
57,1796,16,29184,-0.01928013190627098,0.0004092704424510632,0.9907955527305603,0.2,-3.9059314727783203,0.031125152949243784,0.01994219,-0.022317984032270033,896,-43.64365601539612,0.260986328125,-3.290242043478261,1258.0
58,1796,16,29696,0.06313475966453552,0.0004092704424510632,0.9907432198524475,0.2,0.022452831268310547,0.36096251639537513,0.032970957,-0.022666467033559456,912,-43.65007960796356,0.319091796875,-3.290242043478261,1258.0
59,1796,16,30208,-0.022098705172538757,0.0004092704424510632,0.9894535541534424,0.2,-0.7332134246826172,0.01630210891016759,0.020049863,-0.02639576350338757,928,-43.6332471370697,0.2724609375,-3.28251875,1258.0
60,1796,17,30720,0.08187570422887802,0.0004092704424510632,0.9879518747329712,0.2,0.027842462062835693,0.42099455185234547,0.018502302,-0.01756883575581014,944,-43.57907700538635,0.248291015625,-3.28251875,1258.0
61,1796,17,31232,-0.02594529092311859,0.0004092704424510632,0.9885067343711853,0.2,-8.18080997467041,0.010736092561273836,0.014755966,-0.02007319385302253,960,-43.5638587474823,0.1954345703125,-3.28251875,1258.0
62,1796,17,31744,-0.027872983366250992,0.0004092704424510632,0.9892058968544006,0.2,-0.015832901000976562,0.006073294280213304,0.02920445,-0.029319965513423085,976,-43.58921468257904,0.3441162109375,-3.28906888,1258.0
63,1796,17,32256,0.074595145881176,0.0004092704424510632,0.9895564913749695,0.2,0.08547180891036987,0.4260150049813092,0.015481111,-0.013796486600767821,992,-43.60059607028961,0.094970703125,-3.28906888,1258.0
64,1796,18,32768,-0.032741088420152664,0.0004092704424510632,0.9894728660583496,0.2,-1.6607275009155273,0.020086261065443978,0.02952151,-0.030999962567875627,1008,-43.60679650306702,0.3115234375,-3.287231346153846,1258.0
65,1797,18,33280,0.10019829869270325,0.0004092704424510632,0.9890975952148438,0.2,0.2270483374595642,0.4428774993866682,0.009812863,-0.012642926260014065,1024,-43.59576177597046,0.0806884765625,-3.287231346153846,1258.0
66,1797,18,33792,-0.04849909618496895,0.0004092704424510632,0.9894568920135498,0.2,-3.589143753051758,0.009121460388996638,0.03378257,-0.028025363164488226,1040,-43.5923787355423,0.28564453125,-3.287231346153846,1258.0
67,1797,19,34304,-0.03926752880215645,0.0004092704424510632,0.9914262890815735,0.2,-0.21525609493255615,0.0027729583453037776,0.01929377,-0.026924264122499153,1056,-43.63029170036316,0.2568359375,-3.2772121851851845,1258.0
68,1797,19,34816,0.10736300051212311,0.0004092704424510632,0.9917647838592529,0.2,0.1405113935470581,0.46120623080059886,0.013994331,-0.013472017992171459,1072,-43.67193377017975,0.0523681640625,-3.2772121851851845,1258.0
69,1797,19,35328,-0.010862655937671661,0.0004092704424510632,0.9918597936630249,0.2,-3.7138266563415527,0.052110579039435834,0.01849566,-0.018125689442967996,1088,-43.669164538383484,0.173095703125,-3.2767305357142855,1258.0
70,1797,19,35840,0.10410840809345245,0.0004092704424510632,0.9918743371963501,0.2,0.06224870681762695,0.5863021351397038,0.010092618,-0.013133932661730796,1104,-43.67355513572693,0.0921630859375,-3.2767305357142855,1258.0
71,1797,20,36352,-0.022832568734884262,0.0004092704424510632,0.9928348660469055,0.2,-6.241543769836426,0.016403576359152794,0.018564396,-0.021521221788134426,1120,-43.679465770721436,0.2012939453125,-3.2767305357142855,1258.0
72,1798,20,36864,-0.04490441083908081,0.0004092704424510632,0.9917137026786804,0.2,-0.09812986850738525,0.002827275595336687,0.0155000165,-0.02513100164651405,1136,-43.696802735328674,0.205078125,-3.273189172413793,1258.0
73,1798,20,37376,0.04830419272184372,0.0004092704424510632,0.9909986257553101,0.2,0.11140799522399902,0.48187043936923146,0.012325877,-0.010844023840036243,1152,-43.65000855922699,0.0567626953125,-3.273189172413793,1258.0
74,1798,21,37888,-0.028747163712978363,0.0004092704424510632,0.9913505911827087,0.2,-2.583207130432129,0.04527491721091792,0.019941034,-0.022872447181725875,1168,-43.645185589790344,0.216796875,-3.2685461,1258.0
75,1798,21,38400,0.10090559720993042,0.0004092704424510632,0.9914116263389587,0.2,0.15484988689422607,0.5651277457363904,0.012337711,-0.016852314030984417,1184,-43.6549369096756,0.1136474609375,-3.2685461,1258.0
76,1798,21,38912,-0.04574668034911156,0.0004092704424510632,0.9916370511054993,0.2,-6.298995018005371,0.012444816500646994,0.028557545,-0.03460582366824383,1200,-43.65542924404144,0.3099365234375,-3.2685461,1258.0
77,1799,21,39424,-0.04534878954291344,0.0004092704424510632,0.9920809268951416,0.2,0.01501685380935669,0.004896704958810005,0.01961871,-0.029389571922365576,1216,-43.66573405265808,0.274169921875,-3.272774064516129,1258.0
78,1799,22,39936,0.09115785360336304,0.0004092704424510632,0.9922704100608826,0.2,0.0583263635635376,0.6079113120213151,0.012117374,-0.019331580799189396,1232,-43.678518295288086,0.10791015625,-3.272774064516129,1258.0
79,1799,22,40448,-0.02385995350778103,0.0004092704424510632,0.9945727586746216,0.2,-1.513814926147461,0.04501735884696245,0.02718374,-0.029800166652421467,1248,-43.708704590797424,0.2728271484375,-3.26640209375,1258.0
80,1799,22,40960,0.1161436215043068,0.0004092704424510632,0.9954460859298706,0.2,0.30416029691696167,0.5714158182963729,0.008169867,-0.009709266654681414,1264,-43.771063566207886,0.023193359375,-3.26640209375,1258.0
81,1799,23,41472,0.029740840196609497,0.0004092704424510632,0.9944267868995667,0.2,-0.05071568489074707,0.12247951002791524,0.01828244,-0.01795162383496063,1280,-43.763845801353455,0.2119140625,-3.26640209375,1258.0
82,1799,23,41984,0.009599164128303528,0.0004092704424510632,0.9929956793785095,0.2,0.468855082988739,0.11092758527956903,0.023516232,-0.023342357046203688,1296,-43.724021553993225,0.233154296875,-3.2601673333333334,1258.0
83,1799,23,42496,0.006802823394536972,0.0004092704424510632,0.9932461380958557,0.2,0.8078696727752686,0.1536227276083082,0.031026747,-0.02577312901848927,1312,-43.696497321128845,0.27978515625,-3.2601673333333334,1258.0
84,1799,23,43008,-0.021132035180926323,0.0004092704424510632,0.9941060543060303,0.2,-2.5319011211395264,0.06147713563404977,0.026112068,-0.02991228667087853,1328,-43.716858983039856,0.2601318359375,-3.2576249411764704,1258.0
85,1799,24,43520,0.0729563757777214,0.0004092704424510632,0.9942656755447388,0.2,0.6788204312324524,0.3246673117391765,0.014645319,-0.015084706043126062,1344,-43.73315358161926,0.1029052734375,-3.2576249411764704,1258.0
86,1799,24,44032,-0.0127311572432518,0.0004092704424510632,0.994254469871521,0.2,-3.8525099754333496,0.06315403338521719,0.017995976,-0.020009437430417165,1360,-43.73039484024048,0.1910400390625,-3.2535644857142856,1258.0
87,1799,24,44544,0.09604896605014801,0.0004092704424510632,0.9938080906867981,0.2,0.411224365234375,0.2996782143600285,0.016725592,-0.00896261227899231,1376,-43.728766679763794,0.0772705078125,-3.2535644857142856,1258.0
88,1799,25,45056,-0.04303942248225212,0.0004092704424510632,0.992960512638092,0.2,-2.2323737144470215,0.0030840794170217123,0.021246191,-0.03180901493760757,1392,-43.70653963088989,0.2908935546875,-3.2535644857142856,1258.0
89,1799,25,45568,-0.041297513991594315,0.0004092704424510632,0.9914553165435791,0.2,0.005693614482879639,0.0077072631975170225,0.032093067,-0.030569965485483408,1408,-43.669942140579224,0.327392578125,-3.247067361111111,1258.0
90,1798,25,46080,0.03020292893052101,0.0004092704424510632,0.990615725517273,0.2,0.20070457458496094,0.3841014427598566,0.017566685,-0.016240540651779156,1424,-43.62984764575958,0.081298828125,-3.247067361111111,1258.0
91,1798,25,46592,-0.03049391135573387,0.0004092704424510632,0.9936286211013794,0.2,-2.295551300048828,0.013460414193104953,0.021391543,-0.02245822463009972,1440,-43.65779912471771,0.244873046875,-3.2420500270270267,1258.0
92,1797,26,47104,0.07615998387336731,0.0004092704424510632,0.9944520592689514,0.2,0.026390671730041504,0.7567789861932397,0.01464869,-0.015783983762958087,1456,-43.7295686006546,0.130126953125,-3.2420500270270267,1258.0
93,1797,26,47616,-0.03746483847498894,0.0004092704424510632,0.993712842464447,0.2,-0.5555671453475952,0.014762000646442175,0.02638688,-0.026859061181312427,1472,-43.723209738731384,0.288818359375,-3.2420500270270267,1258.0
94,1797,26,48128,-0.025348782539367676,0.0004092704424510632,0.9937378168106079,0.2,-0.020294904708862305,0.0031943620124366134,0.014550033,-0.021390848341980018,1488,-43.71572148799896,0.2216796875,-3.2409217105263157,1258.0
95,1797,27,48640,0.08491469919681549,0.0004092704424510632,0.9934411644935608,0.2,0.06448101997375488,0.8666668622754514,0.008131059,-0.010109357492183335,1504,-43.710012912750244,0.021728515625,-3.2409217105263157,1258.0
96,1797,27,49152,-0.02130710333585739,0.0004092704424510632,0.9920865893363953,0.2,-2.0571186542510986,0.022241504542762414,0.016026685,-0.025394673080882058,1520,-43.68500006198883,0.21826171875,-3.2375055384615385,1258.0
97,1797,27,49664,0.13440632820129395,0.0004092704424510632,0.9918797612190247,0.2,0.29457545280456543,0.5479646548628807,0.01628237,-0.017996357782976702,1536,-43.655866384506226,0.087646484375,-3.2375055384615385,1258.0
98,1797,27,50176,-0.023670420050621033,0.0004092704424510632,0.9920761585235596,0.2,-3.351989269256592,0.011067602928960696,0.019099435,-0.021978011791361496,1552,-43.65453863143921,0.2269287109375,-3.2375055384615385,1258.0
99,1797,28,50688,-0.03578289970755577,0.0004092704424510632,0.9910682439804077,0.2,-0.017154574394226074,0.004575220591505058,0.018995805,-0.028455456369556487,1568,-43.64256036281586,0.2562255859375,-3.24101685,1258.0
100,1797,28,51200,0.10807756334543228,0.0004092704424510632,0.9907764792442322,0.2,0.09494829177856445,0.6517968340776861,0.012173423,-0.015295538192731328,1584,-43.61347246170044,0.0595703125,-3.24101685,1258.0
101,1797,28,51712,-0.0044382065534591675,0.0004092704424510632,0.9916015863418579,0.2,-1.1828815937042236,0.05124730209354311,0.017010612,-0.019177262925950345,1600,-43.61731743812561,0.1915283203125,-3.243553902439024,1258.0
102,1797,29,52224,0.20028623938560486,0.0004092704424510632,0.9917473196983337,0.2,0.37879282236099243,0.7782119270414114,0.012580028,-0.010104841028805822,1616,-43.63674879074097,0.07861328125,-3.243553902439024,1258.0
103,1797,29,52736,-0.016981035470962524,0.0004092704424510632,0.9904201030731201,0.2,-2.0070273876190186,0.03933957702247426,0.017270755,-0.021604348978144117,1632,-43.620311975479126,0.2374267578125,-3.243553902439024,1258.0
104,1797,29,53248,-0.04153236001729965,0.0004092704424510632,0.9876964688301086,0.2,0.03889012336730957,0.004403744118462782,0.025331218,-0.0349355039652437,1648,-43.55441129207611,0.3101806640625,-3.2408385476190475,1258.0
105,1797,29,53760,0.10188686847686768,0.0004092704424510632,0.9869505167007446,0.2,0.16255605220794678,0.6758490763604641,0.005529899,-0.006547801254782826,1664,-43.49453043937683,0.0172119140625,-3.2408385476190475,1258.0
106,1797,30,54272,-0.01789764128625393,0.0004092704424510632,0.9856128096580505,0.2,-1.7541306018829346,0.02449445048114285,0.02404277,-0.021547076612478122,1680,-43.47412931919098,0.2357177734375,-3.239390953488372,1258.0
107,1797,30,54784,0.17214909195899963,0.0004092704424510632,0.9852275848388672,0.2,0.3913527727127075,0.7510859565809369,0.0042277165,-0.00457832713436801,1696,-43.43666100502014,0.0054931640625,-3.239390953488372,1258.0
108,1797,30,55296,-0.028437823057174683,0.0004092704424510632,0.9845009446144104,0.2,-5.517871856689453,0.026338690775446594,0.027131673,-0.025557275090250187,1712,-43.42752504348755,0.265380859375,-3.239390953488372,1258.0
109,1797,31,55808,-0.04361042380332947,0.0004092704424510632,0.9837554693222046,0.2,0.03599017858505249,0.005008256244764198,0.019405007,-0.025826699726167135,1728,-43.39482855796814,0.2451171875,-3.2386259772727275,1258.0
110,1797,31,56320,0.037403255701065063,0.0004092704424510632,0.9835315942764282,0.2,0.09799319505691528,0.6154656461440027,0.01173995,-0.011484458358609118,1744,-43.38126850128174,0.06494140625,-3.2386259772727275,1258.0
111,1797,31,56832,-0.023178698495030403,0.0004092704424510632,0.9831153154373169,0.2,-2.374027967453003,0.02415316691622138,0.022710629,-0.0246360917808488,1760,-43.36303520202637,0.2615966796875,-3.2360718222222227,1258.0
112,1797,31,57344,0.12370947748422623,0.0004092704424510632,0.9833376407623291,0.2,0.18909722566604614,0.6698595630005002,0.00862385,-0.0108634153730236,1776,-43.364386200904846,0.0416259765625,-3.2360718222222227,1258.0
113,1797,32,57856,-0.02517310529947281,0.0004092704424510632,0.9848381876945496,0.2,-1.9399316310882568,0.029607252217829227,0.027145842,-0.027200635959161445,1792,-43.386106967926025,0.2955322265625,-3.2360718222222227,1258.0
114,1798,32,58368,-0.004600510001182556,0.0004092704424510632,0.9850586652755737,0.2,0.5170257091522217,0.08375053200870752,0.020368015,-0.028107807287597097,1808,-43.4265011548996,0.2344970703125,-3.2380750000000007,1258.0
115,1798,32,58880,0.009448084980249405,0.0004092704424510632,0.9847029447555542,0.2,0.6889166831970215,0.15545310266315937,0.028820474,-0.01973994928994216,1824,-43.4150447845459,0.22412109375,-3.2380750000000007,1258.0
116,1798,33,59392,-0.007417578250169754,0.0004092704424510632,0.9860557317733765,0.2,-1.0682482719421387,0.06644873006734997,0.019004125,-0.02428326344670495,1840,-43.42822539806366,0.2281494140625,-3.2362552553191493,1258.0
117,1798,33,59904,0.09720027446746826,0.0004092704424510632,0.9862176179885864,0.2,0.3844924569129944,0.4493662887252867,0.009883307,-0.012501968536525965,1856,-43.45750546455383,0.051025390625,-3.2362552553191493,1258.0
118,1798,33,60416,-0.026396168395876884,0.0004092704424510632,0.9850237369537354,0.2,-4.542687892913818,0.028254191216547042,0.018604904,-0.020500185593846254,1872,-43.438905239105225,0.21044921875,-3.2370964166666667,1258.0
119,1798,33,60928,0.10206617414951324,0.0004092704424510632,0.9843853712081909,0.2,0.08521944284439087,1.083956379443407,0.008161854,-0.010234214380034246,1888,-43.4015007019043,0.0318603515625,-3.2370964166666667,1258.0
120,1798,34,61440,-0.03623706102371216,0.0004092704424510632,0.985188901424408,0.2,-1.8757514953613281,0.008486320366500877,0.020366572,-0.024611564411316067,1904,-43.39714860916138,0.2449951171875,-3.2370964166666667,1258.0
121,1798,34,61952,-0.037246543914079666,0.0004092704424510632,0.9859219193458557,0.2,-0.18522143363952637,0.003941425449738745,0.020461475,-0.02248033945215866,1920,-43.43340015411377,0.2327880859375,-3.2347069795918366,1258.0
122,1798,34,62464,0.15418893098831177,0.0004092704424510632,0.9857556223869324,0.2,0.16215336322784424,0.8338417955674231,0.009569183,-0.011210927317733876,1936,-43.43982183933258,0.0408935546875,-3.2347069795918366,1258.0
123,1798,35,62976,-0.027112927287817,0.0004092704424510632,0.9825000762939453,0.2,-1.717045783996582,0.015027198794996366,0.015673537,-0.021078229692648165,1952,-43.397008657455444,0.1922607421875,-3.23051264,1258.0
124,1798,35,63488,0.17072626948356628,0.0004092704424510632,0.9812660217285156,0.2,0.25121015310287476,0.8617958594113588,0.008531323,-0.009281740465667099,1968,-43.30704188346863,0.0501708984375,-3.23051264,1258.0
125,1798,35,64000,-0.04062395542860031,0.0004092704424510632,0.9824070334434509,0.2,-5.968756198883057,0.018039106362266466,0.02937314,-0.029246600082842633,1984,-43.308358907699585,0.2802734375,-3.23051264,1258.0
