time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/clip_fraction,train/n_updates,train/approx_kl,train/entropy_loss,train/std,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean
1,4013,0,512,,,,,,,,,,,,,
2,1860,0,1024,0.0004092704424510632,0.17102654313930543,-0.027091872412711382,-1.2855627536773682,0.2,0.2391357421875,16,0.015808132,-43.9562304019928,0.9977003335952759,-0.03368014097213745,,
3,1549,0,1536,0.0004092704424510632,0.009970552157028578,-0.030753961807931773,-0.007673144340515137,0.2,0.322021484375,32,0.025445964,-43.91429364681244,0.9981043338775635,-0.0375828742980957,-3.100222,1258.0
4,1430,1,2048,0.0004092704424510632,0.011228855888475664,-0.01844616513699293,-0.004686832427978516,0.2,0.2110595703125,48,0.014466653,-43.95089149475098,0.9998729825019836,-0.013029186055064201,-3.100222,1258.0
5,1388,1,2560,0.0004092704424510632,0.010181542034843005,-0.030897925549652427,-0.00043189525604248047,0.2,0.32958984375,64,0.021058742,-43.99208974838257,1.0005240440368652,-0.02667856216430664,-3.1543165,1258.0
6,1357,2,3072,0.0004092704424510632,0.006231867075257469,-0.022195180994458497,-0.004143476486206055,0.2,0.22509765625,80,0.012376841,-43.97506284713745,0.9985047578811646,-0.020542657002806664,-3.1543165,1258.0
7,1339,2,3584,0.0004092704424510632,0.011657034207019024,-0.02696659733192064,-0.0008033514022827148,0.2,0.246826171875,96,0.016861953,-43.92066764831543,0.9978024363517761,-0.02882162481546402,-3.1543165,1258.0
8,1328,3,4096,0.0004092704424510632,0.0027916416074731387,-0.025120022299233824,0.004575133323669434,0.2,0.2635498046875,112,0.01550898,-43.91052496433258,0.9975969195365906,-0.04193006828427315,-3.1894523333333336,1258.0
9,1317,3,4608,0.0004092704424510632,0.007726220181211829,-0.030262773798312992,-4.553794860839844e-05,0.2,0.2728271484375,128,0.019979898,-43.86833357810974,0.994467556476593,-0.034204624593257904,-3.1894523333333336,1258.0
10,1307,3,5120,0.0004092704424510632,0.015331901056924835,-0.025803128781262785,-0.0006111860275268555,0.2,0.2757568359375,144,0.017441679,-43.78715932369232,0.9938222765922546,-0.022330455482006073,-3.2270405,1258.0
11,1300,4,5632,0.0004092704424510632,0.016205057298066095,-0.0221916130540194,-0.0006947517395019531,0.2,0.2574462890625,160,0.017040249,-43.77540624141693,0.9926789999008179,-0.02066510170698166,-3.2270405,1258.0
12,1293,4,6144,0.0004092704424510632,0.010705556371249259,-0.03221657998801675,0.0009949803352355957,0.2,0.273193359375,176,0.0216217,-43.770230770111084,0.9946552515029907,-0.03641829267144203,-3.2270405,1258.0
13,1289,5,6656,0.0004092704424510632,0.0025907353665388655,-0.0299228957737796,-0.0005792379379272461,0.2,0.283203125,192,0.0206321,-43.82169246673584,0.9948942065238953,-0.04179506003856659,-3.2009046,1258.0
14,1282,5,7168,0.0004092704424510632,0.02818017004756257,-0.03403383135446347,-0.00012493133544921875,0.2,0.3277587890625,208,0.024106694,-43.82881033420563,0.9956048727035522,-0.030633723363280296,-3.2009046,1258.0
15,1278,6,7680,0.0004092704424510632,0.0141375535458792,-0.032024370098952204,0.0006477832794189453,0.2,0.2901611328125,224,0.022595828,-43.86980438232422,0.9980162382125854,-0.039707250893116,-3.217842166666667,1258.0
16,1275,6,8192,0.0004092704424510632,0.04352411802392453,-0.023498961883888114,0.00031572580337524414,0.2,0.2509765625,240,0.02420695,-43.940791964530945,0.9996800422668457,-0.018875498324632645,-3.217842166666667,1258.0
17,1273,6,8704,0.0004092704424510632,0.008872332458849996,-0.018870235391659662,0.01784592866897583,0.2,0.2091064453125,256,0.01938003,-43.968111753463745,1.0001816749572754,-0.02089719846844673,-3.217842166666667,1258.0
18,1270,7,9216,0.0004092704424510632,0.0035642531292978674,-0.02144947434135247,0.0004863142967224121,0.2,0.1864013671875,272,0.0152268065,-43.99749195575714,1.0019086599349976,-0.03299996256828308,-3.191242714285714,1258.0
19,1269,7,9728,0.0004092704424510632,0.06977766694035381,-0.024555999814765528,0.0001633763313293457,0.2,0.18408203125,288,0.01445812,-44.054675579071045,1.0037113428115845,-0.00101485475897789,-3.191242714285714,1258.0
20,1262,8,10240,0.0004092704424510632,0.01246619940502569,-0.02620314317755401,0.0009442567825317383,0.2,0.27197265625,304,0.022001177,-44.100388526916504,1.004888653755188,-0.03140874207019806,-3.201609,1258.0
21,1257,8,10752,0.0004092704424510632,0.08825534826610237,-0.019947688560932875,0.000676274299621582,0.2,0.2052001953125,320,0.013585521,-44.111270785331726,1.004451036453247,0.018837980926036835,-3.201609,1258.0
22,1256,8,11264,0.0004092704424510632,0.008275731699541211,-0.020467557813390158,0.027635157108306885,0.2,0.232177734375,336,0.018821765,-44.12127101421356,1.0064774751663208,-0.025125516578555107,-3.201609,1258.0
23,1255,9,11776,0.0004092704424510632,0.0039176030331873335,-0.02745461682206951,-0.008785843849182129,0.2,0.2362060546875,352,0.014735231,-44.175201416015625,1.0068719387054443,-0.043901827186346054,-3.2033986666666667,1258.0
24,1254,9,12288,0.0004092704424510632,0.10850546276196837,-0.020515664422418922,0.0005543828010559082,0.2,0.2423095703125,368,0.02106236,-44.151585817337036,1.0052546262741089,0.023137591779232025,-3.2033986666666667,1258.0
25,1253,10,12800,0.0004092704424510632,0.012424008222296834,-0.024005573330214247,0.11779153347015381,0.2,0.235107421875,384,0.019937681,-44.12894284725189,1.0062810182571411,-0.025056319311261177,-3.2163263,1258.0
