time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/clip_fraction,train/n_updates,train/approx_kl,train/entropy_loss,train/std,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean
1,3917,0,512,,,,,,,,,,,,,
2,1824,0,1024,0.0004092704424510632,0.12820003434899263,-0.026356016576755792,-0.880475640296936,0.2,0.2283935546875,16,0.01741388,-43.983370780944824,0.999623715877533,-0.035798538476228714,,
3,1563,0,1536,0.0004092704424510632,0.008819353402941488,-0.03465235327894334,2.8848648071289062e-05,0.2,0.383544921875,32,0.036169745,-43.98199498653412,1.0000804662704468,-0.0434863306581974,-3.304798,1258.0
4,1458,1,2048,0.0004092704424510632,0.006408629444194958,-0.029265144490636885,-0.006047844886779785,0.2,0.3048095703125,48,0.016884167,-43.97590625286102,0.9993508458137512,-0.0354313999414444,-3.304798,1258.0
5,1402,1,2560,0.0004092704424510632,0.011992297746473923,-0.032761060443590395,0.0032320618629455566,0.2,0.33837890625,64,0.023898495,-43.96694731712341,0.9998871088027954,-0.04622247815132141,-3.156399,1258.0
6,1369,2,3072,0.0004092704424510632,0.011179797991644591,-0.028172215359518304,-0.0015981197357177734,0.2,0.3087158203125,80,0.01810346,-43.98558723926544,1.00003981590271,-0.03643781691789627,-3.156399,1258.0
7,1345,2,3584,0.0004092704424510632,0.009902077945298515,-0.02131702938640956,0.005912661552429199,0.2,0.216796875,96,0.014114868,-43.9907466173172,1.0008500814437866,-0.024820568040013313,-3.156399,1258.0
8,1328,3,4096,0.0004092704424510632,0.00261078480980359,-0.023572557664010674,0.009783387184143066,0.2,0.247802734375,112,0.016463708,-44.02494180202484,1.0017600059509277,-0.02646668069064617,-3.1967103333333333,1258.0
9,1315,3,4608,0.0004092704424510632,0.02475418959511444,-0.024293127586133778,0.0011028051376342773,0.2,0.2919921875,128,0.017604262,-44.054312229156494,1.0029107332229614,-0.020543966442346573,-3.1967103333333333,1258.0
10,1304,3,5120,0.0004092704424510632,0.012262569973245263,-0.02419077802915126,0.0105094313621521,0.2,0.259521484375,144,0.021768872,-44.09283649921417,1.0043272972106934,-0.0354481041431427,-3.2323994999999996,1258.0
11,1297,4,5632,0.0004092704424510632,0.037726060894783586,-0.02474514875211753,0.002541780471801758,0.2,0.279541015625,160,0.022435158,-44.105863094329834,1.0032938718795776,-0.010979456827044487,-3.2323994999999996,1258.0
12,1290,4,6144,0.0004092704424510632,0.009071711712749675,-0.027074233832536265,0.078194260597229,0.2,0.2940673828125,176,0.02053908,-44.05044364929199,1.001227617263794,-0.02980503998696804,-3.2323994999999996,1258.0
13,1286,5,6656,0.0004092704424510632,0.002996600178448716,-0.02539991210505832,0.039906859397888184,0.2,0.2437744140625,192,0.01748711,-44.02138841152191,1.0021095275878906,-0.032607551664114,-3.2239371999999995,1258.0
14,1281,5,7168,0.0004092704424510632,0.055127894040197134,-0.026195320475380868,0.0038832426071166992,0.2,0.2945556640625,208,0.023023691,-44.05512821674347,1.0022814273834229,0.0004467051476240158,-3.2239371999999995,1258.0
15,1276,6,7680,0.0004092704424510632,0.009378898495924659,-0.029195719689596444,0.11130928993225098,0.2,0.3194580078125,224,0.02569659,-44.04722762107849,1.0023829936981201,-0.043975815176963806,-3.2075526666666665,1258.0
16,1272,6,8192,0.0004092704424510632,0.06467273423913866,-0.02402544763754122,0.022266030311584473,0.2,0.2581787109375,240,0.018327437,-44.04530906677246,1.0016820430755615,-0.004462596029043198,-3.2075526666666665,1258.0
17,1268,6,8704,0.0004092704424510632,0.007196242528152652,-0.022509252652525902,0.34057796001434326,0.2,0.2353515625,256,0.017183961,-44.024717569351196,1.0014101266860962,-0.02927960641682148,-3.2075526666666665,1258.0
18,1264,7,9216,0.0004092704424510632,0.0034309547518205363,-0.02635599157656543,0.17419791221618652,0.2,0.235107421875,272,0.018783726,-44.02622663974762,1.0019333362579346,-0.0325467586517334,-3.226848142857143,1258.0
19,1261,7,9728,0.0004092704424510632,0.07961248932406306,-0.026378388196462765,0.041510701179504395,0.2,0.2508544921875,288,0.017310116,-44.04504883289337,1.002313256263733,0.02283560112118721,-3.226848142857143,1258.0
20,1258,8,10240,0.0004092704424510632,0.008986345055745915,-0.028102302851038985,-0.09007513523101807,0.2,0.2447509765625,304,0.01860199,-44.06789779663086,1.0034959316253662,-0.038012951612472534,-3.2548477499999997,1258.0
21,1249,8,10752,0.0004092704424510632,0.1055329090449959,-0.03174350137123838,0.14303606748580933,0.2,0.2958984375,320,0.033078242,-44.0834094285965,1.0030125379562378,0.002976633608341217,-3.2548477499999997,1258.0
22,1246,9,11264,0.0004092704424510632,0.008595808918471448,-0.02660059578192886,-0.19229423999786377,0.2,0.2552490234375,336,0.022065893,-44.06337523460388,1.0025914907455444,-0.03715209662914276,-3.2548477499999997,1258.0
23,1245,9,11776,0.0004092704424510632,0.00416038711409783,-0.028490917931776494,0.0496407151222229,0.2,0.23876953125,352,0.0231052,-44.053828716278076,1.0023964643478394,-0.036458227783441544,-3.2744077777777774,1258.0
24,1244,9,12288,0.0004092704424510632,0.08721332042478025,-0.025326029426651075,0.09557002782821655,0.2,0.2174072265625,368,0.023577962,-44.05050253868103,1.002530574798584,-0.006051279604434967,-3.2744077777777774,1258.0
25,1242,10,12800,0.0004092704424510632,0.014872543455567211,-0.029277232999447733,-1.8035929203033447,0.2,0.263671875,384,0.02685071,-44.05259847640991,1.0021387338638306,-0.038811925798654556,-3.2674113999999994,1258.0
26,1241,10,13312,0.0004092704424510632,0.09023821435403079,-0.02524742649984546,0.30557501316070557,0.2,0.245849609375,400,0.02212097,-44.04872167110443,1.0027506351470947,0.012541407719254494,-3.2674113999999994,1258.0
27,1240,11,13824,0.0004092704424510632,0.013860782666597515,-0.02886396502435673,0.06586682796478271,0.2,0.267822265625,416,0.027206603,-44.06899654865265,1.0035288333892822,-0.024723419919610023,-3.2674113999999994,1258.0
28,1239,11,14336,0.0004092704424510632,0.005682214810803998,-0.023756227616104297,0.6243971586227417,0.2,0.2186279296875,432,0.014867035,-44.08855724334717,1.003490924835205,-0.041899219155311584,-3.290570363636363,1258.0
29,1238,11,14848,0.0004092704424510632,0.037851402594242245,-0.02381977673212532,0.38497865200042725,0.2,0.2783203125,448,0.03444025,-44.064359188079834,1.0024503469467163,-0.03147014230489731,-3.290570363636363,1258.0
30,1237,12,15360,0.0004092704424510632,0.023971488000825047,-0.02555178469629027,-1.1439118385314941,0.2,0.20068359375,464,0.016122378,-44.056331515312195,1.0034701824188232,-0.034951817244291306,-3.297232333333333,1258.0
31,1237,12,15872,0.0004092704424510632,0.058614189096260816,-0.024748912328504957,0.49225205183029175,0.2,0.20703125,480,0.020424092,-44.100070118904114,1.0045480728149414,-0.016715094447135925,-3.297232333333333,1258.0
32,1236,13,16384,0.0004092704424510632,0.018167155474657193,-0.017910322785610333,-0.6797863245010376,0.2,0.1451416015625,496,0.012108103,-44.134103655815125,1.0060313940048218,-0.03911866247653961,-3.2982819230769227,1258.0
33,1236,13,16896,0.0004092704424510632,0.07165859418455511,-0.026496354563278146,0.4496816396713257,0.2,0.2335205078125,512,0.017964184,-44.17255711555481,1.0066306591033936,-0.01970449648797512,-3.2982819230769227,1258.0
34,1235,14,17408,0.0004092704424510632,0.0032895510958041996,-0.023976189171662554,-1.6543235778808594,0.2,0.2325439453125,528,0.016926877,-44.182769536972046,1.0068567991256714,-0.030539195984601974,-3.2982819230769227,1258.0
