rollout/ep_rew_mean,train/ent_coef_loss,train/n_updates,time/episodes,time/time_elapsed,time/total_timesteps,train/learning_rate,rollout/ep_len_mean,train/ent_coef,train/actor_loss,train/critic_loss,time/fps
-4.77103925,-166.48193359375,4927,4,164,5028,0.0008459126528049375,1257.0,0.017196213826537132,-122.86052703857422,1.9500341415405273,30
-3.715961875,35.89765930175781,9955,8,369,10056,0.0008459126528049375,1257.0,0.001389543293043971,-128.12738037109375,62.664222717285156,27
-3.072054083333334,16.313209533691406,14983,12,551,15084,0.0008459126528049375,1257.0,0.0008941490668803453,-134.4018096923828,1.6335442066192627,27
-2.69638625,5.886805534362793,20011,16,727,20112,0.0008459126528049375,1257.0,0.0008153841481544077,-136.4668731689453,4.030750751495361,27
-2.48102735,148.7002716064453,25039,20,4,25140,0.0008459126528049375,1257.0,0.0010673152282834053,-139.2763214111328,56.274261474609375,30
-2.3529721666666665,28.158933639526367,30067,24,164,30168,0.0008459126528049375,1257.0,0.0009732497856020927,-144.52618408203125,6.052628517150879,31
-2.241057285714285,-69.2938232421875,35095,28,328,35196,0.0008459126528049375,1257.0,0.0009068027138710022,-144.9783172607422,3.542224407196045,31
-2.17739953125,-41.46819305419922,40123,32,518,40224,0.0008459126528049375,1257.0,0.0009271735325455666,-144.6536865234375,52.28731918334961,29
-2.1110945,12.435352325439453,45151,36,718,45252,0.0008459126528049375,1257.0,0.000699724827427417,-140.63217163085938,5.505456924438477,28
-2.07057395,-14.236823081970215,50179,40,10,50280,0.0008459126528049375,1257.0,0.0005859067314304411,-115.63521575927734,9.341114044189453,26
-2.0236931363636366,65.95652770996094,55207,44,170,55308,0.0008459126528049375,1257.0,0.001324800425209105,-102.71314239501953,7.173201560974121,31
-1.9789565833333336,27.67684555053711,60235,48,326,60336,0.0008459126528049375,1257.0,0.0022637401707470417,-82.74301147460938,4.12758731842041,31
-1.9635115192307695,19.594741821289062,65263,52,483,65364,0.0008459126528049375,1257.0,0.0007844992214813828,-65.650146484375,12.349262237548828,31
-1.92332625,-30.46097183227539,70291,56,641,70392,0.0008459126528049375,1257.0,0.0007677501416765153,-64.56802368164062,15.741268157958984,31
-1.8918172666666664,-16.507051467895508,75319,60,16,75420,0.0008459126528049375,1257.0,0.0011108408216387033,-63.217952728271484,9.970151901245117,25
-1.864966125,22.72869873046875,80347,64,219,80448,0.0008459126528049375,1257.0,0.0008682111511006951,-59.49683380126953,1.0135185718536377,24
-1.840172529411765,30.94230079650879,85375,68,395,85476,0.0008459126528049375,1257.0,0.0005603655008599162,-56.48287582397461,1.2466628551483154,26
-1.8110476666666666,-12.330142974853516,90403,72,563,90504,0.0008459126528049375,1257.0,0.0007252985960803926,-50.749977111816406,2.304922580718994,27
-1.7920478421052632,197.66366577148438,95431,76,730,95532,0.0008459126528049375,1257.0,0.0009634043090045452,-40.887351989746094,4.104509353637695,28
