rollout/ep_rew_mean,train/ent_coef_loss,train/n_updates,time/episodes,time/time_elapsed,time/total_timesteps,train/learning_rate,rollout/ep_len_mean,train/ent_coef,train/actor_loss,train/critic_loss,time/fps
-4.6150495000000005,-168.0475311279297,4927,4,136,5028,0.0008459126528049375,1257.0,0.017525658011436462,-119.6773452758789,5.345546722412109,36
-3.513922375,-57.807579040527344,9955,8,276,10056,0.0008459126528049375,1257.0,0.0016924365190789104,-127.41836547851562,0.9056370258331299,36
-2.930559,-11.257288932800293,14983,12,426,15084,0.0008459126528049375,1257.0,0.0016168281435966492,-129.7078857421875,3.234757423400879,35
-2.6728875,41.67335510253906,20011,16,599,20112,0.0008459126528049375,1257.0,0.0009629262494854629,-126.85376739501953,97.63807678222656,33
-2.5128820000000003,7.54367733001709,25039,20,3,25140,0.0008459126528049375,1257.0,0.0005153508973307908,-127.031494140625,6.606653213500977,35
-2.4040104583333335,33.2999267578125,30067,24,163,30168,0.0008459126528049375,1257.0,0.0007236066157929599,-124.50055694580078,2.320362091064453,31
-2.3059597142857142,-49.882991790771484,35095,28,341,35196,0.0008459126528049375,1257.0,0.0008192076347768307,-120.2980728149414,4.014556884765625,29
-2.2702488125,-55.850257873535156,40123,32,519,40224,0.0008459126528049375,1257.0,0.0006354876677505672,-118.14913177490234,2.161930799484253,29
-2.255414,-58.6785888671875,45151,36,697,45252,0.0008459126528049375,1257.0,0.0005840373341925442,-113.43940734863281,1.4495460987091064,29
-2.20778055,16.354297637939453,50179,40,9,50280,0.0008459126528049375,1257.0,0.0006546895601786673,-113.66617584228516,3.2058043479919434,28
-2.1538653863636363,36.74708938598633,55207,44,188,55308,0.0008459126528049375,1257.0,0.0020603188313543797,-105.69673156738281,29.719165802001953,28
-2.1427626666666666,-36.35521697998047,60235,48,360,60336,0.0008459126528049375,1257.0,0.0008542300784029067,-91.85045623779297,6.323123931884766,28
-2.1072209615384616,2.6697463989257812,65263,52,538,65364,0.0008459126528049375,1257.0,0.0012472337111830711,-70.39911651611328,21.82268524169922,28
-2.093962428571429,-43.79892349243164,70291,56,718,70392,0.0008459126528049375,1257.0,0.001014672452583909,-67.71806335449219,2.733447313308716,28
-2.100996916666667,-34.17173767089844,75319,60,15,75420,0.0008459126528049375,1257.0,0.0004080871003679931,-64.45928192138672,5.696585655212402,27
-2.091986484375,273.10113525390625,80347,64,203,80448,0.0008459126528049375,1257.0,0.00036981867742724717,-52.17909240722656,13.444608688354492,26
-2.0652401323529412,-56.23351287841797,85375,68,387,85476,0.0008459126528049375,1257.0,0.0005092842620797455,-47.4438362121582,0.8130421042442322,27
-2.0443573611111114,26.683021545410156,90403,72,581,90504,0.0008459126528049375,1257.0,0.0005736774182878435,-39.67898941040039,2.1641225814819336,26
-2.0356461315789476,2.8122665882110596,95431,76,768,95532,0.0008459126528049375,1257.0,0.00032049717265181243,-36.39875411987305,0.6827876567840576,26
